gene	mean	median	longest_isoform	merged
ENSG00000290935.2	2189	2189	2189	2189
ENSG00000248596.8	3632	3632	3632	3632
ENSG00000283559.3	2077	2077	2077	2077
ENSG00000287579.2	989	989	1016	1276
ENSG00000270989.1	397	397	397	397
ENSG00000170085.18	2549	2056	3572	3977
ENSG00000251667.1	951	951	951	951
ENSG00000122203.15	2062	2541	2786	2829
ENSG00000250909.1	504	504	504	504
ENSG00000251414.1	528	528	528	528
ENSG00000175414.7	10826	10826	10826	10826
ENSG00000221464.1	86	86	86	86
ENSG00000048162.22	878	954	1087	1788
ENSG00000146066.3	654	654	654	654
ENSG00000175416.16	1112	1112	1139	1139
ENSG00000280139.1	149	149	149	149
ENSG00000113194.13	4485	4485	4485	4485
ENSG00000146083.12	4122	4122	4122	4122
ENSG00000307151.1	556	556	556	556
ENSG00000074276.11	4341	4341	4509	4582
ENSG00000243959.3	294	294	294	294
ENSG00000207420.1	102	102	102	102
ENSG00000169258.7	4234	4234	4234	4234
ENSG00000074317.11	1094	1383	1407	1612
ENSG00000266329.1	62	62	62	62
ENSG00000175766.13	1932	1984	2137	2306
ENSG00000048140.18	2243	2475	2810	3223
ENSG00000310042.1	1243	1305	1649	3079
ENSG00000248484.2	480	480	578	782
ENSG00000251446.1	553	553	553	553
ENSG00000309280.1	629	629	629	629
ENSG00000248859.3	975	917	1333	2678
ENSG00000302655.1	732	732	732	732
ENSG00000302685.1	320	320	320	320
ENSG00000294630.1	652	652	652	652
ENSG00000113763.12	3837	3837	3941	3941
ENSG00000160883.11	3082	3082	3082	3082
ENSG00000298307.1	803	803	803	803
ENSG00000087206.17	2105	2257	2574	2743
ENSG00000113761.12	2239	1940	4314	6245
ENSG00000251666.1	745	745	745	745
ENSG00000160867.15	2720	2685	3093	3177
ENSG00000165671.22	8449	10105	13042	14194
ENSG00000286634.1	1225	1225	1225	1225
ENSG00000240729.1	476	476	476	476
ENSG00000270706.1	1009	1009	1009	1009
ENSG00000169228.14	1403	1385	1588	1682
ENSG00000213347.11	1432	1300	2269	2881
ENSG00000169230.10	1198	1198	1226	1226
ENSG00000169223.16	2126	1611	3618	3656
ENSG00000239393.1	354	354	354	354
ENSG00000169220.18	2323	2323	2323	2323
ENSG00000131183.11	2247	2247	2583	3458
ENSG00000196570.3	553	553	553	553
ENSG00000131187.11	1976	1976	2036	2036
ENSG00000198055.11	2362	2571	3002	3278
ENSG00000246334.4	897	882	1282	2670
ENSG00000131188.12	1363	1345	1461	1535
ENSG00000113758.14	2742	3009	3072	4468
ENSG00000279821.1	3026	3026	3026	3026
ENSG00000196923.14	1370	1396	1712	2248
ENSG00000248996.2	430	430	434	650
ENSG00000146094.16	2273	1884	3588	3855
ENSG00000183258.12	951	606	2099	2146
ENSG00000146067.17	3099	3099	3231	3231
ENSG00000272459.2	682	682	823	1282
ENSG00000184840.12	2546	2546	2546	2546
ENSG00000027847.14	1698	1698	1698	1698
ENSG00000247679.4	1725	1725	2090	2456
ENSG00000291283.2	716	728	838	1558
ENSG00000246596.8	1805	1805	1805	1805
ENSG00000290968.1	853	853	853	853
ENSG00000249849.2	1112	974	1437	2977
ENSG00000170074.21	2237	1981	3538	4359
ENSG00000249109.2	1252	1252	1584	1705
ENSG00000248943.2	670	684	743	1330
ENSG00000291113.3	1518	1281	3073	9088
ENSG00000214351.5	894	894	894	894
ENSG00000249186.3	951	951	1311	1311
ENSG00000309223.1	694	694	694	694
ENSG00000170089.18	1056	1056	1056	1056
ENSG00000309195.1	781	781	781	781
ENSG00000309157.1	1024	1040	1242	1715
ENSG00000280207.1	454	454	454	454
ENSG00000249129.1	966	966	966	966
ENSG00000175325.2	1464	1464	1464	1464
ENSG00000204677.14	1661	1691	1723	2276
ENSG00000309599.1	1306	1306	1424	2138
ENSG00000218227.3	591	591	591	591
ENSG00000307551.1	683	683	683	683
ENSG00000145911.6	5985	5985	5985	5985
ENSG00000145916.19	3219	3911	4066	4069
ENSG00000145912.10	708	708	780	780
ENSG00000289726.1	2295	2295	2295	2295
ENSG00000251211.1	861	861	861	861
ENSG00000244234.3	2867	2867	2867	2867
ENSG00000289390.1	523	523	523	523
ENSG00000197451.12	1677	1674	1785	1844
ENSG00000175309.15	1452	1452	2081	2546
ENSG00000050767.18	2871	2871	2899	3360
ENSG00000295419.1	1351	1351	1351	1351
ENSG00000271681.1	474	474	474	474
ENSG00000253698.1	666	666	666	666
ENSG00000307780.1	672	672	672	672
ENSG00000242341.3	297	297	297	297
ENSG00000245688.1	1458	1458	1458	1458
ENSG00000306149.1	443	443	443	443
ENSG00000113240.14	2097	2097	2504	3948
ENSG00000252464.1	271	271	271	271
ENSG00000286713.1	1638	1638	1638	1638
ENSG00000285891.2	949	949	949	949
ENSG00000285978.1	1653	1653	1653	1653
ENSG00000169131.13	2521	2521	2521	2521
ENSG00000301775.1	1155	1155	1155	1155
ENSG00000291019.1	2822	2822	2822	2822
ENSG00000250420.9	1095	1095	1095	1095
ENSG00000274813.1	190	190	190	190
ENSG00000294137.1	253	253	253	253
ENSG00000253725.1	1038	1038	1038	1038
ENSG00000278441.1	208	208	208	208
ENSG00000178338.11	2794	2794	2794	2794
ENSG00000206624.1	165	165	165	165
ENSG00000198939.8	2202	2154	2410	2619
ENSG00000272431.2	884	979	1126	2246
ENSG00000213328.3	900	900	900	900
ENSG00000253869.1	653	653	653	653
ENSG00000178187.8	2357	2357	2383	2390
ENSG00000254035.1	674	674	674	674
ENSG00000113262.16	6171	6143	6345	6508
ENSG00000254158.1	847	847	847	847
ENSG00000234284.7	1897	1897	3252	3286
ENSG00000177932.7	5893	5893	5893	5893
ENSG00000253144.1	515	515	515	515
ENSG00000087116.17	4532	4769	6783	8585
ENSG00000309332.1	282	282	282	282
ENSG00000253163.2	890	890	1079	1423
ENSG00000253979.1	360	360	360	360
ENSG00000253617.2	174	174	174	174
ENSG00000250674.1	561	561	561	561
ENSG00000309973.1	568	568	568	568
ENSG00000309989.1	424	424	438	780
ENSG00000274716.1	82	82	82	82
ENSG00000253652.2	1192	1192	1563	2081
ENSG00000251545.3	1116	1116	1116	1116
ENSG00000290043.3	2527	2527	2527	2527
ENSG00000253520.1	290	290	290	290
ENSG00000176783.15	2577	2636	2642	2969
ENSG00000304292.1	321	321	321	321
ENSG00000304320.1	180	180	180	180
ENSG00000249140.1	586	586	586	586
ENSG00000244945.1	1966	1966	1966	1966
ENSG00000169045.19	2453	2347	3667	4127
ENSG00000304201.1	1165	1165	1352	1926
ENSG00000273549.1	260	260	260	260
ENSG00000204661.10	1159	1159	1159	1159
ENSG00000304269.1	459	459	459	459
ENSG00000228259.3	673	673	771	951
ENSG00000250999.3	710	712	1059	1832
ENSG00000304231.1	912	912	912	912
ENSG00000204659.5	868	868	868	868
ENSG00000127022.16	4619	4848	5562	9581
ENSG00000293215.1	597	597	597	597
ENSG00000225051.6	572	572	572	572
ENSG00000307574.1	330	330	330	330
ENSG00000161021.13	5748	5748	5748	5748
ENSG00000213316.10	594	496	801	938
ENSG00000161013.17	2696	2696	3027	3407
ENSG00000221394.1	69	69	69	69
ENSG00000161011.20	1770	1983	2840	3350
ENSG00000301422.1	1362	1362	1362	1362
ENSG00000161010.16	1424	1096	4145	4752
ENSG00000222448.1	321	321	321	321
ENSG00000252202.1	96	96	96	96
ENSG00000245317.3	1525	1525	1525	1525
ENSG00000197226.13	3346	3955	5173	5297
ENSG00000113269.14	4538	1904	9945	11022
ENSG00000242979.1	392	392	392	392
ENSG00000249876.1	676	676	676	676
ENSG00000249412.1	569	569	569	569
ENSG00000285865.1	2015	2015	2015	2015
ENSG00000198995.3	95	95	95	95
ENSG00000278965.1	3335	3335	3335	3335
ENSG00000253480.1	1015	1015	1015	1015
ENSG00000305885.1	472	472	472	472
ENSG00000305865.1	279	279	279	279
ENSG00000146090.16	2253	2282	2395	2887
ENSG00000308348.1	359	359	359	359
ENSG00000229721.3	623	623	623	623
ENSG00000050748.18	3086	3296	4799	6633
ENSG00000253908.1	687	687	687	687
ENSG00000248367.3	625	510	956	1199
ENSG00000131459.13	3034	3034	3034	3034
ENSG00000297119.1	586	586	586	586
ENSG00000309762.1	588	588	588	588
ENSG00000250509.3	967	967	967	967
ENSG00000200555.1	104	104	104	104
ENSG00000289839.2	604	607	628	860
ENSG00000113300.13	6238	6245	6250	6387
ENSG00000250749.1	459	459	459	459
ENSG00000161055.4	478	478	478	478
ENSG00000307523.1	771	771	912	963
ENSG00000037280.16	4517	4216	5833	6180
ENSG00000251352.1	707	707	707	707
ENSG00000248717.2	3037	3037	3037	3037
ENSG00000295323.1	623	623	623	623
ENSG00000236791.2	932	932	932	932
ENSG00000199892.2	152	152	152	152
ENSG00000174339.3	936	936	936	936
ENSG00000131446.17	5095	3175	8863	9599
ENSG00000296385.1	602	602	602	602
ENSG00000280161.1	984	984	984	984
ENSG00000297867.1	671	566	1237	2131
ENSG00000278970.5	995	1088	1320	3346
ENSG00000245060.9	2010	1596	4044	5344
ENSG00000286128.1	1408	1408	1408	1408
ENSG00000196670.14	3975	3975	4010	4014
ENSG00000297921.1	211	211	211	211
ENSG00000294604.1	637	637	637	637
ENSG00000113303.12	1639	1556	2229	2414
ENSG00000222852.1	90	90	90	90
ENSG00000243664.1	152	152	152	152
ENSG00000299843.1	955	926	1065	2143
ENSG00000249287.1	1195	1195	1195	1195
ENSG00000248761.1	720	720	720	720
ENSG00000231228.4	339	339	339	339
ENSG00000168903.9	2439	2439	2439	2439
ENSG00000206686.1	104	104	104	104
ENSG00000299859.1	519	519	519	519
ENSG00000165810.17	2175	1626	3457	4438
ENSG00000277912.1	82	82	82	82
ENSG00000241870.1	592	592	592	592
ENSG00000310358.1	306	306	306	306
ENSG00000298425.1	312	312	312	312
ENSG00000214295.4	1527	1527	1527	1527
ENSG00000248560.1	1569	1569	1569	1569
ENSG00000185372.4	2547	2551	2665	2785
ENSG00000182613.3	4602	4602	4777	4777
ENSG00000248473.3	2449	2449	3059	4648
ENSG00000308702.1	1179	1179	1179	1179
ENSG00000250222.5	678	678	802	1356
ENSG00000146054.18	2243	2320	2864	4833
ENSG00000250900.7	619	619	738	1195
ENSG00000248514.1	456	456	456	456
ENSG00000286644.1	584	584	584	584
ENSG00000146063.20	3170	3170	3645	3645
ENSG00000264732.1	68	68	68	68
ENSG00000304351.1	537	537	537	537
ENSG00000247049.2	566	566	566	566
ENSG00000204628.12	799	825	1140	1601
ENSG00000272296.1	79	79	79	79
ENSG00000264549.1	68	68	68	68
ENSG00000248275.5	1099	1064	1571	4403
ENSG00000183718.6	2657	2801	3466	3704
ENSG00000286310.1	708	708	708	708
ENSG00000274525.1	246	246	246	246
ENSG00000222533.1	104	104	104	104
ENSG00000238035.8	913	992	1066	1838
ENSG00000291218.2	617	697	727	1435
ENSG00000274553.1	2791	2791	2791	2791
ENSG00000250765.1	169	169	169	169
ENSG00000230178.1	995	995	995	995
ENSG00000251035.1	344	344	344	344
ENSG00000307059.1	922	922	922	922
ENSG00000307092.1	1437	1178	2485	3445
ENSG00000307079.1	1335	1307	2018	3724
ENSG00000213285.4	468	468	468	468
ENSG00000271530.1	331	331	331	331
ENSG00000220212.1	938	938	938	938
ENSG00000293023.2	925	896	1180	1989
ENSG00000217929.5	2812	2812	2812	2812
ENSG00000218577.1	709	709	709	709
ENSG00000294081.1	786	786	786	786
ENSG00000263667.5	1534	1534	2085	2960
ENSG00000285578.2	1857	1677	2687	3807
ENSG00000205653.2	2007	2007	2007	2007
ENSG00000306719.1	810	810	810	810
ENSG00000287265.2	2615	2615	3484	3647
ENSG00000112679.15	1691	1231	3824	4951
ENSG00000303358.1	852	852	1048	1442
ENSG00000300108.1	652	652	724	758
ENSG00000137265.16	3586	3586	5314	5327
ENSG00000297823.1	894	894	894	894
ENSG00000286364.1	2957	2957	2957	2957
ENSG00000112685.14	4456	4456	4456	4456
ENSG00000230433.1	851	851	851	851
ENSG00000188996.5	1162	1162	1162	1162
ENSG00000219712.1	1227	1227	1227	1227
ENSG00000271727.3	878	843	1333	5972
ENSG00000272463.3	3220	3220	3220	3220
ENSG00000287293.2	1029	1029	1029	1029
ENSG00000272485.2	2437	2437	2437	2437
ENSG00000276687.2	1965	1965	1965	1965
ENSG00000286785.2	1691	1612	2465	4689
ENSG00000297725.1	341	341	341	341
ENSG00000270937.1	732	732	732	732
ENSG00000297704.1	2361	2361	2361	2361
ENSG00000176515.1	3435	3435	3435	3435
ENSG00000305781.1	1110	1110	1376	1911
ENSG00000286324.3	1289	1289	1611	2418
ENSG00000305811.1	633	633	633	633
ENSG00000289842.2	1543	1368	2237	4369
ENSG00000303904.1	1216	1216	1216	1216
ENSG00000164379.7	2661	2661	2661	2661
ENSG00000281809.2	884	1031	1185	3544
ENSG00000294194.1	789	789	789	789
ENSG00000261730.1	1277	1277	1277	1277
ENSG00000137273.6	2451	2451	2451	2451
ENSG00000275859.1	98	98	98	98
ENSG00000272279.2	1265	1185	2253	4178
ENSG00000305114.1	829	919	996	1797
ENSG00000243439.3	277	277	277	277
ENSG00000218027.2	1592	1592	1592	1592
ENSG00000306564.1	305	305	305	305
ENSG00000295230.1	838	838	838	838
ENSG00000280916.5	2225	2225	2225	2225
ENSG00000309453.1	942	942	942	942
ENSG00000309470.1	683	683	683	683
ENSG00000296855.1	599	599	599	599
ENSG00000054598.9	3983	3983	3983	3983
ENSG00000297192.1	1005	1005	1347	1906
ENSG00000297207.1	822	762	965	1619
ENSG00000112699.11	1552	1552	1665	1725
ENSG00000285603.2	728	689	842	1501
ENSG00000250903.12	2684	2055	8217	21610
ENSG00000236086.4	262	262	262	262
ENSG00000286512.1	3542	3542	3542	3542
ENSG00000300829.1	962	962	962	962
ENSG00000300849.1	863	863	1132	1472
ENSG00000287903.2	667	667	819	1078
ENSG00000280423.1	2197	2197	2197	2197
ENSG00000164385.12	2167	2267	2557	6074
ENSG00000228718.3	1383	1181	2582	4848
ENSG00000145949.12	5658	5663	5754	6288
ENSG00000309645.1	437	437	437	437
ENSG00000305642.1	1201	1201	1201	1201
ENSG00000124535.16	2788	2651	3898	3898
ENSG00000302468.1	625	603	772	1302
ENSG00000302496.1	260	260	260	260
ENSG00000021355.13	2476	2476	2476	2476
ENSG00000302483.1	1400	1400	1501	1744
ENSG00000230438.10	1800	1780	3532	5414
ENSG00000266750.1	77	77	77	77
ENSG00000302508.1	705	705	705	705
ENSG00000170542.7	4191	4191	4240	4240
ENSG00000297560.1	698	698	698	698
ENSG00000232999.1	193	193	193	193
ENSG00000228365.2	573	499	1038	1855
ENSG00000124570.21	1847	1494	5620	7179
ENSG00000244041.7	2192	2192	2811	2811
ENSG00000124588.22	1002	1047	1508	2011
ENSG00000224846.4	912	912	1320	1373
ENSG00000271361.1	631	631	631	631
ENSG00000288612.1	1303	1303	1303	1303
ENSG00000294111.1	657	657	657	657
ENSG00000274855.1	106	106	106	106
ENSG00000232654.1	417	417	417	417
ENSG00000217707.2	377	377	377	377
ENSG00000299353.1	989	989	1379	1379
ENSG00000229282.3	1032	1032	1032	1032
ENSG00000137275.16	4019	4019	4092	4290
ENSG00000272277.2	851	851	851	851
ENSG00000307289.1	649	649	649	649
ENSG00000222248.1	124	124	124	124
ENSG00000137274.14	1491	1479	2210	2390
ENSG00000228170.1	695	695	695	695
ENSG00000137267.7	1616	1616	1616	1616
ENSG00000309609.1	1035	1035	1035	1035
ENSG00000309627.1	403	403	403	403
ENSG00000216819.1	871	871	871	871
ENSG00000230269.8	1777	1777	1904	3039
ENSG00000137285.11	1922	1922	1922	1922
ENSG00000288840.2	2809	2809	2809	2809
ENSG00000180822.12	1342	755	4603	5813
ENSG00000297939.1	422	422	422	422
ENSG00000137266.15	3955	2883	6641	7601
ENSG00000272320.1	1989	1989	1989	1989
ENSG00000305437.1	422	422	422	422
ENSG00000298336.1	1156	1156	1156	1156
ENSG00000298949.1	1619	1619	1619	1619
ENSG00000301694.1	524	481	798	1222
ENSG00000228793.4	2612	2229	5718	11025
ENSG00000306412.1	513	513	513	513
ENSG00000306399.1	771	771	771	771
ENSG00000270477.1	153	153	153	153
ENSG00000168994.14	1878	1878	1878	1878
ENSG00000270504.2	1854	1854	2761	2797
ENSG00000219992.2	436	436	436	436
ENSG00000299338.1	770	770	770	770
ENSG00000309305.1	509	509	509	509
ENSG00000301545.1	1073	1073	1405	1778
ENSG00000233068.4	801	743	1201	3459
ENSG00000301665.1	1305	1273	1593	3296
ENSG00000145945.7	1789	1789	1935	1948
ENSG00000260604.4	1733	1085	7234	7824
ENSG00000218472.2	371	371	371	371
ENSG00000217135.2	300	300	300	300
ENSG00000230648.2	1198	1090	1786	5152
ENSG00000217566.2	520	520	520	520
ENSG00000216657.1	1038	1038	1038	1038
ENSG00000279926.1	1458	1458	1458	1458
ENSG00000272248.2	451	479	490	847
ENSG00000112739.17	7517	7517	7517	7517
ENSG00000145975.15	2052	2052	2176	2427
ENSG00000293447.1	2496	2496	2496	2496
ENSG00000185689.18	699	699	699	699
ENSG00000305088.1	1395	1395	1395	1395
ENSG00000198721.13	1425	1392	1548	1602
ENSG00000234817.3	1277	1140	2277	6408
ENSG00000237716.3	1568	1568	1568	1568
ENSG00000216307.2	691	691	691	691
ENSG00000303554.1	1137	1137	1137	1137
ENSG00000284823.2	1534	1171	3989	11745
ENSG00000231811.4	3710	3710	3710	3710
ENSG00000299275.1	316	316	316	316
ENSG00000299615.1	389	389	389	389
ENSG00000287761.2	1839	1839	1839	1839
ENSG00000303172.1	2259	2259	2259	2259
ENSG00000201185.1	119	119	119	119
ENSG00000285694.2	1847	1847	1847	1847
ENSG00000307665.1	907	907	907	907
ENSG00000307681.1	1312	1312	1312	1312
ENSG00000260239.3	1527	1394	2398	3001
ENSG00000270695.1	287	287	287	287
ENSG00000260673.1	573	573	573	573
ENSG00000307643.1	1234	1234	1234	1234
ENSG00000205444.4	1216	1216	1216	1216
ENSG00000307626.1	806	806	806	806
ENSG00000307613.1	1711	1711	1711	1711
ENSG00000217385.1	1317	1317	1317	1317
ENSG00000153046.18	3075	3330	3503	4173
ENSG00000236336.2	670	670	670	670
ENSG00000217030.1	423	423	423	423
ENSG00000124787.14	1168	1072	1488	1587
ENSG00000272142.5	1641	1641	1829	2941
ENSG00000271978.3	2152	2152	3273	4219
ENSG00000220685.3	1188	1188	1188	1188
ENSG00000288548.2	1746	1746	1746	1746
ENSG00000219607.4	4147	4147	4147	4147
ENSG00000214113.11	1119	1168	1497	2728
ENSG00000265083.1	90	90	90	90
ENSG00000299871.1	1397	1397	1840	2414
ENSG00000145982.13	1685	1685	1692	1994
ENSG00000220446.2	359	359	359	359
ENSG00000269985.3	963	963	1449	1548
ENSG00000218574.1	969	969	969	969
ENSG00000270174.1	806	806	806	806
ENSG00000299957.1	444	444	444	444
ENSG00000299939.1	985	985	985	985
ENSG00000217239.3	354	354	354	354
ENSG00000305245.1	447	447	447	447
ENSG00000216360.1	946	946	946	946
ENSG00000233064.3	787	787	969	1332
ENSG00000300014.1	972	914	1518	2675
ENSG00000239472.3	281	281	281	281
ENSG00000215057.4	1601	1601	1601	1601
ENSG00000300038.1	432	432	432	432
ENSG00000124785.9	1644	1582	1795	2148
ENSG00000124491.16	3828	3828	3828	3828
ENSG00000263572.2	132	132	132	132
ENSG00000283616.1	76	76	76	76
ENSG00000309672.1	993	993	993	993
ENSG00000309919.1	917	917	917	917
ENSG00000216863.12	2638	2819	3098	8259
ENSG00000241216.1	301	301	301	301
ENSG00000285717.1	2521	2521	2521	2521
ENSG00000218868.1	935	935	935	935
ENSG00000112799.9	1028	1028	1197	1203
ENSG00000303446.1	1550	1550	1550	1550
ENSG00000261211.3	2480	1127	6640	6640
ENSG00000279368.1	1837	1837	1837	1837
ENSG00000287497.4	1692	1255	4461	10558
ENSG00000226281.7	1252	1212	2392	11949
ENSG00000301220.1	249	249	249	249
ENSG00000301233.1	345	345	345	345
ENSG00000301204.1	851	851	851	851
ENSG00000301189.1	1750	1750	1750	1750
ENSG00000219986.2	488	488	488	488
ENSG00000301134.1	1054	954	1483	1596
ENSG00000301156.1	669	629	996	1804
ENSG00000306038.1	927	927	927	927
ENSG00000288860.2	899	893	1147	2371
ENSG00000223342.2	933	933	933	933
ENSG00000240936.3	292	292	292	292
ENSG00000306751.1	456	456	456	456
ENSG00000303083.1	886	744	1217	1828
ENSG00000298456.1	409	409	409	409
ENSG00000203498.3	690	690	690	690
ENSG00000309384.1	849	849	849	849
ENSG00000309350.1	549	560	632	1619
ENSG00000124782.21	6920	6633	8625	8797
ENSG00000309364.1	485	485	485	485
ENSG00000225092.2	1676	1676	1676	1676
ENSG00000201483.1	105	105	105	105
ENSG00000287002.1	123	123	123	123
ENSG00000238221.2	869	910	1002	3001
ENSG00000285771.2	1360	1360	1360	1360
ENSG00000124783.14	2923	1808	9661	10880
ENSG00000164304.16	2857	2821	3283	3453
ENSG00000219375.1	391	391	391	391
ENSG00000220472.1	730	730	730	730
ENSG00000230570.1	1203	1203	1203	1203
ENSG00000300628.1	642	642	642	642
ENSG00000124784.9	2498	2498	2498	2498
ENSG00000303868.1	938	938	938	938
ENSG00000302021.1	467	467	467	467
ENSG00000233503.1	1501	1501	1501	1501
ENSG00000219993.1	347	347	347	347
ENSG00000234115.2	1241	1241	1241	1241
ENSG00000261189.4	1187	1039	1769	2117
ENSG00000096696.17	6491	7867	11596	14377
ENSG00000168566.13	4174	4174	4174	4174
ENSG00000300668.1	1088	1088	1088	1088
ENSG00000236512.1	457	457	457	457
ENSG00000300630.1	1052	991	1515	3679
ENSG00000300681.1	694	694	694	694
ENSG00000300652.1	1090	1090	1090	1090
ENSG00000153162.9	3784	3784	3784	3784
ENSG00000239264.9	2119	2119	2938	3203
ENSG00000259040.5	3030	3030	3030	3030
ENSG00000217746.1	893	893	893	893
ENSG00000299193.1	509	509	585	920
ENSG00000219294.6	1656	1656	1656	1656
ENSG00000188428.20	1513	1513	2659	2659
ENSG00000265818.1	768	768	768	768
ENSG00000124802.12	754	654	1047	1441
ENSG00000232234.5	1062	1080	1400	7334
ENSG00000285216.2	1192	1192	1518	1881
ENSG00000234763.4	1384	1384	1384	1384
ENSG00000124786.13	2783	2828	3566	3832
ENSG00000285219.5	2042	1796	3568	37181
ENSG00000303118.1	481	481	488	715
ENSG00000303160.1	359	359	359	359
ENSG00000276019.1	240	240	240	240
ENSG00000303139.1	744	744	744	744
ENSG00000303086.1	683	488	1302	2093
ENSG00000297627.1	560	560	560	560
ENSG00000225775.2	576	576	661	1032
ENSG00000307800.1	515	515	762	813
ENSG00000293385.1	1129	973	2877	3821
ENSG00000181355.22	2891	2891	2891	2891
ENSG00000300937.1	951	951	951	951
ENSG00000216368.2	802	802	802	802
ENSG00000229765.2	482	482	482	482
ENSG00000301716.1	371	371	371	371
ENSG00000221583.1	126	126	126	126
ENSG00000307859.1	1439	1453	2050	4330
ENSG00000307877.1	894	894	1350	1733
ENSG00000298577.1	520	520	520	520
ENSG00000216781.2	675	675	675	675
ENSG00000302171.1	1653	1653	1653	1653
ENSG00000137203.15	2770	2607	3831	4455
ENSG00000285278.2	3473	3473	3473	3473
ENSG00000229950.2	1144	1117	1602	5126
ENSG00000296848.1	518	518	518	518
ENSG00000183674.13	1493	1709	2590	4098
ENSG00000263705.1	78	78	78	78
ENSG00000231056.2	1273	1067	2012	2570
ENSG00000238076.1	636	636	636	636
ENSG00000111846.20	3812	4505	4579	7825
ENSG00000237685.1	1475	1475	1475	1475
ENSG00000216359.1	692	692	692	692
ENSG00000308769.1	365	365	365	365
ENSG00000217181.1	479	479	479	479
ENSG00000205318.5	934	934	934	934
ENSG00000285763.2	3467	3467	3467	3467
ENSG00000137434.12	554	541	682	891
ENSG00000201048.1	111	111	111	111
ENSG00000111845.5	1523	1523	1523	1523
ENSG00000111843.14	1096	1096	1177	1185
ENSG00000272097.3	1039	1100	1184	1826
ENSG00000137210.14	892	908	1224	2389
ENSG00000272162.1	1589	1589	1589	1589
ENSG00000222383.1	136	136	136	136
ENSG00000111837.12	3772	3859	3984	4105
ENSG00000124827.7	2541	2541	2541	2541
ENSG00000235051.3	666	666	666	666
ENSG00000153157.14	2909	2909	2909	2909
ENSG00000197977.4	3988	3988	3988	3988
ENSG00000274541.1	303	303	303	303
ENSG00000230314.8	1847	1847	1847	1847
ENSG00000224531.7	4817	4817	4887	4887
ENSG00000293642.1	1684	1684	1684	1684
ENSG00000244476.4	3191	3191	3191	3191
ENSG00000271245.1	222	222	222	222
ENSG00000297019.1	819	819	819	819
ENSG00000247925.3	586	586	704	998
ENSG00000111859.17	3790	3713	4522	7649
ENSG00000287920.1	4243	4243	4243	4243
ENSG00000290062.2	886	886	886	886
ENSG00000299686.1	1421	1421	1421	1421
ENSG00000305905.1	466	466	466	466
ENSG00000233656.3	992	975	1268	4797
ENSG00000202313.1	163	163	163	163
ENSG00000218020.3	2275	2275	2275	2275
ENSG00000308128.1	642	642	642	642
ENSG00000205269.6	8891	8891	8891	8891
ENSG00000271897.2	1149	1300	1881	3909
ENSG00000300620.1	697	697	697	697
ENSG00000300580.1	2499	2499	2499	2499
ENSG00000277473.1	277	277	277	277
ENSG00000300643.1	592	592	592	592
ENSG00000207419.1	142	142	142	142
ENSG00000111863.13	1291	1291	1692	1746
ENSG00000287593.1	2333	2333	2333	2333
ENSG00000299246.1	1481	1481	1481	1481
ENSG00000234427.2	1198	1224	1401	2121
ENSG00000215124.2	1345	1345	1345	1345
ENSG00000303206.1	827	798	1270	1615
ENSG00000310201.1	1135	1135	1258	1789
ENSG00000225102.3	519	519	525	768
ENSG00000229896.2	784	784	784	784
ENSG00000310250.1	1006	1006	1006	1006
ENSG00000095951.18	7702	8888	9053	10921
ENSG00000310274.1	754	754	754	754
ENSG00000302734.1	1789	1866	2261	4842
ENSG00000078401.7	2035	2035	2035	2035
ENSG00000302719.1	1475	1475	1475	1475
ENSG00000218893.1	140	140	140	140
ENSG00000302757.1	1080	1080	1080	1080
ENSG00000295955.1	314	314	314	314
ENSG00000223321.1	296	296	296	296
ENSG00000294367.1	1310	1310	1310	1310
ENSG00000294347.1	1868	1868	1870	2559
ENSG00000212802.4	615	615	615	615
ENSG00000234015.1	894	894	894	894
ENSG00000112137.19	3157	2913	5152	8301
ENSG00000309066.1	289	289	289	289
ENSG00000308422.1	567	567	567	567
ENSG00000304003.1	393	393	393	393
ENSG00000303973.1	607	607	607	607
ENSG00000303958.1	688	688	688	688
ENSG00000206702.1	164	164	164	164
ENSG00000303988.1	674	674	674	674
ENSG00000215022.8	1149	589	2305	3395
ENSG00000145979.18	1231	1116	1649	2112
ENSG00000272379.1	473	473	473	473
ENSG00000289257.3	858	841	1235	1667
ENSG00000295803.1	617	617	820	1164
ENSG00000145990.11	5431	5271	8796	10622
ENSG00000237786.1	332	332	332	332
ENSG00000218265.1	780	780	780	780
ENSG00000202351.1	310	310	310	310
ENSG00000300133.1	1355	1355	1355	1355
ENSG00000300152.1	252	252	252	252
ENSG00000124523.17	3696	3900	4564	9978
ENSG00000261071.3	1117	1117	1117	1117
ENSG00000225921.7	1683	1683	1683	1683
ENSG00000010017.13	3384	3384	3384	3384
ENSG00000286316.1	548	548	548	548
ENSG00000298583.1	626	626	667	1063
ENSG00000307512.1	598	598	598	598
ENSG00000050393.12	5460	5460	5460	5460
ENSG00000272209.2	1779	1779	1779	1779
ENSG00000309730.1	719	791	828	1524
ENSG00000180537.13	3445	3438	3629	4098
ENSG00000220868.2	572	572	572	572
ENSG00000233981.2	401	401	401	401
ENSG00000294625.1	795	795	795	795
ENSG00000294664.1	355	355	355	355
ENSG00000294643.1	1655	1655	1655	1655
ENSG00000112149.11	4199	4199	6071	6148
ENSG00000285639.2	1450	966	2621	4246
ENSG00000238987.1	62	62	62	62
ENSG00000286281.1	2977	2977	2977	2977
