ensembl_id,mean,median,longest_isoform,merged,gene_name
ENSG00000125944.22,4721,2694,7751,7916,HNRNPR
ENSG00000125945.16,3963,3788,4465,4786,ZNF436
ENSG00000249087.10,981,981,1266,1266,ZNF436-AS1
ENSG00000201405.1,93,93,93,93,Y_RNA
ENSG00000271420.1,650,650,650,650,ENSG00000271420
ENSG00000204219.11,1325,1435,1719,3282,TCEA3
ENSG00000232482.2,426,426,426,426,ENSG00000232482
ENSG00000295946.1,703,703,745,1044,ENSG00000295946
ENSG00000088280.21,3322,3344,4051,4263,ASAP3
ENSG00000007968.7,5196,5196,5196,5196,E2F2
ENSG00000307540.1,1601,1601,1601,1601,ENSG00000307540
ENSG00000307580.1,979,1023,1131,2676,ENSG00000307580
ENSG00000235052.2,613,613,771,1067,ENSG00000235052
ENSG00000117318.9,950,950,950,950,ID3
ENSG00000307609.1,362,362,362,362,ENSG00000307609
ENSG00000285802.2,865,742,1322,2109,ENSG00000285802
ENSG00000197880.11,1781,1781,1781,1781,MDS2
ENSG00000229239.2,1186,1186,1186,1186,EEF1A1P48
ENSG00000304075.1,501,501,501,501,ENSG00000304075
ENSG00000142676.14,852,879,1017,1384,RPL11
ENSG00000236810.9,1022,990,1502,3198,ELOA-AS1
ENSG00000011007.13,4838,4838,4838,4838,ELOA
ENSG00000057757.10,1441,1441,1590,1710,PITHD1
ENSG00000289835.2,508,508,669,767,ENSG00000289835
ENSG00000011009.12,1227,1117,1635,1722,LYPLA2
ENSG00000117308.15,1502,1502,1516,1532,GALE
ENSG00000117305.15,1462,1462,1570,1570,HMGCL
ENSG00000179163.12,2043,2043,2043,2043,FUCA1
ENSG00000188822.8,5265,5265,5265,5265,CNR2
ENSG00000229106.1,1267,1267,1267,1267,BTBD6P1
ENSG00000232557.3,210,210,210,210,ENSG00000232557
ENSG00000264926.1,78,78,78,78,MIR378F
ENSG00000299163.1,662,662,662,662,ENSG00000299163
ENSG00000230228.2,368,368,368,368,H3P1
ENSG00000189266.13,1453,1607,2428,2615,PNRC2
ENSG00000188529.15,2716,1808,7656,7685,SRSF10
ENSG00000225315.3,656,480,1282,2356,ENSG00000225315
ENSG00000215905.4,328,328,328,328,RPL36P5
ENSG00000142661.19,4226,4226,5760,6239,MYOM3
ENSG00000230703.1,461,461,461,461,MYOM3-AS1
ENSG00000142677.4,2817,2817,2817,2817,IL22RA1
ENSG00000185436.12,1829,1476,4566,4940,IFNLR1
ENSG00000158055.17,2369,2562,2834,4128,GRHL3
ENSG00000230023.3,1304,1304,1849,2472,LINC02800
ENSG00000309961.1,416,416,416,416,ENSG00000309961
ENSG00000232298.3,856,856,856,856,GRHL3-AS1
ENSG00000001460.18,2691,2726,2804,2913,STPG1
ENSG00000307212.1,464,464,464,464,ENSG00000307212
ENSG00000001461.18,4140,3564,7757,8836,NIPAL3
ENSG00000288982.2,386,386,386,386,ENSG00000288982
ENSG00000286061.3,934,889,1455,3253,NCMAP-DT
ENSG00000117602.13,2163,2386,6863,7138,RCAN3
ENSG00000184454.7,3980,3980,3980,3980,NCMAP
ENSG00000227312.2,348,348,348,348,ENSG00000227312
ENSG00000298126.1,509,509,509,509,ENSG00000298126
ENSG00000239106.1,103,103,103,103,Y_RNA
ENSG00000133226.19,3671,3747,3860,3879,SRRM1
ENSG00000307307.1,755,635,1069,1749,ENSG00000307307
ENSG00000284699.1,886,886,886,886,ENSG00000284699
ENSG00000307325.1,765,765,881,1001,ENSG00000307325
ENSG00000169504.15,4253,4253,4253,4253,CLIC4
ENSG00000238482.1,107,107,107,107,RNU6-1208P
ENSG00000293733.1,501,501,501,501,ENSG00000293733
ENSG00000020633.19,4260,4267,4340,4764,RUNX3
ENSG00000278034.1,72,72,72,72,MIR6731
ENSG00000229162.1,820,820,820,820,RUNX3-AS1
ENSG00000261025.2,1490,1490,2443,2775,ENSG00000261025
ENSG00000264371.1,84,84,84,84,MIR4425
ENSG00000285823.1,1108,1108,1108,1108,LINC02793
ENSG00000233755.2,686,625,943,1687,ENSG00000233755
ENSG00000303094.1,1074,1074,1074,1074,ENSG00000303094
ENSG00000306010.1,494,494,494,494,ENSG00000306010
ENSG00000233419.3,402,402,402,402,IFITM3P7
ENSG00000307250.1,1064,1064,1127,1665,ENSG00000307250
ENSG00000231953.3,1080,1080,1080,1080,ENSG00000231953
ENSG00000117614.10,1341,1341,1757,1757,SYF2
ENSG00000284657.2,1210,1406,1601,2844,ENSG00000284657
ENSG00000299599.1,1248,1248,1248,1248,ENSG00000299599
ENSG00000117616.18,1689,1689,1954,2503,RSRP1
ENSG00000272432.1,485,485,485,485,ENSG00000272432
ENSG00000261349.1,459,459,459,459,ENSG00000261349
ENSG00000187010.21,1774,1467,3007,3054,RHD
ENSG00000309241.1,391,391,391,391,ENSG00000309241
ENSG00000224183.1,480,480,480,480,SDHDP6
ENSG00000259984.1,459,459,459,459,ENSG00000259984
ENSG00000183726.11,2266,2266,2266,2266,TMEM50A
ENSG00000188672.19,1312,1216,1810,2060,RHCE
ENSG00000238084.4,478,478,478,478,ENSG00000238084
ENSG00000204178.11,3617,3617,3940,3979,MACO1
ENSG00000157978.13,1700,1117,2914,3432,LDLRAP1
ENSG00000117643.16,2883,2627,3561,4230,MAN1C1
ENSG00000233478.1,2224,2224,2224,2224,ENSG00000233478
ENSG00000162430.18,3376,4212,4314,4314,SELENON
ENSG00000255054.3,334,334,334,334,ENSG00000255054
ENSG00000228172.6,984,556,2307,2800,ENSG00000228172
ENSG00000117640.18,1882,1913,3262,3900,MTFR1L
ENSG00000272478.1,222,222,222,222,ENSG00000272478
ENSG00000127423.11,1776,1776,2161,2408,AUNIP
ENSG00000236528.4,1142,1142,1664,1988,ENSG00000236528
ENSG00000182749.6,2854,2854,3023,3244,PAQR7
ENSG00000207302.1,110,110,110,110,Y_RNA
ENSG00000117632.23,1472,1443,2202,3760,STMN1
ENSG00000229786.1,251,251,251,251,SNRPFP2
ENSG00000223624.1,140,140,140,140,ENSG00000223624
ENSG00000294297.1,608,608,608,608,ENSG00000294297
ENSG00000283938.1,93,93,93,93,MIR3917
ENSG00000294284.1,859,859,859,859,ENSG00000294284
ENSG00000158006.14,3005,3005,3487,3545,PAFAH2
ENSG00000207237.1,104,104,104,104,RNU6-110P
ENSG00000310101.1,1446,1321,2615,4464,ENSG00000310101
ENSG00000252190.1,125,125,125,125,ENSG00000252190
ENSG00000252691.1,84,84,84,84,ENSG00000252691
ENSG00000158008.10,4020,4020,4020,4020,EXTL1
ENSG00000310112.1,527,527,527,527,ENSG00000310112
ENSG00000158014.15,3173,3173,3249,3249,SLC30A2
ENSG00000301481.1,648,648,692,1003,ENSG00000301481
ENSG00000301509.1,290,290,290,290,ENSG00000301509
ENSG00000284309.1,941,941,941,941,ENSG00000284309
ENSG00000158022.7,1770,1770,1770,1770,TRIM63
ENSG00000309383.1,441,441,441,441,ENSG00000309383
ENSG00000175087.10,4214,4252,4279,4560,PDIK1L
ENSG00000309933.1,1014,1014,1014,1014,ENSG00000309933
ENSG00000197245.6,2799,2799,2799,2799,FAM110D
ENSG00000282872.2,775,775,1085,1203,C1orf232
ENSG00000236782.8,1307,1394,1468,2036,ZNF593OS
ENSG00000142684.9,668,668,698,732,ZNF593
ENSG00000142675.18,2582,2538,2673,2841,CNKSR1
ENSG00000302380.1,554,554,554,554,ENSG00000302380
ENSG00000188782.9,1867,1867,1867,1867,CATSPER4
ENSG00000236155.9,2108,2108,2108,2108,ZPLD2P
ENSG00000293494.3,844,901,962,2054,ZPLD2P
ENSG00000278572.1,899,899,899,899,ENSG00000278572
ENSG00000306815.1,1251,1251,1361,2502,ENSG00000306815
ENSG00000130695.16,3510,3934,3935,3937,CEP85
ENSG00000270733.1,358,358,358,358,ENSG00000270733
ENSG00000301028.1,692,692,692,692,ENSG00000301028
ENSG00000142669.15,759,759,768,876,SH3BGRL3
ENSG00000158062.21,1752,1726,2254,3124,UBXN11
ENSG00000169442.9,467,467,467,467,CD52
ENSG00000176092.17,5749,5749,6259,6269,CRYBG2
ENSG00000225854.2,346,346,346,346,ENSG00000225854
ENSG00000176083.18,1670,1670,1712,1713,ZNF683
ENSG00000131914.11,3716,3716,3975,3975,LIN28A
ENSG00000225891.3,769,795,908,2284,DHDDS-AS1
ENSG00000117682.18,2080,2039,3288,4450,DHDDS
ENSG00000223583.1,535,535,535,535,RPL17P9
ENSG00000198830.13,2723,2723,3507,3507,HMGN2
ENSG00000294798.1,1135,1135,1135,1135,ENSG00000294798
ENSG00000224129.1,897,897,897,897,DPPA2P2
ENSG00000117676.14,2860,3023,3192,3707,RPS6KA1
ENSG00000238705.1,52,52,52,52,MIR1976
ENSG00000243905.3,304,304,304,304,RN7SL679P
ENSG00000252802.1,102,102,102,102,Y_RNA
ENSG00000252429.2,64,64,64,64,RNU7-29P
ENSG00000289452.2,778,778,1118,1435,ENSG00000289452
ENSG00000299831.1,553,582,593,1357,ENSG00000299831
ENSG00000299868.1,522,522,522,522,ENSG00000299868
ENSG00000229247.2,238,238,238,238,ENSG00000229247
ENSG00000238316.1,104,104,104,104,ENSG00000238316
ENSG00000235069.2,235,235,235,235,ENSG00000235069
ENSG00000299849.1,493,493,493,493,ENSG00000299849
ENSG00000260063.2,3812,3812,3812,3812,ENSG00000260063
ENSG00000290006.1,461,461,461,461,ENSG00000290006
ENSG00000117713.21,7271,7014,8595,10567,ARID1A
ENSG00000303544.1,952,952,1431,1590,ENSG00000303544
ENSG00000060642.12,2822,2251,4972,7619,PIGV
ENSG00000241188.3,291,291,291,291,RN7SL165P
ENSG00000287810.1,177,177,177,177,ENSG00000287810
ENSG00000204160.12,5045,5045,5045,5045,ZDHHC18
ENSG00000304862.1,494,498,573,910,ENSG00000304862
ENSG00000175793.12,1308,1308,1308,1308,SFN
ENSG00000309929.1,418,418,418,418,ENSG00000309929
ENSG00000142751.15,2690,2690,4665,4714,GPN2
ENSG00000226698.1,306,306,306,306,ENSG00000226698
ENSG00000289554.1,1127,1127,1127,1127,ENSG00000289554
ENSG00000198746.13,2125,2125,2125,2125,GPATCH3
ENSG00000090273.14,1792,1792,1792,1792,NUDC
ENSG00000131910.5,1165,1165,1165,1165,NR0B2
ENSG00000175707.10,1855,1855,1855,1855,KDF1
ENSG00000297103.1,467,467,597,854,ENSG00000297103
ENSG00000172746.6,497,497,497,497,RPL12P13
ENSG00000224064.1,397,397,397,397,RPL32P6
ENSG00000225294.1,444,444,444,444,OSTCP2
ENSG00000253368.5,2435,2435,2910,3005,TRNP1
ENSG00000158246.8,2382,2382,2382,2382,TENT5B
ENSG00000299378.1,739,648,968,1852,ENSG00000299378
ENSG00000299392.1,1557,1557,1557,1557,ENSG00000299392
ENSG00000090020.11,3460,3460,4737,5171,SLC9A1
ENSG00000298936.1,368,368,368,368,ENSG00000298936
ENSG00000229985.2,527,527,527,527,ENSG00000229985
ENSG00000214973.3,640,640,640,640,CHCHD3P3
ENSG00000225159.1,867,867,867,867,NPM1P39
ENSG00000225990.2,220,220,220,220,SNRPEP7
ENSG00000224311.2,617,526,805,1353,WDTC1-DT
ENSG00000142784.16,4490,4490,4706,4706,WDTC1
ENSG00000252098.1,104,104,104,104,Y_RNA
ENSG00000243659.1,282,282,282,282,ENSG00000243659
ENSG00000186501.15,1231,1511,1613,2342,TMEM222
ENSG00000206888.1,107,107,107,107,RNU6-48P
ENSG00000241547.1,468,468,468,468,ACTG1P20
ENSG00000304055.1,921,921,921,921,ENSG00000304055
ENSG00000142765.18,1944,1918,2229,2362,SYTL1
ENSG00000142733.18,4373,4373,4438,4438,MAP3K6
ENSG00000142748.14,1046,1032,1110,1482,FCN3
ENSG00000174950.11,1201,1201,1457,1487,CD164L2
ENSG00000231207.1,355,355,355,355,ENSG00000231207
ENSG00000306354.1,772,592,1797,1797,ENSG00000306354
ENSG00000306368.1,565,565,565,565,ENSG00000306368
ENSG00000181773.7,2137,2137,2137,2137,GPR3
ENSG00000158195.11,3382,3382,5681,5681,WASF2
ENSG00000241169.1,428,428,428,428,ENSG00000241169
ENSG00000301155.1,1144,1144,1144,1144,ENSG00000301155
ENSG00000237429.2,576,576,594,783,ENSG00000237429
ENSG00000300499.1,269,269,269,269,ENSG00000300499
ENSG00000126705.15,6171,6219,6438,6920,AHDC1
ENSG00000300470.1,554,554,554,554,ENSG00000300470
ENSG00000000938.13,2490,2483,2637,2965,FGR
ENSG00000301194.1,464,464,464,464,ENSG00000301194
ENSG00000310432.1,1394,1394,1394,1394,ENSG00000310432
ENSG00000235912.1,192,192,192,192,ENSG00000235912
ENSG00000233975.3,1358,1358,1663,2377,LINC02574
ENSG00000126709.16,843,825,911,936,IFI6
ENSG00000294734.1,240,240,240,240,ENSG00000294734
ENSG00000225886.3,489,489,489,489,ENSG00000225886
ENSG00000206767.1,107,107,107,107,RNU6-949P
ENSG00000226662.2,662,662,662,662,CHMP1AP1
ENSG00000207095.1,105,105,105,105,RNU6-424P
ENSG00000287244.2,746,746,935,942,ENSG00000287244
ENSG00000009780.16,1763,1355,3579,3818,FAM76A
ENSG00000231344.1,349,349,349,349,ENSG00000231344
ENSG00000230833.1,676,676,676,676,RPEP3
ENSG00000117758.14,3034,3034,3034,3034,STX12
ENSG00000269971.1,184,184,184,184,ENSG00000269971
ENSG00000270031.1,359,359,359,359,ENSG00000270031
ENSG00000223062.1,106,106,106,106,RNU6-1245P
ENSG00000286433.1,1471,1471,1471,1471,ENSG00000286433
ENSG00000117751.18,2468,2414,2651,2815,PPP1R8
ENSG00000252947.1,166,166,166,166,SCARNA1
ENSG00000309988.1,387,387,390,698,ENSG00000309988
ENSG00000130775.16,1945,1993,2713,2724,THEMIS2
ENSG00000117748.10,1327,1237,1584,1968,RPA2
ENSG00000130768.15,1675,1611,1866,2264,SMPDL3B
ENSG00000227050.1,491,491,491,491,ENSG00000227050
ENSG00000158156.9,2099,2178,2243,2349,XKR8
ENSG00000158161.16,4403,5885,5999,6143,EYA3
ENSG00000238231.2,367,367,367,367,ENSG00000238231
ENSG00000240750.3,297,297,297,297,RN7SL559P
ENSG00000301359.1,393,393,393,393,ENSG00000301359
ENSG00000289576.3,1044,974,1378,2408,ENSG00000289576
ENSG00000228589.3,681,681,681,681,SPCS2P4
ENSG00000228943.1,235,235,235,235,ENSG00000228943
ENSG00000214812.3,557,557,557,557,ARL8BP2
ENSG00000253005.1,105,105,105,105,RNU6-176P
ENSG00000169403.12,3241,3993,4191,4208,PTAFR
ENSG00000298310.1,811,811,811,811,ENSG00000298310
ENSG00000126698.11,1681,1681,1763,1885,DNAJC8
ENSG00000290123.2,651,651,651,651,ENSG00000290123
ENSG00000130770.18,874,569,1855,2225,ATP5IF1
ENSG00000270605.2,1166,884,1945,2823,ENSG00000270605
ENSG00000271398.1,425,425,425,425,ENSG00000271398
ENSG00000130766.5,3462,3462,3462,3462,SESN2
ENSG00000130772.14,1467,1467,1829,1829,MED18
ENSG00000204138.13,4577,4577,6048,6308,PHACTR4
ENSG00000206779.1,101,101,101,101,Y_RNA
ENSG00000229820.2,394,394,394,394,DNAJC8P4
ENSG00000221216.1,119,119,119,119,RNU6ATAC27P
ENSG00000308327.1,835,835,835,835,ENSG00000308327
ENSG00000180198.17,2466,2618,2844,3228,RCC1
ENSG00000242125.3,2201,2201,2201,2201,SNHG3
ENSG00000274266.1,206,206,206,206,SNORA73A
ENSG00000200087.1,204,204,204,204,SNORA73B
ENSG00000231468.2,611,611,611,611,PRDX3P2
ENSG00000279443.1,2083,2083,2083,2083,ENSG00000279443
ENSG00000180098.9,1799,1799,1799,1799,TRNAU1AP
ENSG00000197989.16,872,747,1873,3201,SNHG12
ENSG00000221539.1,74,74,74,74,SNORD99
ENSG00000278274.1,130,130,130,130,SNORA61
ENSG00000273544.1,132,132,132,132,SNORA44
ENSG00000280498.1,135,135,135,135,SNORA16A
ENSG00000274582.1,137,137,137,137,SNORA16A
ENSG00000120656.14,1724,1438,2689,5758,TAF12
ENSG00000188060.8,2093,2093,2236,2301,RAB42
ENSG00000229388.2,968,968,968,968,TAF12-DT
ENSG00000270103.3,131,131,131,131,ENSG00000270103
ENSG00000274978.1,134,134,134,134,RNU11
ENSG00000162419.13,3388,1912,6358,6394,GMEB1
ENSG00000252777.1,130,130,130,130,ENSG00000252777
ENSG00000289291.1,1627,1627,1627,1627,ENSG00000289291
ENSG00000198492.16,2762,2744,2825,2933,YTHDF2
ENSG00000305996.1,349,349,349,349,ENSG00000305996
ENSG00000116329.12,9317,9317,9317,9317,OPRD1
ENSG00000233427.1,1085,1085,1085,1085,ENSG00000233427
ENSG00000199756.1,110,110,110,110,Y_RNA
ENSG00000159023.23,4441,4367,6031,10997,EPB41
ENSG00000300997.1,398,398,398,398,ENSG00000300997
ENSG00000225616.2,331,331,331,331,ENSG00000225616
ENSG00000206704.1,101,101,101,101,Y_RNA
ENSG00000277958.1,282,282,282,282,Metazoa_SRP
ENSG00000253304.2,2510,2510,2553,2606,TMEM200B
ENSG00000305828.1,881,881,999,1590,ENSG00000305828
ENSG00000225750.1,279,279,279,279,ENSG00000225750
ENSG00000116350.18,2300,2300,2300,2300,SRSF4
ENSG00000277916.1,169,169,169,169,ENSG00000277916
ENSG00000116353.16,2465,2465,2515,2642,MECR
ENSG00000237934.1,573,573,573,573,ENSG00000237934
ENSG00000060656.20,5232,5443,5573,5640,PTPRU
ENSG00000230523.1,2148,2148,2148,2148,LINC01756
ENSG00000300547.1,848,660,1516,2057,ENSG00000300547
ENSG00000300593.1,636,636,636,636,ENSG00000300593
ENSG00000225011.4,349,349,349,349,ENSG00000225011
ENSG00000300570.1,380,380,380,380,ENSG00000300570
ENSG00000228176.2,502,502,502,502,ENSG00000228176
ENSG00000310425.1,633,633,633,633,ENSG00000310425
ENSG00000284676.1,1953,1953,1953,1953,ENSG00000284676
ENSG00000299394.1,503,503,503,503,ENSG00000299394
ENSG00000270927.1,493,493,493,493,ENSG00000270927
ENSG00000300797.1,575,575,575,575,ENSG00000300797
ENSG00000233399.2,1519,1519,1519,1519,LINC01648
ENSG00000304118.1,959,959,959,959,ENSG00000304118
ENSG00000302306.1,676,676,676,676,ENSG00000302306
ENSG00000302331.1,431,431,431,431,ENSG00000302331
ENSG00000302319.1,1431,1431,1431,1431,ENSG00000302319
ENSG00000233372.1,551,551,551,551,ENSG00000233372
ENSG00000231251.1,93,93,93,93,ENSG00000231251
ENSG00000306242.1,631,631,631,631,ENSG00000306242
ENSG00000306012.1,516,516,516,516,ENSG00000306012
ENSG00000236335.2,554,554,601,787,ENSG00000236335
ENSG00000308745.1,477,477,477,477,ENSG00000308745
ENSG00000231949.1,481,481,481,481,ENSG00000231949
ENSG00000289710.1,171,171,171,171,ENSG00000289710
ENSG00000301774.1,897,897,951,1208,ENSG00000301774
ENSG00000162510.6,3830,3830,3830,3830,MATN1
ENSG00000186056.12,2727,2727,3925,3944,MATN1-AS1
ENSG00000287510.1,1077,1077,1077,1077,ENSG00000287510
ENSG00000162511.8,2177,2177,2177,2177,LAPTM5
ENSG00000264773.1,77,77,77,77,MIR4420
ENSG00000309098.1,826,826,826,826,ENSG00000309098
ENSG00000306105.1,1130,1130,1130,1130,ENSG00000306105
ENSG00000229607.2,547,547,547,547,ENSG00000229607
ENSG00000223382.7,1263,1272,1889,2049,LINC01778
ENSG00000298070.1,389,389,389,389,ENSG00000298070
ENSG00000222784.1,288,288,288,288,RN7SKP91
ENSG00000235143.1,1747,1747,1747,1747,ENSG00000235143
ENSG00000162512.16,5819,5819,6392,6703,SDC3
ENSG00000266210.2,267,267,267,267,RN7SL371P
ENSG00000307336.1,491,491,566,683,ENSG00000307336
ENSG00000134644.16,4634,4631,5385,5662,PUM1
ENSG00000237329.2,507,507,507,507,ENSG00000237329
ENSG00000232768.1,163,163,163,163,ENSG00000232768
ENSG00000215900.4,252,252,252,252,SELENOWP1
ENSG00000225142.2,436,436,436,436,RPL21P22
ENSG00000302667.1,352,352,352,352,ENSG00000302667
ENSG00000308292.1,689,689,689,689,ENSG00000308292
ENSG00000084628.10,2922,2922,2922,2922,NKAIN1
ENSG00000060688.13,1351,1351,1615,2041,SNRNP40
ENSG00000229447.2,437,437,437,437,ENSG00000229447
ENSG00000121766.16,1536,1551,1730,1921,ZCCHC17
ENSG00000229044.2,575,575,575,575,ENSG00000229044
ENSG00000121769.8,1097,1097,1097,1097,FABP3
ENSG00000168528.12,2045,2067,2146,2704,SERINC2
ENSG00000305880.1,1270,1270,1287,2453,ENSG00000305880
ENSG00000305901.1,436,436,436,436,ENSG00000305901
ENSG00000215899.3,1342,1342,1342,1342,EEF1A1P46
ENSG00000206981.1,107,107,107,107,RNU6-40P
ENSG00000293391.1,1362,1130,2113,2424,LDC1P
ENSG00000260386.7,1244,1244,1244,1244,LDC1P
ENSG00000265961.1,114,114,114,114,Y_RNA
ENSG00000284543.2,1348,570,5019,10186,LINC01226
ENSG00000229167.3,809,794,926,2153,ENSG00000229167
ENSG00000142910.16,2062,2140,2207,2281,TINAGL1
ENSG00000305292.1,1263,1263,1263,1263,ENSG00000305292
ENSG00000121764.12,1706,1642,2307,2401,HCRTR1
ENSG00000162517.13,1614,1614,1614,1614,PEF1
ENSG00000235790.8,1048,856,2020,5499,PEF1-AS1
ENSG00000084636.18,4530,4530,5418,6122,COL16A1
ENSG00000306756.1,748,748,748,748,ENSG00000306756
ENSG00000295060.1,387,387,387,387,ENSG00000295060
ENSG00000121753.13,5087,4919,5708,5811,ADGRB2
ENSG00000266580.1,76,76,76,76,MIR4254
ENSG00000306226.1,327,327,327,327,ENSG00000306226
ENSG00000301119.1,785,785,798,1002,ENSG00000301119
ENSG00000254545.1,537,537,537,537,ENSG00000254545
ENSG00000134668.13,3071,3123,3933,4174,SPOCD1
ENSG00000203620.3,1141,600,2257,2887,ENSG00000203620
ENSG00000269967.1,587,587,587,587,ENSG00000269967
ENSG00000184007.22,1958,1622,3910,4437,PTP4A2
ENSG00000288678.2,93,93,120,120,ENSG00000288678
ENSG00000228634.1,517,517,517,517,ENSG00000228634
ENSG00000300504.1,712,712,712,712,ENSG00000300504
ENSG00000284702.1,1873,1873,1873,1873,ENSG00000284702
ENSG00000121774.18,1964,1964,2713,2713,KHDRBS1
ENSG00000203325.3,624,624,624,624,ENSG00000203325
ENSG00000121775.18,1778,1778,1778,1778,TMEM39B
ENSG00000266203.1,59,59,59,59,MIR5585
ENSG00000276493.1,291,291,291,291,Metazoa_SRP
ENSG00000025800.14,7355,7355,7355,7355,KPNA6
ENSG00000250135.1,667,667,667,667,ENSG00000250135
ENSG00000297522.1,739,739,739,739,ENSG00000297522
ENSG00000084652.16,4938,4938,5012,5114,TXLNA
ENSG00000160050.16,976,880,1415,1453,CCDC28B
ENSG00000224066.1,714,714,786,1357,ENSG00000224066
ENSG00000160051.12,2132,2132,2252,2252,IQCC
ENSG00000222046.3,1350,1350,1350,1350,DCDC2B
ENSG00000160055.20,994,922,1411,1427,TMEM234
ENSG00000084623.12,1527,1421,2660,4358,EIF3I
ENSG00000291132.2,2009,1903,2624,3297,MTMR9LP
ENSG00000220785.10,1545,1545,1545,1545,MTMR9LP
ENSG00000290045.2,2554,2554,2554,2554,ENSG00000290045
ENSG00000183615.6,947,947,947,947,FAM167B
ENSG00000182866.18,2115,2128,2257,2459,LCK
ENSG00000277617.1,260,260,260,260,Metazoa_SRP
ENSG00000252450.1,110,110,110,110,Y_RNA
ENSG00000116478.13,2128,2128,2139,2139,HDAC1
ENSG00000175130.7,1546,1546,1546,1546,MARCKSL1
ENSG00000305107.1,851,851,851,851,ENSG00000305107
ENSG00000305127.1,436,387,552,861,ENSG00000305127
ENSG00000233775.2,2135,2135,2135,2135,ENSG00000233775
ENSG00000162526.7,1026,1026,1026,1026,TSSK3
ENSG00000225828.2,941,941,941,941,FAM229A
ENSG00000160058.19,2449,1505,4599,5152,BSDC1
ENSG00000224333.1,1007,1007,1007,1007,GAPDHP20
ENSG00000270850.1,341,341,341,341,ENSG00000270850
ENSG00000229259.1,1801,1801,1801,1801,LRRC37A12P
ENSG00000304771.1,778,778,778,778,ENSG00000304771
ENSG00000263529.2,301,301,301,301,RN7SL122P
ENSG00000254553.1,3447,3447,3447,3447,ENSG00000254553
ENSG00000273274.2,12831,12831,12831,12831,ZBTB8B
ENSG00000160062.15,4510,4510,7077,7077,ZBTB8A
ENSG00000176261.16,731,598,1567,1896,ZBTB8OS
ENSG00000294305.1,1102,1102,1102,1102,ENSG00000294305
ENSG00000200591.1,102,102,102,102,Y_RNA
ENSG00000162521.19,3190,1731,7883,8026,RBBP4
ENSG00000162520.15,2663,2663,3503,3503,SYNC
ENSG00000224409.2,497,497,526,761,ENSG00000224409
ENSG00000162522.11,4239,5293,5493,5847,NHSL3
ENSG00000304155.1,372,372,372,372,ENSG00000304155
ENSG00000134684.13,2671,2671,2899,3116,YARS1
ENSG00000116497.18,3770,3770,4220,4378,S100PBP
ENSG00000160097.21,2335,2726,3050,3352,FNDC5
ENSG00000121905.10,1412,1412,1412,1412,HPCA
ENSG00000121900.19,950,950,1030,1030,TMEM54
ENSG00000287691.2,613,613,629,832,ENSG00000287691
ENSG00000116514.17,2611,2598,2677,2734,RNF19B
ENSG00000278966.2,911,911,911,911,ENSG00000278966
ENSG00000300688.1,1160,1160,1160,1160,ENSG00000300688
ENSG00000217644.5,526,526,526,526,ENSG00000217644
ENSG00000239670.1,863,863,863,863,ENSG00000239670
ENSG00000236065.3,706,587,1680,2552,ENSG00000236065
ENSG00000004455.18,2651,1988,5970,8793,AK2
ENSG00000276645.1,345,345,345,345,Metazoa_SRP
ENSG00000142920.18,2910,2048,5240,5300,AZIN2
ENSG00000305756.1,613,613,613,613,ENSG00000305756
ENSG00000278997.1,1360,1360,1360,1360,ENSG00000278997
ENSG00000116525.14,2727,2727,3817,3960,TRIM62
ENSG00000279179.1,3448,3448,3448,3448,ENSG00000279179
ENSG00000284721.1,1932,1932,1932,1932,ENSG00000284721
ENSG00000303059.1,460,460,460,460,ENSG00000303059
ENSG00000305863.1,279,279,279,279,ENSG00000305863
ENSG00000160094.15,3061,3061,3187,3187,ZNF362
ENSG00000270115.1,469,469,469,469,ENSG00000270115
ENSG00000184389.9,1023,1023,1023,1023,A3GALT2
ENSG00000225313.6,873,836,1432,2938,ENSG00000225313
ENSG00000134686.21,3729,3875,4255,4817,PHC2
ENSG00000284154.1,100,100,100,100,MIR3605
ENSG00000222112.1,299,299,299,299,RN7SKP16
ENSG00000233246.2,804,804,804,804,PHC2-AS1
ENSG00000301698.1,836,836,836,836,ENSG00000301698
ENSG00000304221.1,581,581,581,581,ENSG00000304221
ENSG00000234512.1,2706,2706,2706,2706,TLR12P
ENSG00000121903.15,5379,4316,9456,10390,ZSCAN20
ENSG00000235907.2,736,736,736,736,ENSG00000235907
ENSG00000121904.19,13397,13430,13655,13877,CSMD2
ENSG00000297811.1,513,513,513,513,ENSG00000297811
ENSG00000227000.2,1618,1618,1618,1618,HSPD1P14
ENSG00000176256.11,1853,2343,2505,2530,HMGB4
ENSG00000231163.7,1102,1116,1367,2341,CSMD2-AS1
ENSG00000308396.1,625,625,625,625,ENSG00000308396
ENSG00000295180.1,629,629,629,629,ENSG00000295180
ENSG00000201148.1,115,115,115,115,RNA5SP42
ENSG00000142698.15,2593,2593,3050,3339,C1orf94
ENSG00000302624.1,1135,1135,1164,2270,ENSG00000302624
ENSG00000270241.1,434,434,434,434,ENSG00000270241
ENSG00000297436.1,734,734,734,734,ENSG00000297436
ENSG00000309519.1,559,559,559,559,ENSG00000309519
ENSG00000307130.1,1256,1256,1256,1256,ENSG00000307130
ENSG00000287703.1,1426,1426,1426,1426,ENSG00000287703
ENSG00000207941.1,96,96,96,96,MIR552
ENSG00000163866.9,2202,918,5694,7990,SMIM12
