STRAND,circRNA_ID,GENE_ID,GENE_TYPE,GENE_NAME,N54,N58,N60,N70,N82,N83,N84,N85,N86,N87,NV1428,NV911,NV912,V1048,V108,V1090,V125,V1279,V1297,V1321,V1337,V1394,V1422,V1441,V1456,V148,V1505,V1528,V1565,V1591,V1592,V1699,V1708,V1742,V1776,V1788,V18,V1800,V1823,V1834,V1857,V1860,V1874,V1884,V1920,V1921,V2089,V2092,V2110,V2133,V221,V2241,V344,V359,V406,V456,V513,V538,V553,V574,V624,V630,V637,V655,V67,V712,V714,V716,V777,V806,V839,V883,V888,V940
+,hsa_circ_0000596,ENSG00000166734,protein_coding,CASC4,10.601344847263823,10.451934919127542,9.02130870977667,10.780104387040216,9.681506039394202,10.05794127668441,8.897165132845815,10.67777522465332,9.474962879560737,10.014225269556352,9.285909323087264,9.467604109426384,9.530721462348149,8.647266559637972,10.272343429730288,9.0573018459592,9.776499322271455,10.101143578627857,9.695899933106078,10.568918040158493,9.33668014613625,10.232200341823459,9.739116458487766,10.17144085459538,8.63328159886127,9.710362682293207,9.365665286333414,8.966652464138418,8.799924482775827,8.298852847969293,9.86635309822691,8.913999199084364,9.716978895014744,9.56348269007663,9.981129203068475,9.20715475179369,8.516475176044016,10.893834729438407,8.36751220118155,10.052578860869012,0.0,8.973173275443324,9.758710416477175,7.961520104568098,9.926550391228428,10.810407028166722,9.98127473421228,9.67085318899075,10.177450426517407,0.0,9.828884613573267,9.319808248714255,9.70232024755281,8.526625497868595,9.535076155173034,11.16034280873535,10.29905836705692,10.246415378671179,9.905513114724583,10.17876143141251,10.230943287324976,9.505587180741683,0.0,10.00289508943937,10.125863258596468,9.900879618579484,8.314969802853039,10.336672419621095,10.286283017760718,9.694640502000313,9.69065169290575,9.919736151266603,9.683854649480612,9.510642000270005
+,,ENSG00000164116,protein_coding,GUCY1A1,10.601344847263823,9.26061349324636,10.50494957057231,11.084802688360497,9.873931486210521,10.183359369377616,11.3097419549348,10.163579459141927,10.473948853478259,10.33587432580538,10.477253765621652,10.466584896044498,11.114383056728178,9.382792146682402,9.910106602400521,10.434146020095692,8.77814334386287,9.963771398068525,9.433213380038787,10.299024402054462,9.698754300656539,9.336327456777706,8.740803611171732,11.040813701212125,9.801186702946426,9.862193553184555,9.558036976230547,8.645445102752364,7.994995217913961,8.88228750265764,10.63125126715755,0.0,10.257011475908335,9.426169822419812,9.467167656903257,8.623412170532518,9.836037529177467,11.156742757327285,10.364232326748471,9.05393668142661,0.0,10.556220739127795,10.474265637860873,8.958623267125434,10.626419816942615,9.641485894850618,9.65970341706986,10.785377048839692,8.956718148253062,0.0,11.149860614098802,10.488478523748565,8.704050958707887,9.110283391916543,10.31187325561943,10.865030177756488,8.841629308902313,9.78742906793656,8.90701657395643,9.180005587164787,9.494777789039535,10.504594460022282,0.0,9.418635446217516,9.863087065163887,9.900879618579484,8.635991569275946,10.751430980646226,10.155148508866843,9.846469485669457,10.342093408707399,9.242557661029855,8.94805795329462,9.189208274821361
-,hsa_circ_0003632,ENSG00000134744,protein_coding,TUT4,10.260555547996344,9.622660793467945,9.505942047053676,9.60057097439237,8.875468202401668,10.05794127668441,9.895651366706426,9.526848180369967,10.391546361612942,9.015619653768473,10.564657072617075,9.245551265938126,8.795055602527105,10.759973255652117,8.689712078455239,9.319884841252762,9.776499322271455,0.0,10.6950299340733,9.300169089616345,9.529046287318959,10.205255924821632,9.739116458487766,10.17144085459538,7.636910302730897,9.12626098608798,9.879582240798674,8.231608026419284,9.450823633461386,8.298852847969293,10.865580074793447,0.0,8.843937606270782,9.104765901910259,9.245114916149518,9.08184574998819,9.973397549881831,8.574936388817074,0.0,9.37532180143402,0.0,9.294527126085054,9.809279061951951,9.279971295870386,0.0,9.811210178541504,8.982701316111603,0.0,10.369939768058613,0.0,10.1504954134823,0.0,8.704050958707887,9.110283391916543,9.313007797679322,9.406951593812126,10.424493819747912,9.957172664232532,8.90701657395643,8.765796929376528,9.3694286850627,9.827118269308645,0.0,10.00289508943937,8.765320747061358,9.731143240034895,10.012269801412577,9.752267633665308,9.670227685819256,9.332567763367878,9.468550211050443,9.919736151266603,7.950976061548382,10.357759609318684
+,hsa_circ_0007761,ENSG00000163635,protein_coding,ATXN7,10.523393925969046,10.152612305286874,10.019919815929164,9.394405960167818,11.730798664141771,10.405574532425485,11.16778174194604,10.67777522465332,10.55189797593745,10.129595170809996,11.120745567260093,9.82972129397712,9.209280905070056,11.381170418758863,10.272343429730288,10.055947190386533,9.776499322271455,10.226564998917935,9.918043836820583,9.966745921038797,10.775842820361571,11.177175792946853,10.545747710682274,11.195466654503972,10.952300144847547,12.062613785811127,10.142361369970775,10.343388438660023,11.199395998328006,10.879992695525159,9.86635309822691,11.718788262349472,10.649048161862796,10.425120901973164,10.828491556119692,10.013463206946378,9.32214067850893,9.21101452670972,10.823365404903411,11.299719683178612,0.0,10.556220739127795,10.833123254915183,12.763283050434824,10.626419816942615,9.963052677676812,11.98020387128606,10.544517565988098,11.27632150756753,0.0,10.997928067713625,10.126195335194543,10.080432180903507,10.84542055251155,10.31187325561943,9.576640442521425,10.424493819747912,9.957172664232532,12.518963757257888,9.764138769944607,10.230943287324976,9.827118269308645,12.363506184726624,9.6407266848395,10.90959300435389,9.900879618579484,10.770690108959371,8.946166782098738,10.932228811114898,10.77172641093703,8.470585146257465,11.311131216537598,9.946596682780852,10.509652752884248
-,,ENSG00000134242,protein_coding,PTPN22,0.0,8.041353774973034,8.700074560722527,8.503157505113345,9.45940640755744,8.922060943196986,8.634735789012836,10.356067296033183,9.474962879560737,8.432050190869491,0.0,9.245551265938126,10.377851228361259,9.382792146682402,10.56163793734888,9.0573018459592,8.364200819098228,8.230172860157705,9.111806907091937,8.536235381532954,8.530997713037683,9.522470031532237,9.324641562691221,7.641380408419052,9.801186702946426,0.0,10.257740392030588,9.229206180860249,8.992164887716356,10.295412916235827,8.867897903600458,0.0,7.847073865123273,9.688854672833896,9.245114916149518,9.621581904295333,9.1001238547532,9.310387901185468,0.0,10.222352914445082,0.0,0.0,8.276278140120793,9.95717266423253,8.513981557423596,8.229455815623297,7.985550254925819,0.0,10.539743629565073,0.0,9.151764174910218,8.905523061814927,10.771802183171935,9.332302851700417,10.04906582958557,10.575695444844344,7.84477058429012,9.37293564727708,0.0,8.765796929376528,10.716027080381139,9.091211115982826,0.0,8.420741966523686,9.656874496593318,9.31667146152712,9.120381894815589,9.530153988882194,9.763226416972884,0.0,8.884605536719723,10.089495644777738,9.683854649480612,9.510642000270005
+,hsa_circ_0005925,ENSG00000121716,protein_coding,PILRB,9.162363348442645,9.452964531219331,8.28619289658619,9.279107378515205,10.332943716192121,8.922060943196986,9.481118632643327,10.056761010431641,10.004853664559809,10.014225269556352,9.063902050128975,9.659994451518966,10.52974589258252,9.86760138767406,9.103875838047209,9.734357878659935,10.360913399211064,8.230172860157705,10.810440206754944,9.460392850419693,9.987945240519316,10.454421405680195,9.739116458487766,7.903210000525095,10.090399281156163,11.12432345315815,10.464034143018702,10.102582227518505,8.315791846952076,9.88075803688652,9.714521731532109,10.175287891611957,10.064534813842283,9.104765901910259,8.98255592880966,9.20715475179369,10.214184847593158,8.4054842122524,10.948829936267453,10.37423523822476,11.186793376886412,9.557178575399238,0.0,10.416208410630365,0.0,8.964497383311308,10.980560913920387,8.08942622522471,0.0,12.22037601986873,9.636466132184209,11.018684217275936,9.70232024755281,9.69437549898563,10.186445550598888,8.9926223208878,9.425543196051903,9.59501719167065,10.712223217174412,9.180005587164787,8.496776089614643,9.675291636604863,11.363779930310837,8.834726590123232,9.956099645320613,8.318932128869413,0.0,9.115766758814134,8.350953204809642,10.611358818403737,9.468550211050443,9.505195061888012,9.946596682780852,8.19167758411379
+,hsa_circ_0046843,ENSG00000101745,protein_coding,ANKRD12,8.940390506291182,9.622660793467945,10.398110735245101,10.277945850457456,7.878536732890278,9.92057308856475,8.897165132845815,8.94286321019116,9.112971923812054,9.59965271477442,8.801406679343803,8.982992134851168,9.209280905070056,9.06140422291614,10.102564235534105,8.736050602160825,7.78142577736851,8.965215384520212,9.695899933106078,8.798621962085209,9.114659556606828,9.937017030529669,8.740803611171732,9.122154542416803,9.631463818548717,8.128840322251907,10.142361369970775,10.102582227518505,0.0,9.296560471732828,9.352442187401376,8.592818620880696,9.427853170458333,8.912495117671027,9.245114916149518,9.708937010481597,10.214184847593158,10.65004881456018,0.0,8.63980368640587,0.0,10.141502589269988,8.859688686704608,10.27881046343266,8.928032097365346,9.641485894850618,9.467313126365712,9.89299274011931,8.373206707274337,0.0,8.416488528826296,0.0,9.965065999564434,9.110283391916543,8.72917894750997,10.213395427964581,10.646736267855205,9.37293564727708,10.811701559476697,9.986294155709777,10.552631266897004,9.505587180741683,0.0,9.15602259058006,9.127153858704045,9.054089472643373,9.771515670545611,9.94470359383556,10.286283017760718,8.526890101703579,8.470585146257465,9.505195061888012,9.170033019777232,9.189208274821361
+,hsa_circ_0001410,ENSG00000109184,protein_coding,DCUN1D4,8.677943306387728,8.776127191456668,0.0,0.0,8.875468202401668,9.18459956795914,9.481118632643327,8.680415004913698,9.112971923812054,9.59965271477442,7.484320858283094,8.247926075494973,0.0,9.645466326041708,9.687964069597665,8.736050602160825,8.77814334386287,8.965215384520212,9.918043836820583,9.212849270471903,8.117259699363636,10.001083377355494,9.739116458487766,8.774937157735241,9.217032500563423,9.540652930135721,8.146185785169287,9.229206180860249,8.992164887716356,8.298852847969293,8.867897903600458,9.398571246937475,8.843937606270782,9.274399718877348,9.245114916149518,8.792930646760071,9.514503994080634,8.213446824398897,9.686816993320386,9.37532180143402,0.0,9.779297394114026,9.475279441387976,9.95717266423253,9.249367692398083,10.225846158522325,9.36055469223352,9.408172727003318,9.371029569991098,10.898901341992596,9.828884613573267,9.319808248714255,9.188489062321505,8.526625497868595,10.04906582958557,8.9926223208878,7.84477058429012,8.78906068862179,8.49298051110222,8.765796929376528,7.913809125417768,9.313225611869749,10.042672760661288,7.8378829148020905,8.543480804582634,9.900879618579484,9.771515670545611,8.753939485524153,9.348742199002256,9.694640502000313,7.887654714490084,8.921224868839252,9.170033019777232,10.772522218185768
-,hsa_circ_0008207,ENSG00000135018,protein_coding,UBQLN1,8.677943306387728,9.038613032002557,9.283880299545292,8.864843712067898,8.461454271967007,9.768735388095536,8.313714811590348,7.363752024124817,9.305291273314445,8.432050190869491,8.801406679343803,9.245551265938126,0.0,8.064102048932583,9.425279435011282,7.739430102538226,7.78142577736851,8.965215384520212,8.69763835882596,10.11860483390701,9.987945240519316,9.285781089502544,8.740803611171732,9.837348132780862,9.631463818548717,9.12626098608798,7.563767273903524,9.965209916055578,9.990747637649795,0.0,8.867897903600458,9.398571246937475,9.579646785396731,8.107383920875295,8.98255592880966,9.791303399417664,9.1001238547532,10.20979683836899,9.949559626405646,11.051899471062098,9.60306812751051,8.559092342266252,9.536595529629844,8.958623267125434,7.930990952122637,9.641485894850618,8.469349806009275,0.0,8.373206707274337,11.898523504379904,9.414375784233426,9.90401804454798,9.188489062321505,8.526625497868595,9.727478137454359,9.72845458594415,9.840056102589648,9.110336356652764,0.0,8.182490684471889,9.610101176323642,9.505587180741683,0.0,8.420741966523686,8.281219513882164,10.190111831165153,7.901441586889104,10.192399941839009,9.763226416972884,9.332567763367878,9.883078527727328,7.924197703270793,9.532046438145674,9.773346732338474
-,hsa_circ_0075796,ENSG00000124795,protein_coding,DEK,0.0,0.0,12.188763641428295,11.921011666652273,12.396222745291729,12.404776600500941,12.375534224403031,11.909929940123284,11.303579991406874,12.10062090691398,0.0,11.302637481664371,12.114057646770737,11.917055449948082,12.271468276659029,0.0,11.633288648406918,12.395553154258515,11.279702318490695,11.55074694562927,12.14212127507755,12.000027122571154,10.908103299636336,11.63459020584962,0.0,11.294176644125839,12.78514490423908,0.0,12.275022330405468,0.0,11.791213179735923,10.290669129470041,11.504256260494458,11.424596155627091,0.0,0.0,11.79833745249847,11.571622268605472,11.270612048828966,0.0,12.301937306804012,11.363164965174297,11.12026241237701,11.600041610254449,11.832353434348356,11.727566760090397,11.943687151304173,11.084784053739744,11.95417527653985,0.0,12.219917316520196,11.018684217275936,12.445007310773066,0.0,11.813639004978764,11.928756880273204,12.511153681428972,12.852079928555339,12.396128858651334,0.0,12.383817616433467,0.0,11.04198868873975,0.0,12.042451390625759,0.0,10.955015580952598,12.072856850729499,11.594921784861146,11.567842887452633,12.764400316529034,11.872826935711323,0.0,11.435183343713396
+,hsa_circ_0001085,ENSG00000115419,protein_coding,GLS,10.876817776606934,11.0365540524631,9.698339069876821,10.692692821544622,10.043685640324474,10.405574532425485,10.31031017614228,9.941396665884943,11.004151418708345,11.235820294410594,11.284174881842874,9.82972129397712,9.209280905070056,9.86760138767406,11.686651671654475,10.055947190386533,10.682622066198949,11.341393695376464,10.810440206754944,10.381422941854751,9.33668014613625,11.383543597279536,10.908103299636336,10.400738714826334,10.215819883168333,9.999556152278823,9.7277493067039,10.450224321561073,10.0781270678759,10.102931830688945,10.935932581711599,9.912503002759765,10.163980668039109,10.425120901973164,10.658665722061988,10.868448727666152,10.600922177033322,11.12978763264759,9.686816993320386,11.51114574603063,10.923882743945915,10.671624250487598,10.705440930244322,11.600041610254449,11.095651564563234,10.448066465945269,9.36055469223352,11.17220782178804,9.955265627568151,0.0,10.287883539936265,9.319808248714255,10.549547282203232,9.983565479158262,10.04906582958557,10.31285008807203,10.161669350246775,10.371847284774443,10.075270968385075,10.500440566344922,10.908564943433676,10.504594460022282,0.0,10.00289508943937,10.599432871908965,10.637241453696214,10.119085219702784,9.851691781509855,10.716619199321487,10.224619429158155,10.467531666072938,9.727303841339834,10.88449674605837,9.773346732338474
+,hsa_circ_0005871,ENSG00000130723,protein_coding,PRRC2B,8.940390506291182,9.622660793467945,9.02130870977667,9.1537875829162,9.681506039394202,9.599017101212779,9.632919841194248,10.443465385986762,9.474962879560737,9.751469848401115,9.79978896962143,9.659994451518966,9.793430751553823,9.645466326041708,9.103875838047209,10.434146020095692,9.099414054909744,9.811928818952879,10.432169570022479,9.212849270471903,0.0,10.310139724489613,0.0,9.22151760550461,8.219454681934405,9.999556152278823,9.143637301821375,8.966652464138418,8.799924482775827,0.0,10.00371610306648,10.04987043168767,8.58153099787492,8.107383920875295,9.467167656903257,9.943143667135477,8.837615121308222,9.926268674667797,9.949559626405646,11.373691649587284,0.0,9.294527126085054,9.809279061951951,9.279971295870386,10.626419816942615,9.811210178541504,9.82943021954668,0.0,10.177450426517407,0.0,9.636466132184209,9.64128476779632,10.187252204234174,8.526625497868595,10.72662697992079,9.72845458594415,9.425543196051903,10.10903061713554,10.811701559476697,8.182490684471889,9.716884512781753,8.828705639512563,0.0,10.292146037167637,8.281219513882164,0.0,9.634177202438162,9.752267633665308,10.286283017760718,8.848035717729887,9.468550211050443,0.0,10.609022959367248,9.510642000270005
+,hsa_circ_0005600,ENSG00000175155,protein_coding,YPEL2,10.601344847263823,10.699699795049177,11.156665197267754,10.780104387040216,8.875468202401668,9.768735388095536,10.397706179453555,9.941396665884943,10.473948853478259,9.888821205377994,10.798979434018,9.981565840635694,10.908032290636735,0.0,10.272343429730288,10.640457856438461,10.682622066198949,9.449817253556574,8.69763835882596,10.603660844844423,10.435025313492087,9.063773850775023,10.06070688594516,9.77328947638555,10.630554068776448,9.710362682293207,8.881112952930781,9.229206180860249,9.897732759922942,10.295412916235827,10.54384527459923,10.590013433965591,10.504752822612186,10.56252903149195,9.659557921913198,9.943143667135477,0.0,10.724004504190281,11.171118086021332,9.6379941104508,10.187412135191957,11.05843924203962,11.594012121307395,8.958623267125434,10.385577643943007,10.225846158522325,10.302917343363783,10.085448136315133,10.954538818452379,0.0,9.828884613573267,11.018684217275936,7.969389754457901,10.6110936647974,10.31187325561943,9.72845458594415,9.162928327112525,9.957172664232532,10.605374161867744,10.637853548549355,9.996689866959942,10.41155125826809,0.0,10.532977108187316,10.479219495130378,9.31667146152712,11.065993058854147,10.336672419621095,10.406484824510699,10.983117983804714,8.470585146257465,10.241366318205635,10.609022959367248,10.509652752884248
+,hsa_circ_0047270,ENSG00000168234,protein_coding,TTC39C,10.260555547996344,10.621745473854732,9.698339069876821,10.44774173548196,10.458381384238196,10.405574532425485,11.01031282091217,10.443465385986762,10.947595986740055,10.428913962103616,10.798979434018,11.243767589862458,10.52974589258252,10.644565366149775,10.424229866767487,10.981304485753714,10.682622066198949,10.728711141438097,11.633213117382816,8.67338558210068,10.92015436055005,11.465307924856969,10.738272141681302,11.21970394768936,10.87833788506302,10.86141829717192,11.685842801846444,10.642740493551079,10.74505734224968,10.754531406708361,9.130417558081508,9.760666229997643,10.578703755534525,10.626617891191488,10.359311381454601,10.08051395616575,10.761289064709636,9.21101452670972,9.949559626405646,9.6379941104508,10.923882743945915,10.671624250487598,9.995497263358528,10.863385812351087,10.733269830225234,11.163869325693556,10.703178384333064,11.254635249356447,0.0,0.0,10.735034745651273,0.0,11.186633377317229,9.69437549898563,10.633574334990413,8.730154245920286,10.746211947748916,11.03441111477786,8.49298051110222,10.17876143141251,10.995983635060437,10.826323928768312,11.849050337793274,11.002191889352446,0.0,11.253597709091073,11.065993058854147,10.032080318956918,10.222205193025685,10.430909530954112,11.204089640816392,10.089495644777738,10.168780230311016,10.64706631140882
-,hsa_circ_0001811,ENSG00000040341,protein_coding,STAU2,9.162363348442645,9.622660793467945,10.282722609403658,9.279107378515205,9.873931486210521,10.05794127668441,9.632919841194248,9.941396665884943,10.391546361612942,9.59965271477442,9.063902050128975,9.659994451518966,9.209280905070056,8.064102048932583,8.106495471218993,8.322140482842116,8.364200819098228,9.449817253556574,9.695899933106078,9.67161766706388,9.33668014613625,10.477125416373012,9.324641562691221,9.562045656542907,0.0,9.862193553184555,10.557079709889427,10.642740493551079,8.315791846952076,10.465210355148223,9.544811359786497,9.398571246937475,10.257011475908335,9.8041974233065,9.659557921913198,10.94241072386356,11.371055898414275,9.104286568271991,8.951017900420633,9.6379941104508,0.0,9.971737236033372,9.951147308509972,10.541651306351767,9.512006963100305,9.963052677676812,10.302917343363783,0.0,9.692521842887958,0.0,9.828884613573267,10.777802544342883,9.550509557908791,9.110283391916543,10.31187325561943,9.406951593812126,10.29905836705692,10.246415378671179,11.363987170170507,11.265565167340073,9.3694286850627,10.312091241154368,0.0,9.15602259058006,10.125863258596468,9.731143240034895,9.896908991834243,9.752267633665308,9.22341245752481,8.848035717729887,9.883078527727328,9.242557661029855,9.683854649480612,8.19167758411379
+,hsa_circ_0001821,ENSG00000249859,lincRNA,PVT1,8.677943306387728,9.622660793467945,8.28619289658619,8.864843712067898,10.195552041338201,8.600876200610644,9.119125211622059,10.356067296033183,10.004853664559809,10.014225269556352,9.063902050128975,7.6653344815977285,9.530721462348149,10.06005341570552,9.687964069597665,10.318755696574359,9.362010038376438,9.642204435311594,10.432169570022479,7.540116236217937,9.698754300656539,10.743741064227162,10.545747710682274,9.484149173260112,11.215213192044493,10.931770697716997,11.311577032481601,10.549691246704048,10.896976373131873,11.61665203942806,11.187353515277607,9.398571246937475,9.716978895014744,9.688854672833896,9.82928470439936,11.527128827390113,11.939162307698023,8.989027773199604,10.171743602502401,9.05393668142661,0.0,8.559092342266252,9.951147308509972,11.600041610254449,10.09631066467966,9.227050381328938,10.051596094433325,11.784968274089014,9.692521842887958,10.898901341992596,11.075893450113407,9.64128476779632,9.550509557908791,10.523688472098545,11.726201212768501,7.413313149522332,10.926685374869463,0.0,10.605374161867744,8.765796929376528,11.117916882238339,8.507570575249634,12.626494961246028,11.73887610748452,9.127153858704045,11.430407290352292,11.440234749745011,10.114465927163076,9.850591598315226,10.331448505478875,10.882314416709235,11.240770277671984,10.361268633050772,9.773346732338474
+,hsa_circ_0006670,ENSG00000105738,protein_coding,SIPA1L3,9.813524175745203,10.037240705530886,10.157297010274467,9.60057097439237,7.878536732890278,8.922060943196986,9.119125211622059,9.526848180369967,8.628586933721074,9.751469848401115,8.801406679343803,9.659994451518966,10.01559090186227,0.0,9.103875838047209,9.904094677056882,10.235482246049832,10.641301435433105,9.695899933106078,9.67161766706388,0.0,8.181530428316146,9.739116458487766,9.015438478760542,0.0,8.542588729885074,0.0,9.643642593436567,8.315791846952076,9.88075803688652,8.54674159153879,9.760666229997643,9.427853170458333,9.56348269007663,9.245114916149518,8.209593560041066,7.520409478532281,10.794353214475134,10.364232326748471,9.05393668142661,0.0,8.973173275443324,7.763697886908537,7.961520104568098,9.926550391228428,7.64689474524274,10.359456945833111,10.085448136315133,0.0,0.0,7.833635683227869,9.64128476779632,9.839666330922977,9.983565479158262,8.72917894750997,9.865803495812429,9.425543196051903,8.375109912208043,9.490976942630143,8.765796929376528,9.494777789039535,9.313225611869749,0.0,8.834726590123232,9.416191300341236,8.73283973727827,0.0,9.115766758814134,8.764885624745045,7.530796142709305,8.470585146257465,11.088833423114714,9.821198704648413,9.773346732338474
+,hsa_circ_0006117,ENSG00000132670,protein_coding,PTPRA,11.108029654386733,10.621745473854732,10.604419054742367,11.841961055644575,9.681506039394202,9.768735388095536,10.397706179453555,10.163579459141927,10.211117309887202,10.952157368780925,10.177927017502961,10.359748118725951,10.52974589258252,0.0,11.189332215936805,10.640457856438461,11.023474176755753,10.448785392082485,10.280282492769503,11.82552336331537,11.112706369601144,10.834455224285016,10.323516136244232,9.314475958798015,11.385070767610499,10.539684055347148,10.142361369970775,10.228003756913111,9.798305109262593,10.617111390447818,10.351338248440628,11.496467176523216,10.900443170456539,11.46020726428176,10.565615814829503,9.322444197705783,10.214184847593158,11.510242332053036,10.823365404903411,10.511639942910083,11.601676145114412,10.293377951429294,11.07963894490248,11.126291144493104,11.317949804154797,10.448066465945269,10.182722415440104,10.991718931031322,10.691649803737175,0.0,7.833635683227869,11.405543713081153,10.467141744235118,11.108324267232058,8.315274208674813,11.405356812193766,11.009106358679796,9.78742906793656,10.489974113992828,11.085071053615607,9.816305891451583,10.504594460022282,0.0,10.919771103360844,11.20318604336444,10.31553979806314,10.633269162630015,11.19178331951947,11.010192463545751,10.69376974292256,10.342093408707399,10.918991216005605,10.168780230311016,11.646616401110432
-,hsa_circ_0084606,ENSG00000198363,protein_coding,ASPH,9.676180971096034,9.452964531219331,10.019919815929164,9.279107378515205,8.461454271967007,10.50503929656239,8.634735789012836,9.941396665884943,8.628586933721074,0.0,8.066595213626705,9.245551265938126,8.211716124831712,9.382792146682402,8.106495471218993,8.736050602160825,10.360913399211064,9.449817253556574,11.50201183873792,9.212849270471903,9.529046287318959,9.285781089502544,8.740803611171732,10.522642707997555,9.439078563777764,9.348284554092702,9.365665286333414,9.813367176978998,9.161775064995778,8.88228750265764,10.7136628932982,0.0,9.258189974383853,9.688854672833896,7.664899565030799,10.478741680904193,11.09815087564335,9.573043538158071,8.36751220118155,8.056648494727286,11.409097382511586,9.779297394114026,10.16040371386788,9.764734904595446,7.930990952122637,9.963052677676812,7.252374515517614,9.408172727003318,8.373206707274337,10.898901341992596,9.998633348642919,0.0,10.902974961488935,9.110283391916543,10.974420054153553,8.9926223208878,10.424493819747912,9.957172664232532,9.490976942630143,8.182490684471889,11.078406550008294,9.96447740003289,0.0,8.420741966523686,8.957551326972462,9.31667146152712,9.634177202438162,9.94470359383556,9.464049198618282,9.524933108233618,11.27444984862729,8.507178995177538,9.946596682780852,9.995503626282243
-,hsa_circ_0003559,ENSG00000103489,protein_coding,XYLT1,9.676180971096034,9.774480869442508,9.283880299545292,9.394405960167818,10.195552041338201,8.922060943196986,8.897165132845815,8.94286321019116,7.894049370884476,8.018404385620464,8.480286759592387,8.247926075494973,10.377851228361259,0.0,8.689712078455239,8.322140482842116,10.098098387907756,8.965215384520212,9.111806907091937,8.384664010055165,8.117259699363636,9.72574528836248,8.740803611171732,9.401805506532744,9.217032500563423,9.710362682293207,8.881112952930781,8.231608026419284,8.992164887716356,9.296560471732828,9.544811359786497,10.677421216990892,9.427853170458333,9.56348269007663,9.659557921913198,9.621581904295333,8.102750303404706,9.21101452670972,0.0,9.6379941104508,0.0,9.557178575399238,10.038524417417793,8.958623267125434,7.930990952122637,9.811210178541504,9.82943021954668,9.408172727003318,9.692521842887958,0.0,8.416488528826296,9.319808248714255,8.704050958707887,9.332302851700417,10.31187325561943,0.0,0.0,9.78742906793656,10.227140329660173,8.765796929376528,9.080406697541811,8.093853825738703,10.627179249476793,9.15602259058006,9.863087065163887,9.31667146152712,9.120381894815589,9.404800482016219,9.348742199002256,9.694640502000313,9.468550211050443,8.921224868839252,9.170033019777232,0.0
+,hsa_circ_0008865,ENSG00000165732,protein_coding,DDX21,10.05428559568583,9.038613032002557,9.698339069876821,9.394405960167818,9.45940640755744,9.92057308856475,10.011012074761455,10.443465385986762,10.004853664559809,9.59965271477442,9.063902050128975,8.661776658639877,9.793430751553823,8.647266559637972,9.103875838047209,10.318755696574359,9.362010038376438,9.963771398068525,10.569578164493588,9.67161766706388,10.528069583735807,10.666825184055474,10.545747710682274,8.900193556907743,10.800377951489313,0.0,10.804856017936318,9.965209916055578,8.992164887716356,10.754531406708361,9.714521731532109,9.398571246937475,8.260544087210523,10.273234392911961,9.981129203068475,10.620665899706136,9.684209808961352,9.21101452670972,10.171743602502401,10.637088470602563,10.602140288490478,8.973173275443324,8.65371551142691,10.27881046343266,9.512006963100305,10.448066465945269,9.82943021954668,9.67085318899075,10.691649803737175,0.0,8.830470042557913,9.90401804454798,9.550509557908791,9.846204450668361,9.897214036170226,8.9926223208878,9.647635873465564,9.957172664232532,9.490976942630143,10.985582815235892,9.494777789039535,9.313225611869749,11.04198868873975,10.15475757028473,9.956099645320613,9.31667146152712,9.482375818026151,8.269848746306831,9.464049198618282,10.331448505478875,9.883078527727328,0.0,9.532046438145674,0.0
+,hsa_circ_0000722,ENSG00000131149,protein_coding,GSE1,15.324067109732429,17.405109194289082,17.007225222411183,16.07230288872249,14.855435374856274,14.840378765856192,15.566591080701116,15.53241610733526,15.48791585002072,16.23845733049669,15.479087951709136,17.05375477987843,16.828905780089745,15.741722256041063,15.605106122530598,16.116387766949845,16.73196872081729,15.75155969113037,14.593071062204855,17.3454925729412,14.731716389352803,15.295529573451065,16.138326767992037,15.454347483195916,15.145383390831938,16.018516526689055,15.63563493072751,16.151632651192752,16.76824039504594,16.045829831926962,16.000281430775765,15.810689380262003,15.919413396792358,16.891688633529508,15.333764937718382,15.80092684119105,16.15279485305757,16.6444112662689,15.99978401394361,14.628705540543702,15.010646493015239,16.44604935606069,15.335586456588397,14.406998125056829,12.210773757160021,15.466258785502868,15.875900334663903,16.736977846559597,16.086546297508196,17.299033950457755,16.02699139113759,16.410322660283196,15.082604514314495,17.13742798423659,14.680026591294183,15.614306952962144,15.593397861927167,15.43687981592408,15.274731887694239,15.681369394453574,14.808731294110013,15.271821847812822,15.769250579042426,16.155763652480736,16.849476482174076,15.840605001338218,14.891680499223867,15.597904038501229,14.568979579442427,15.815320109630887,15.066467289447644,16.23114760609671,17.148083922533697,16.236601965416014
