GENE_NAME,V1884,N58,V630,N60,V1297,NV1428,N82,V940,V2092,V624,V777,V553,V1441,V1921,V538,V1857,V456,NV912,V2089,V1823,V2241,N54,V655,V2110,V839,V125,N83,V637,V712,NV911,V2133,V1742,V1591,V108,V1874,V221,V148,N70,N87,V574,V359,V1337,V883,V1592,V1422,V1708,V1505,V18,V1788,V1776,N84,V1800,V716,N86,V888,V1321,V1279,V1528,V344,N85,V1699,V1456,V1394,V714,V67,V1090,V1860,V406,V1834,V1048,V806,V513,V1565,V1920
MIR1827,2,0,2,0,0,2,0,0,3,0,1,0,1,0,0,8,1,1,3,0,1,2,0,4,0,5,1,0,0,1,4,0,1,0,0,0,2,0,0,1,4,3,0,0,4,0,0,0,4,2,1,1,0,0,3,4,2,2,0,2,1,0,0,0,5,0,0,0,0,0,0,0,1,0
MIR3138,35,33,23,47,13,34,30,21,10,16,23,48,21,19,15,23,22,29,19,36,23,35,16,12,24,24,53,33,20,27,2,31,27,35,20,20,18,32,15,39,35,27,35,21,23,14,13,20,24,18,32,24,50,21,21,24,15,15,42,18,19,20,16,21,26,15,14,50,27,13,29,30,13,19
MIR34A,2,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,1,1,0,1,1,0,1,2,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
MIR6747,18,13,5,18,7,11,7,13,7,11,9,20,14,10,8,8,13,9,9,14,6,19,10,9,11,19,15,8,19,14,2,10,6,13,13,12,7,17,5,16,13,6,19,6,6,7,11,7,12,8,7,9,22,1,17,9,5,4,14,12,22,3,14,10,26,9,10,7,7,15,14,19,19,16
MIR542,0,1,0,2,2,0,0,0,0,0,0,9,2,0,0,2,0,0,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,2,3,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1
MIR6087,1,1,1,1,47,1,2,1,1,1,4,2,1,1,2,6,1,1,4,1,1,4,2,3,1,2,2,14,2,2,2,2,3,1,1,0,2,1,2,1,2,2,1,1,2,1,1,1,0,2,1,1,1,2,1,1,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
MIR4315-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR6077,2,1,0,7,0,1,0,0,3,11,3,2,22,1,7,3,0,8,5,0,10,0,5,4,15,1,2,0,4,6,5,10,2,2,2,9,0,3,0,2,13,1,0,3,4,5,2,0,3,3,4,3,5,3,4,6,9,1,5,4,4,3,6,3,3,1,2,22,13,0,0,0,7,0
MIR3170,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0
MIR1284,24,15,18,15,29,47,56,21,11,33,26,52,50,33,56,21,32,48,24,30,28,28,21,20,51,23,95,25,25,26,7,22,17,69,46,40,36,31,14,27,19,52,23,37,34,40,36,35,22,49,53,22,51,33,30,23,26,24,33,26,55,26,33,32,24,43,32,71,44,21,33,24,34,37
MIR4694,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2
MIR6892,25,11,16,44,30,19,19,9,15,18,10,41,5,15,26,3,17,23,7,3,8,35,31,19,13,37,15,5,35,14,14,15,11,54,27,13,5,29,45,31,36,11,7,28,13,12,14,12,24,15,13,16,65,57,14,20,17,26,82,34,8,10,1,34,16,19,17,33,13,22,12,10,25,12
MIR519B,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1266,0,0,0,1,0,5,2,0,0,0,4,0,2,4,0,1,0,0,1,0,1,3,0,0,0,1,2,0,7,0,1,1,0,5,0,3,10,4,3,0,0,1,0,0,0,8,2,5,3,0,3,1,8,0,1,1,1,3,0,0,0,2,0,2,0,3,4,4,7,0,1,2,0,5
MIR7844,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,0,1,0,1,0,1,1,1,3,0,1,0,0,0,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,2,1,2,1,1,0,1,0,0,1,1,5,2,1,1,1,1,1,1,0,1,1,2,1,1
MIR639,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1
MIR6827,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,1,0,0,0,2,0,3,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,5,0,1,0,3,1,0,1,0,0
MIR7106,27,27,15,25,13,15,21,30,9,16,8,36,19,12,12,6,6,27,30,21,12,27,14,6,16,23,47,13,10,24,5,25,6,13,11,18,26,8,23,14,32,14,25,17,27,23,15,14,17,28,23,24,31,21,25,22,14,17,8,20,44,15,17,7,19,22,23,23,15,22,9,18,13,24
MIR548D2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR6778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MIR329-1,1,2,0,0,2,0,1,4,2,3,0,0,0,0,0,4,4,0,0,0,0,0,10,1,4,0,0,0,0,0,3,1,0,5,4,0,0,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,3,2,9,0,0,0,0,0,4
MIR4708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR548F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIR4489,38,18,28,27,14,16,29,7,4,13,15,95,15,22,29,11,36,13,30,3,22,25,16,8,20,23,34,29,25,12,5,19,26,36,17,10,23,33,8,17,31,31,14,30,17,18,14,19,19,12,24,41,33,7,30,49,13,9,26,6,47,8,20,8,29,20,15,33,45,20,35,30,17,47
MIR4505,23,11,5,37,8,3,7,1,7,5,9,42,9,1,6,0,3,11,9,2,4,4,33,9,13,9,9,0,24,16,10,10,2,14,20,3,19,18,15,2,12,18,2,3,8,11,3,7,3,6,7,29,26,10,24,13,25,13,14,15,18,3,6,19,11,7,3,16,4,3,1,13,3,26
MIR6864,14,9,7,7,3,2,1,5,2,12,4,15,4,2,9,3,14,0,10,1,5,4,7,0,7,9,5,3,7,0,6,4,8,10,5,3,7,4,3,8,13,4,11,11,1,8,4,2,2,3,6,9,6,0,8,7,5,1,5,1,5,4,10,4,4,4,2,11,4,2,3,9,2,4
MIR5684,1,2,5,7,1,5,1,0,1,1,0,23,4,2,0,0,0,0,5,1,2,4,8,0,0,0,2,1,21,1,2,0,1,2,4,1,2,3,1,0,2,0,0,1,0,1,0,0,2,5,0,3,13,1,0,2,3,0,3,1,3,2,1,22,0,0,0,1,2,2,1,4,2,4
MIR153-1,0,0,0,0,1,0,0,4,2,0,2,0,2,0,0,0,2,2,0,0,0,3,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,5,1,3,0,0,6
MIR4766,2,5,10,12,16,8,4,6,0,10,11,18,3,3,8,1,5,4,5,4,10,10,10,6,15,11,1,4,10,4,3,8,18,6,5,8,4,8,2,13,5,7,10,15,6,15,8,10,10,4,0,5,14,2,5,5,8,0,8,2,5,6,1,27,12,19,5,4,9,10,5,2,8,6
MIR3622B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1
MIR1307,3,3,6,7,4,3,1,2,2,2,2,6,2,3,29,1,3,6,2,2,3,3,1,3,3,2,5,5,2,3,2,3,6,8,5,3,2,2,1,7,2,4,2,3,3,5,3,3,3,1,6,3,1,4,6,2,2,4,3,9,2,7,2,8,6,3,1,4,3,3,2,2,2,3
MIR6715A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0
MIR6799,9,2,1,5,1,1,1,1,2,1,2,8,1,1,1,2,2,1,4,1,5,1,5,5,1,5,2,1,1,1,1,2,15,5,2,1,1,1,3,1,3,2,2,2,1,3,2,2,1,1,2,2,2,1,2,4,1,2,3,2,3,5,1,1,2,2,1,4,3,3,3,6,6,1
MIR101-1,1,1,3,1,4,6,3,2,2,2,5,1,9,5,2,10,7,2,8,2,1,4,4,1,5,1,2,2,1,1,0,2,5,3,6,10,3,16,1,2,1,2,1,9,3,8,2,2,5,1,1,5,2,0,3,4,1,1,1,1,2,6,1,1,3,12,5,2,7,3,1,1,2,13
MIR4649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
MIR3687-1,5069,7215,6372,13602,12752,4346,13379,1984,3300,5090,7780,12270,6455,7422,9673,4436,5936,6919,6100,1741,3937,5335,5703,2181,6724,9112,7470,59356,4080,8720,4194,14189,9941,7180,5213,1106,7263,10795,6167,5636,18477,4351,1876,9116,17857,1985,2736,8623,8598,5234,4999,3840,11603,5405,8628,9862,4651,4248,9109,8261,10069,3725,3977,10941,9443,4866,3351,17462,7318,3347,6266,6119,2396,4146
MIR17,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
MIR4259,0,3,1,3,1,1,1,2,3,2,3,4,3,1,1,3,0,1,0,0,0,2,1,0,1,2,2,3,1,0,4,1,0,0,0,1,1,1,1,1,1,3,3,1,1,0,1,1,1,1,1,0,8,2,2,1,0,0,2,2,2,0,0,2,0,1,2,1,1,0,1,1,1,3
MIR640,54,16,12,24,33,20,16,42,2,10,22,38,22,22,24,15,21,22,3,26,15,17,21,31,24,29,14,20,16,24,4,31,38,25,25,17,19,21,33,33,27,26,15,23,42,15,11,26,19,17,23,13,30,35,16,15,24,6,42,24,32,13,19,12,3,20,10,60,26,16,17,25,21,39
MIR8055,2,6,2,1,0,3,1,3,2,7,2,12,4,0,3,1,4,2,0,0,0,3,4,0,2,4,0,0,3,0,5,4,1,5,1,7,2,2,2,1,2,0,2,1,0,4,0,7,0,3,2,3,6,1,3,5,7,0,3,0,7,0,0,0,2,1,2,5,2,0,3,4,3,6
MIR4429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR518C,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6832,4,11,15,29,52,33,42,5,2,21,17,12,14,15,20,12,19,22,5,6,1,39,23,6,21,26,47,24,38,33,1,2,24,28,15,2,11,41,37,27,41,16,6,18,12,6,19,6,25,25,47,3,33,36,49,17,27,30,23,22,9,15,16,10,2,33,3,33,21,4,3,23,3,4
MIR3919,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2,1,1,1,0,1,2,1,1
MIR4706,3,6,2,16,5,8,4,9,2,10,5,10,2,11,6,7,4,4,6,4,4,7,6,3,9,12,2,3,2,4,1,13,2,3,9,2,4,6,2,5,6,7,11,12,5,2,6,9,5,11,5,6,6,3,2,4,9,8,3,1,13,4,3,7,10,8,4,7,6,13,5,5,4,3
MIRLET7F1,18,3,32,6,26,27,23,16,4,6,23,17,23,30,42,10,17,30,20,23,16,20,5,8,30,5,13,36,12,12,5,40,16,22,19,40,7,33,11,17,8,35,9,44,19,33,6,11,34,4,22,34,2,14,14,22,20,8,10,17,11,14,10,4,12,21,10,33,38,30,11,3,12,35
MIR6788,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,1,1,0,0,0,2,0,4,0,0,0,0,0,2,0,0,1,0,3,1,3,0,0,0,1,1,1,4,2,0,0,2,1,1,0,0,0,3,0,1,0,0,1,0,0,1,2,0,0,2,3,1,0,2,2,0,0,2,2
MIR6801,15,13,15,12,13,15,23,6,7,7,13,20,14,12,7,7,12,20,15,15,9,13,13,18,8,17,16,2,12,13,4,18,17,22,13,9,8,9,35,13,19,11,9,12,7,12,18,11,12,7,18,27,28,25,19,22,5,11,10,35,15,12,9,23,10,9,6,8,8,6,15,17,13,10
MIR941-3,9,5,8,13,7,7,8,13,2,3,6,96,4,6,9,2,6,9,8,6,15,7,5,6,9,9,12,6,5,5,3,18,6,6,6,6,7,13,3,11,4,4,8,4,9,9,3,2,14,5,14,11,8,1,8,8,4,3,8,3,17,5,2,3,4,3,6,11,13,7,10,7,3,11
MIR8059,0,0,0,7,5,0,0,3,0,0,0,16,0,0,0,3,0,0,0,0,0,8,27,0,0,2,0,0,2,0,6,1,0,0,0,0,1,2,4,1,2,4,0,0,0,0,0,0,0,4,2,0,30,0,2,0,0,1,0,0,3,0,0,2,0,0,0,0,2,0,0,9,0,1
MIR7107,15,15,14,27,5,9,10,6,9,17,6,18,22,12,15,6,11,15,16,3,17,13,10,13,13,18,13,7,11,7,4,14,2,17,13,11,11,14,12,9,17,22,5,9,10,8,9,14,16,5,25,16,10,17,25,19,18,9,11,15,13,14,10,24,13,10,17,20,5,9,14,10,25,14
MIR6895,12,11,10,19,6,23,26,25,4,21,7,31,8,8,35,8,13,9,12,13,16,10,28,9,16,10,13,3,8,7,2,16,34,19,14,6,20,19,15,14,6,10,10,17,16,15,19,25,14,22,14,8,23,25,13,11,9,16,25,17,17,48,9,5,4,20,13,6,10,12,9,17,9,7
MIR1290,11,3,4,1,7,0,3,1,0,16,0,2,2,0,7,0,0,3,3,4,1,0,2,1,4,1,0,8,2,2,3,8,0,3,6,2,1,2,1,3,1,2,1,4,1,5,7,3,3,2,0,1,1,2,3,5,0,4,0,1,9,5,2,0,5,6,1,8,4,3,3,3,2,2
MIR6833,1,1,1,3,8,1,2,1,1,5,1,2,2,2,1,6,7,4,1,1,1,10,3,1,3,2,1,4,8,3,1,1,6,9,1,1,1,5,1,1,5,2,1,1,2,1,3,1,2,3,1,1,13,2,3,2,0,2,3,2,1,4,1,9,1,1,1,0,1,1,1,8,1,1
MIR562,26,12,14,6,4,22,12,4,3,11,16,10,8,16,19,5,11,6,7,5,9,16,13,8,12,13,14,3,10,10,0,14,10,10,10,12,13,4,2,3,5,25,10,16,11,22,2,2,22,18,4,12,21,9,10,12,9,12,12,12,7,12,6,14,6,13,13,20,17,6,2,11,12,15
MIR224,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
MIR518A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
MIR3156-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR6730,16,6,6,12,1,2,4,1,2,2,0,47,7,2,4,1,1,3,1,3,7,3,10,6,7,0,1,0,4,4,4,13,3,5,1,2,2,1,1,7,6,2,1,2,6,3,4,1,4,3,0,2,1,1,2,1,4,4,0,5,4,3,8,0,7,1,6,1,1,2,5,2,6,4
MIR4268,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
MIR595,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1
MIR1321,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4771-2,10,5,7,6,6,9,9,10,2,8,8,7,4,10,12,1,5,2,3,2,7,6,3,4,10,5,12,4,11,1,5,5,5,6,9,5,4,5,5,10,9,7,13,8,7,5,8,9,11,8,5,6,24,9,2,4,7,4,11,3,11,5,4,11,6,4,7,18,5,11,9,11,6,4
MIR4653,0,3,1,5,7,0,2,3,0,0,0,7,0,0,0,3,0,2,7,0,2,1,3,0,0,6,9,0,6,0,1,3,0,4,0,0,3,4,1,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,0,2,0,0,7,3,0,3,6,1,1,1,2,2
MIR5688,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR933,41,34,30,29,43,48,56,19,43,33,14,46,17,42,26,16,21,25,60,18,34,17,25,78,40,33,53,14,38,46,23,50,27,19,30,40,46,49,96,23,30,43,21,33,33,34,49,29,49,43,72,31,41,55,43,19,29,46,38,81,44,27,23,33,32,45,24,52,18,37,23,33,37,44
MIR3688-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR4676,3,7,3,2,1,1,0,1,1,2,0,1,0,6,3,3,2,1,0,1,1,1,4,6,3,4,1,0,2,1,6,5,1,2,2,1,2,2,1,4,4,1,2,1,1,5,2,2,1,1,3,0,0,3,1,2,2,0,1,4,6,1,1,1,0,3,1,3,0,1,4,2,4,2
MIR7152,3,1,0,2,1,2,0,0,0,3,0,10,1,0,0,1,0,2,0,2,2,0,1,1,0,0,1,0,0,3,0,1,0,3,0,0,0,0,3,2,3,1,0,0,2,1,0,0,2,0,2,2,0,0,1,2,0,0,0,0,0,2,2,0,0,1,1,1,1,2,1,0,0,2
MIR648,30,22,6,15,17,16,4,21,9,11,13,26,7,6,13,6,10,5,25,9,10,18,14,23,12,10,13,3,17,17,0,26,50,23,20,9,7,14,11,30,25,7,15,16,6,14,6,13,14,10,13,17,11,7,14,14,9,15,9,18,14,13,0,12,12,3,11,38,3,11,23,13,20,8
MIR6846,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,1,0,3,1,0,0,0,3,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,2
MIR559,0,1,0,1,1,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,3,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0
MIR1244-4,44,32,57,43,21,53,60,31,41,62,26,23,33,50,33,22,11,35,96,41,25,61,31,15,46,61,74,32,24,39,9,89,51,31,39,6,73,38,64,52,59,44,44,22,51,38,60,32,52,53,58,45,72,73,40,33,44,40,58,41,99,54,71,62,60,30,18,61,48,63,28,74,44,39
MIR942,10,8,7,8,4,6,11,4,2,3,8,17,4,12,7,12,6,13,5,5,11,12,5,2,8,4,8,5,9,2,4,1,4,9,2,3,5,1,6,13,8,15,3,14,21,3,3,6,19,5,4,5,19,3,8,1,10,7,7,8,12,13,2,6,8,4,3,9,23,10,9,9,15,4
MIR3156-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3615,49,19,20,39,18,25,18,13,21,38,24,31,19,18,25,5,23,22,38,6,29,30,20,21,27,25,23,15,15,17,9,32,21,20,18,16,21,39,17,35,25,34,11,13,22,16,28,28,30,22,17,75,58,20,31,31,25,19,27,15,42,22,29,24,33,16,17,21,31,12,20,31,54,30
MIR527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0
MIR379,0,0,0,5,4,0,0,1,2,0,0,0,0,0,0,3,4,0,0,0,1,0,7,1,0,1,0,0,0,0,5,1,1,3,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,1,0,2,0,13,0,0,2,0,0,2
MIR6773,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,2,0,1,0,1,1
MIR500A,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,1,0,0,2,0
MIR6749,10,15,7,12,11,6,11,6,6,10,4,13,3,8,4,2,3,7,12,7,9,12,6,5,8,11,14,8,7,9,0,15,12,8,8,3,20,16,9,5,17,4,6,7,13,6,1,7,7,7,12,16,11,14,14,7,6,9,21,11,15,2,3,9,8,10,7,4,10,7,10,9,6,15
MIR136,1,0,0,0,1,0,0,3,0,1,2,0,1,0,0,0,1,0,0,0,0,0,8,2,0,1,0,0,1,0,1,3,0,0,2,2,0,0,0,0,1,0,1,3,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,2,2,0,0,3,0,5
MIR3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3689D2,0,0,1,0,1,0,2,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,3,2
MIR589,19,7,5,122,4,10,11,14,3,12,10,45,2,9,4,4,6,7,18,10,4,15,10,31,8,12,45,12,8,17,10,15,29,3,11,7,10,17,18,11,14,17,12,9,7,5,12,21,11,17,8,11,42,10,6,11,7,7,12,20,11,11,11,36,8,10,8,22,6,14,17,9,18,8
