TE,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
L1MEg_5end,60.0,51.0,29.0,39.0,53.0,62.0,62.0,45.0,45.0,21.0,44.0,61.0,26.0,39.0,55.6052,77.0,38.0,79.0,69.0,57.0,27.0,47.0,59.0,56.0,63.0,67.0,41.0,49.0,44.0,78.0,55.8433,36.0,57.0,40.0,25.0,56.0,80.4094,40.0,35.0,60.0,94.0,68.0,92.0,42.0,65.0,39.0,88.0,55.0,107.894,76.0,55.0,58.0,31.0,66.0,51.0,84.0,48.0,29.0,30.0,56.0,56.0,39.0,51.0,119.904,64.0,52.0
L1ME_ORF2,2598.49,3569.96,1832.16,2903.06,3336.71,3203.21,2842.3,3142.81,2563.49,991.793,2483.15,4152.07,1793.28,2617.98,3704.97,4262.42,2384.78,3932.87,3582.34,3008.36,2321.34,2445.03,2536.2,3757.11,4175.61,2806.74,2525.03,3106.13,3165.44,3116.3,3298.43,2145.37,2856.73,3014.7,2444.0,2573.18,3481.6,2561.71,3490.55,3539.89,4621.31,3365.01,3757.74,3136.36,3299.24,2220.74,2711.04,2152.39,3760.3,5097.85,2519.47,2986.79,2455.42,2975.86,2628.27,3995.25,2219.97,1732.43,2581.89,3307.03,2257.68,2799.91,2216.87,5908.62,2843.01,2923.55
L1P4a_5end,520.153,611.279,277.903,531.768,530.683,579.684,469.998,545.247,416.145,175.983,442.606,884.74,380.785,474.753,784.206,1158.59,362.112,645.934,606.916,569.257,381.76,367.727,501.653,668.216,814.501,492.755,473.105,483.351,582.548,543.317,583.015,417.129,480.765,508.531,488.917,425.679,803.367,455.522,527.467,788.76,920.797,553.594,1173.63,562.252,551.726,378.265,441.985,319.015,845.215,896.199,442.446,534.137,375.363,544.112,426.056,758.165,338.916,276.894,432.096,690.157,441.29,510.063,336.856,1548.48,617.062,490.258
L1P4d_5end,72.1262,43.3372,39.2771,68.8612,51.1614,44.6921,41.5384,49.524,73.366,7.02837,46.1789,86.4535,36.0956,29.8228,81.2818,140.922,27.5015,41.2155,56.597,57.5917,28.9312,46.5187,52.1877,68.3004,45.9291,66.0752,33.9811,31.7925,47.9357,48.7834,57.4017,35.6563,39.168,31.9395,51.1281,38.0899,96.2777,60.1267,47.3573,56.2247,96.6271,44.9422,141.3,41.8069,53.1881,31.9832,42.8206,29.9864,77.3364,67.6296,42.6312,58.8149,40.916,55.3647,38.5268,53.6749,26.6782,38.5999,34.7535,49.1329,51.7042,44.2773,44.5514,141.051,82.7105,40.5862
L1P4e_5end,158.012,235.841,96.7246,172.412,190.53,219.034,215.001,170.927,149.259,69.4219,132.085,312.781,144.957,160.052,321.32,412.774,123.392,181.076,266.236,239.243,128.642,137.315,148.095,273.864,209.394,173.259,203.859,173.9,198.882,178.862,235.224,150.177,127.762,191.498,196.523,150.492,268.913,151.271,213.803,310.487,271.384,224.086,373.722,201.509,245.305,130.027,125.63,123.743,181.045,336.922,178.272,211.027,134.491,195.28,174.413,215.143,147.66,131.074,140.0,217.562,158.644,208.346,121.388,406.069,196.639,180.938
L1PA13,9125.89,10059.4,6175.1,8765.91,9112.24,9315.71,7350.03,9838.08,8098.92,3563.21,7007.61,15236.7,6449.62,7974.96,13264.4,18284.3,6575.93,10435.6,9858.07,10316.5,6490.38,7151.4,6259.99,10474.2,12469.3,8687.83,8288.14,9035.0,9905.97,8537.13,8623.71,6062.58,7837.92,7909.82,8930.15,7132.7,10264.0,7567.52,9772.66,11094.7,13425.8,9000.06,15593.2,9281.26,8720.46,6684.78,6688.33,6045.78,9300.54,13962.2,9020.81,9937.5,8805.71,8351.05,7131.06,11108.4,6007.09,5495.06,7424.59,9957.32,6965.0,8056.71,6755.41,14148.4,10413.7,8534.33
L1PA15,3893.24,4217.72,2540.5,3989.45,4298.44,3772.98,3150.45,3908.79,3598.16,1403.08,3144.72,5931.53,2770.66,3439.4,5203.56,6125.25,2950.08,4691.87,4078.45,4090.09,2967.26,3273.96,3362.0,4674.52,4932.52,4034.69,3488.16,3901.85,4258.76,3936.42,3923.4,2738.74,3531.8,3559.9,3469.41,3179.14,4010.55,3215.54,4134.1,4551.23,5563.99,4148.56,5942.32,4046.76,3961.98,2994.66,3413.7,2697.53,4509.84,6131.63,3666.53,4318.47,3663.43,3908.53,3129.2,4631.79,2492.61,2495.83,3189.21,4261.93,3264.08,3831.32,3166.3,6310.92,4019.74,3556.03
L1PA16_5,2179.45,2531.79,1236.76,2258.03,2076.16,2652.17,1682.53,2234.46,1732.45,780.82,1642.14,3633.82,1582.88,1810.47,2855.47,4661.17,1484.24,2680.62,2422.14,2546.1,1611.33,1500.96,1973.53,2862.41,2704.42,2139.64,1493.99,1933.7,2341.23,2225.77,2445.99,1652.92,1850.03,1889.27,1842.68,1729.69,3404.36,2181.59,2217.02,2828.72,3335.72,2298.5,4450.17,2468.72,2152.43,1553.75,1992.58,1474.05,3002.75,4075.72,2023.85,2184.09,1629.23,2177.43,1904.06,2760.25,1322.56,1068.51,1918.21,2443.69,1695.39,2218.7,1733.97,5564.24,2341.19,1933.07
L1PA3,25660.1,26607.1,16816.8,25690.2,23394.6,24796.3,20020.7,25408.8,23357.5,13236.1,19177.9,47542.7,19972.1,21009.1,39550.4,52734.9,19089.4,26502.0,25113.4,28696.1,18874.3,18376.5,17158.5,30478.8,29803.2,27268.0,28197.4,23996.6,29852.2,23656.3,24276.7,14930.6,21958.9,23653.9,25933.8,18954.8,30242.0,20439.1,24653.0,32882.2,36971.0,25464.7,46917.4,26494.3,21059.5,19864.2,20115.4,15149.6,26468.6,39303.3,25295.8,30042.6,24035.3,23986.6,21067.5,30643.1,15116.0,15260.8,21451.6,29461.4,21721.5,23585.4,19549.2,40246.7,31372.3,21208.7
L1PA8,13114.1,12494.6,8280.48,11406.2,11256.7,11597.8,9671.06,11954.7,10743.4,5470.4,8611.81,20570.9,9020.16,10110.5,18718.4,23786.2,8815.04,12947.6,12329.3,13733.3,8527.16,8757.18,8493.24,14330.2,14842.1,12960.0,12399.5,11152.3,13919.0,10925.6,11254.0,8017.48,10766.1,11558.9,12337.4,9259.41,14107.1,9226.12,11529.1,15939.3,17787.2,11825.0,22121.7,11425.2,10972.1,9699.08,9530.04,7945.85,12395.9,17897.0,12277.2,14388.0,11571.8,11028.3,8989.82,14473.7,7716.46,7492.51,9402.57,12826.8,11228.9,10589.3,9752.51,17768.1,14935.2,10451.5
L1PB2,3531.58,3791.41,2517.06,3499.53,3525.29,3393.44,2936.03,3584.09,3320.09,1248.52,2683.33,5544.7,2638.29,2899.6,5017.45,6940.88,2502.55,4123.8,3868.31,3832.65,2646.07,2727.25,2689.53,4281.84,4347.12,3658.09,3010.37,3566.47,3760.76,3409.35,3563.75,2287.17,3216.27,3509.13,3319.28,2815.45,4414.66,2869.38,3517.73,4530.42,5929.63,4156.47,7212.21,3384.2,3550.85,2596.11,3131.72,2436.62,3924.8,5579.8,3611.38,4016.63,3001.94,3634.53,2710.46,4274.71,2343.55,2171.9,2608.66,3844.7,2840.5,3333.66,2751.83,6754.9,3980.31,3044.34
L1PB2c,41533.0,46952.8,27102.8,43703.1,43316.0,46776.2,34810.3,45202.5,35869.3,17416.8,33476.7,69623.3,30642.8,36214.0,59735.1,80362.0,31461.4,51537.5,45386.6,47481.7,31812.3,31189.2,34270.2,53451.7,54574.0,41991.4,35861.0,39993.0,48383.9,43138.2,45935.5,29169.5,36899.5,39914.1,42833.0,35322.1,59990.1,37250.9,46019.6,51502.9,65385.0,48167.1,69293.4,43526.5,42950.3,31841.3,37494.0,27299.7,52327.0,71878.0,41234.6,46568.9,35960.3,40864.7,35632.6,53873.7,28101.3,24831.8,36419.3,50696.9,33215.9,42313.0,33690.9,93150.5,46895.3,40513.8
L1PB4,2292.79,2936.07,1474.98,2507.19,2604.37,2697.76,1995.02,2447.89,2003.04,835.167,1978.93,3759.55,1692.08,2212.89,3324.9,4087.59,1869.54,3209.39,2724.89,2561.04,1937.38,1909.18,1913.39,3074.14,3248.88,2391.03,2030.66,2480.44,2472.27,2473.02,2485.51,1687.69,2266.07,2408.07,2141.72,1896.88,2697.89,1931.3,2603.18,2626.28,3945.84,2720.46,4372.74,2697.19,2891.27,1821.24,2173.38,1719.06,2727.05,4140.16,2183.85,2711.63,2169.85,2306.28,1846.05,3109.01,1704.77,1506.88,2058.93,2796.72,1874.27,2287.32,1798.93,4708.23,2343.83,2185.04
L1PBA_5,5119.28,4572.89,3136.5,4466.92,4425.97,4686.6,3823.15,4471.2,4118.39,1462.51,3477.14,7126.29,3480.56,3633.84,7109.87,9573.98,3079.89,5264.65,4907.52,5683.59,3259.31,3127.36,3873.96,5232.53,5405.31,5020.71,3716.47,4123.77,5193.89,4476.4,4709.48,3419.9,3998.16,4181.92,4684.66,3558.9,6815.68,3911.55,4657.18,6200.39,7079.5,5191.85,7613.53,4428.2,4604.45,3571.78,3886.31,3374.81,5086.3,7921.93,4485.47,5601.88,3986.55,4338.3,3638.3,5687.95,3049.96,2708.27,3591.45,5364.72,3845.21,4408.34,3576.22,9798.21,5426.6,4114.67
L1PREC2,31706.1,37682.0,20793.0,34555.1,33611.4,37427.3,29201.3,35143.7,27061.2,15879.4,25704.1,53974.2,24300.8,28677.0,45540.4,57758.7,25312.3,40001.9,36453.4,37179.6,26306.4,23059.8,25473.3,41536.3,43431.6,32136.3,28669.7,30953.4,35802.9,33606.9,35855.6,22410.3,27870.0,33022.5,32998.6,27417.4,43224.2,31488.1,35729.4,41228.7,49429.8,32784.4,50486.6,36128.4,34129.9,24968.6,27237.4,20364.3,38800.1,55758.8,30366.9,36610.6,30347.5,31793.9,26866.5,42291.9,22184.9,18603.9,28691.6,38690.3,25788.0,31693.3,25332.2,69571.5,34825.9,30956.7
L1P_MA2,18634.6,23813.0,12378.9,19956.3,21478.9,22720.4,17789.7,22225.6,16862.5,7769.03,16536.3,30947.3,13338.2,17697.3,26087.9,32112.6,15342.4,26037.9,23224.3,22610.8,15841.0,15694.3,17123.0,25603.2,28294.2,19110.5,16968.4,20414.3,21265.3,20875.6,22113.9,14362.2,18106.6,19945.1,18286.0,16334.5,25399.9,18946.0,22438.1,24324.5,32663.5,21839.3,25355.0,22294.7,22602.7,14816.7,17135.5,14040.0,25054.4,35736.1,18490.2,20901.0,17720.7,19591.0,17686.1,26856.2,13942.1,12092.5,18381.6,24045.6,15018.2,19696.7,15223.2,41497.9,20623.0,19890.5
L2,3013.0,1291.0,3393.0,2297.0,1872.0,1204.0,2171.0,1643.0,3730.0,464.0,2792.0,477.0,2704.0,2169.0,1135.0,634.0,2151.0,1010.0,3443.0,2412.0,2270.0,1964.0,2374.0,2007.0,1323.0,3184.0,969.0,1427.0,2378.0,2027.92,2171.0,2025.0,1908.0,1289.0,1589.0,2554.0,2020.0,1905.0,2168.0,892.0,1512.0,2263.0,607.0,2059.0,1235.0,2272.0,2431.0,1813.0,3012.0,2930.0,2343.0,1247.0,2421.0,2604.0,1381.0,2014.0,2365.0,2103.0,1402.0,1437.0,2659.0,876.0,1903.0,1398.0,2086.0,2846.0
L2C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L3,9.0,1.0,1.0,3.0,5.0,6.0,4.0,5.0,6.0,1.0,13.0,11.0,5.0,4.0,9.0,10.0,7.0,3.0,7.0,5.0,3.0,7.0,3.0,7.0,7.0,11.0,5.0,2.0,3.0,7.0,7.0,3.0,8.0,8.0,4.0,5.0,15.0,4.0,3.0,2.0,0.0,8.0,18.0,6.0,7.0,4.0,7.0,4.0,9.0,10.0,2.0,8.0,1.0,5.0,1.0,5.0,4.0,6.0,5.0,6.0,14.0,2.0,1.0,13.0,6.0,11.0
L4,3.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,3.0,4.0,1.0,2.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,4.0,4.0,4.0,2.0
LOR1a_LTR,293.2,201.926,146.406,302.5,277.252,207.546,240.445,256.376,233.803,49.7056,257.923,426.697,212.049,205.774,459.426,779.284,229.396,216.747,276.051,315.276,99.6398,237.572,263.977,313.432,353.558,291.163,194.088,267.974,324.085,292.766,318.117,193.206,248.474,243.608,304.665,200.474,341.904,278.9,207.936,347.928,386.732,321.394,816.166,237.796,244.489,236.948,246.202,229.264,411.155,585.346,334.24,309.346,190.459,258.461,288.161,400.566,161.926,164.98,231.736,191.76,370.187,237.518,262.979,651.548,268.968,257.223
LTR06,2.0,2.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,22.0,1.0,13.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,4.0,2.0,2.0,3.0,1.0,6.0,1.0,2.0,11.0,1.0,0.0,0.0,21.0,22.0,16.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,2.0,5.0,3.0,20.0,1.0,1.0
LTR10B,71.3791,63.7352,115.784,88.7765,69.2989,43.1896,65.9989,66.9428,77.9087,11.9126,54.0258,104.075,87.7342,87.1116,139.468,146.427,60.4378,70.2066,121.904,118.637,54.6816,54.8488,56.4571,92.2561,96.8336,78.3913,70.7124,70.4949,85.8516,73.9856,97.2174,61.9239,106.899,66.6852,113.455,42.715,116.993,121.131,96.8093,286.149,91.93,99.3714,205.947,88.7709,57.0597,113.306,58.6885,60.0626,68.8269,164.181,106.878,63.2334,82.7418,111.667,92.3705,102.364,78.3973,63.8063,68.2763,70.5535,58.4183,107.03,60.0892,127.988,89.7408,90.6076
LTR10B2,6.62086,14.623,2.21635,10.6016,10.6648,5.88521,9.00201,8.29286,4.84219,1.0874,9.9742,33.5435,4.23989,1.36338,9.54039,50.6969,3.445,4.9857,16.0958,13.2468,4.74939,6.22035,6.54295,16.6662,9.06534,4.439,7.90441,11.4498,17.5417,10.3154,6.81237,12.4647,6.57524,7.96373,13.7043,4.65363,15.468,9.59267,2.32271,32.2174,15.2031,1.04843,67.6875,12.9574,4.80236,14.2266,10.3115,9.5074,9.58253,24.9429,12.315,5.01924,1.21109,6.8123,8.51987,22.1268,5.71975,4.19369,16.3202,6.14841,16.9535,17.0067,5.385,18.5148,18.7987,4.74846
LTR10F,892.726,868.57,618.0,897.159,828.337,748.666,751.452,769.24,847.41,173.647,646.465,1236.01,600.0,638.93,1158.62,1796.77,626.372,907.091,964.579,1062.05,654.355,677.149,660.411,1030.13,1009.95,895.38,741.08,706.0,950.301,750.007,842.0,641.359,873.805,797.428,800.215,670.723,979.291,628.685,867.656,1129.0,1074.95,757.356,2223.82,661.675,674.286,627.501,1003.99,699.0,855.111,1393.76,805.32,890.038,712.963,733.073,613.658,1088.39,628.82,513.104,628.0,1017.0,732.0,876.988,679.333,1452.27,997.162,702.329
LTR16,4.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,16.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,3.0,9.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,5.0,1.0,2.0,5.0,3.0,3.0,6.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0
LTR16A,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,6.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,9.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0
LTR16A1,39.0,97.0,25.0,34.0,53.0,22.0,7.0,62.0,34.0,9.0,37.0,43.0,30.0,48.0,71.0,38.0,19.0,32.0,28.0,36.0,68.0,35.0,3.0,30.0,57.0,37.0,55.0,13.0,26.0,27.0,22.0,21.0,25.0,21.0,20.0,36.0,16.0,16.0,47.0,52.0,47.0,70.0,14.0,23.0,26.0,24.0,17.0,21.0,13.0,42.0,28.0,52.0,23.0,25.0,36.0,60.0,26.0,34.0,17.0,28.0,30.0,36.0,24.0,36.0,25.0,53.0
LTR16B,3.0,3.0,1.0,4.0,7.0,4.0,8.0,6.0,1.0,1.0,3.0,3.0,3.0,2.0,8.0,8.0,6.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,7.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,1.0,0.0,16.0,2.0,4.0,4.0,3.0,15.0,10.0,3.0,1.0,3.0,0.0,6.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,7.0,1.0,1.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,8.0,2.0,1.0
LTR16B1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0
LTR16B2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
LTR16E,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LTR18A,58.0,35.0,74.0,38.0,61.0,26.0,76.0,35.0,67.0,1.0,41.0,47.0,47.0,46.0,69.0,74.0,24.0,30.0,125.0,57.0,32.0,46.0,33.0,82.0,46.0,59.0,52.0,23.0,47.0,46.0,56.0,59.0,45.0,55.0,94.0,31.0,46.0,40.0,96.0,48.0,46.0,41.0,57.0,33.0,47.0,41.0,37.0,51.0,40.0,74.0,54.0,69.0,52.0,37.0,30.0,55.0,42.0,16.0,21.0,56.0,51.0,32.0,61.0,49.0,77.0,52.0
LTR18B,266.0,255.0,213.0,176.0,210.0,190.0,204.0,271.0,224.0,41.0,125.0,357.0,270.0,178.0,317.0,480.0,142.0,214.0,248.0,351.0,135.0,151.0,143.0,242.0,269.0,231.0,201.0,172.0,277.0,181.0,210.0,173.0,175.0,220.0,271.0,148.0,279.0,190.0,230.0,327.0,287.0,201.0,432.0,192.0,298.0,193.0,212.0,200.0,159.0,479.0,236.0,285.0,254.0,160.0,159.0,240.0,177.0,139.0,162.0,254.0,237.0,258.0,167.0,318.0,297.0,201.0
LTR18C,94.0,88.0,55.0,54.0,52.0,40.0,64.0,72.0,45.0,9.0,52.0,73.0,68.0,57.0,103.0,109.0,39.0,81.0,107.0,109.0,106.0,35.0,47.0,100.0,110.0,57.0,122.0,103.0,92.0,83.0,75.0,63.0,50.0,51.0,120.0,50.0,58.0,68.0,82.0,144.0,105.0,63.0,85.0,86.0,76.0,47.0,27.0,45.0,32.0,112.0,49.0,50.0,72.0,38.0,49.0,62.0,41.0,41.0,48.0,66.0,56.0,66.0,46.0,90.0,63.0,55.0
LTR1B0,150.359,87.711,120.709,73.6637,59.6459,57.6081,71.1712,54.9273,85.3603,26.7827,26.6113,174.794,65.1207,66.5053,113.678,267.605,34.85,81.8753,89.2785,110.777,66.0564,29.5283,47.5356,170.616,63.4977,87.2696,53.5405,63.2981,134.223,71.4015,62.3372,125.937,49.1948,73.9292,267.951,52.1499,166.762,46.9667,92.0082,139.87,52.4581,57.3162,226.667,62.8926,63.0952,50.9235,43.0307,71.3527,75.7006,91.9946,66.9426,108.369,101.154,64.6016,62.6644,50.7437,50.1393,29.7937,39.3029,56.9049,53.9632,93.6328,52.7391,111.822,268.694,45.5204
LTR1C,54.8218,94.3332,51.877,78.9635,39.5011,40.6409,53.3254,64.2869,64.6408,16.3465,51.7323,73.5197,58.4388,47.8814,80.8821,134.029,42.9685,88.0923,69.2077,132.935,50.0686,57.9792,29.5215,54.4414,79.483,68.3544,61.2227,39.012,96.2715,54.2601,50.1689,63.5581,51.086,44.8649,96.7713,47.9792,76.6122,87.1641,64.8723,206.168,111.175,53.944,132.07,60.9491,61.5665,60.1345,25.7736,61.3345,49.3715,152.605,52.2319,77.8435,59.0846,66.6334,64.8293,58.3655,38.8131,53.247,75.2098,78.6137,64.1486,51.6162,54.4076,75.978,93.5167,59.8066
LTR1C2,6.55995,9.72412,2.45069,11.6246,6.96253,5.93635,3.93188,8.11561,2.22013,5.43198,2.47125,17.3608,3.44174,7.3083,10.5841,30.4905,8.64188,13.3276,11.8621,13.3467,7.5958,4.6123,6.78021,8.04343,6.89794,10.9715,11.7671,3.88573,10.2665,6.03006,7.10169,5.44726,6.32378,4.46752,14.2957,9.30664,10.1616,12.795,11.3282,12.8106,10.2222,1.36492,25.1846,3.62908,5.81358,12.8563,8.18963,11.7332,8.57003,14.341,6.50914,12.2625,6.16965,6.32585,11.3339,2.40321,1.14709,1.22806,8.52989,9.79541,11.0142,8.53465,12.1488,12.4739,16.5053,6.30275
LTR1C3,10.0,12.3206,14.0,8.0,10.0,12.0,18.0,9.0,16.0,3.0,7.0,32.6277,25.5243,14.0,26.09,53.4469,16.0,14.0,36.977,24.0,3.0,6.0,9.0,12.0,7.0,13.3017,13.3869,20.6691,16.1719,19.0,19.0,27.2939,13.0,17.4002,49.0,11.0,31.4931,36.7379,20.0,37.0,13.0,17.0,74.2781,15.0,7.0,20.0,8.0,13.3768,8.0,33.4222,12.0,20.0,7.0,25.0,14.7696,8.0,7.30807,9.0,18.0,21.0,14.4614,16.0,12.0,45.4111,24.8988,10.1222
LTR1D1,188.028,200.258,167.687,216.228,177.752,139.246,215.212,190.299,177.203,61.1075,162.004,246.621,129.618,139.063,238.442,309.144,129.646,228.905,294.558,282.135,180.299,136.835,147.467,283.95,211.057,187.379,240.296,199.349,227.262,201.486,223.295,129.581,179.477,218.611,196.582,126.787,160.476,145.002,198.735,281.562,251.45,213.305,226.02,150.719,207.173,128.974,125.096,201.543,139.576,245.12,185.827,207.737,207.054,193.512,136.105,276.321,116.001,151.164,129.09,215.037,186.106,144.625,129.191,168.626,257.838,133.503
LTR1F1,120.067,77.6988,53.0211,83.7042,53.8629,45.8349,41.9996,48.6321,48.782,19.8819,53.7698,205.299,72.7778,50.6325,113.089,301.375,71.3591,78.628,67.5715,102.234,40.9474,56.0445,64.4785,50.3797,86.5287,99.6642,111.476,42.9313,109.339,49.3202,55.9371,97.1637,45.6772,66.0824,62.5581,61.6109,191.32,45.4387,60.1626,178.22,98.9953,99.7928,283.026,41.0807,55.6127,45.3372,82.0326,76.8909,54.7984,125.963,75.3792,72.3266,60.1893,65.816,48.5965,74.945,40.7811,46.7411,79.4847,71.1066,129.575,44.4856,44.7661,93.779,116.815,51.5853
LTR2,155.0,69.0,95.0,120.0,86.0,59.0,99.0,77.0,113.0,24.0,113.0,68.0,72.0,67.0,107.0,48.0,49.0,74.0,158.0,98.0,63.0,80.0,81.0,144.0,127.0,127.0,92.0,93.0,113.0,127.0,98.0,80.0,122.0,82.0,65.0,108.0,59.0,90.0,122.0,90.0,185.0,99.0,59.0,88.0,80.0,68.0,105.0,85.0,98.0,79.0,107.0,72.0,83.0,75.0,49.0,77.0,95.0,77.0,77.0,76.0,110.0,46.0,101.0,86.0,115.0,108.0
LTR21B,42.0,45.0,31.0,34.0,28.0,23.0,20.0,32.0,25.0,3.0,23.0,20.0,32.0,27.0,64.0,38.0,25.0,28.0,25.0,48.0,18.0,33.0,28.0,25.0,27.0,37.0,30.0,27.0,36.0,34.0,28.0,18.0,33.0,25.0,30.0,42.0,25.0,19.0,32.0,42.0,40.0,17.0,24.0,21.0,22.0,39.0,24.0,8.0,18.0,53.0,39.0,28.0,36.0,43.0,26.0,34.0,25.0,26.0,28.0,33.0,48.0,20.0,21.0,34.0,29.0,23.0
LTR21C,25.0,5.0,32.0,15.0,6.0,8.0,11.0,6.0,6.0,3.0,2.0,46.0,5.0,10.0,28.0,55.0,7.0,4.0,8.0,7.0,3.0,3.0,8.0,11.0,9.0,12.0,11.0,14.0,22.0,12.0,10.0,13.0,2.0,6.0,27.0,8.0,35.0,6.0,13.0,6.0,20.0,8.0,79.0,4.0,11.0,4.0,2.0,13.0,7.0,16.0,14.0,6.0,10.0,11.0,7.0,4.0,5.0,6.0,2.0,7.0,19.0,10.0,6.0,22.0,24.0,2.0
LTR22,148.0,93.0,82.0,130.0,125.0,126.0,169.0,127.0,132.0,40.0,117.0,232.0,75.0,127.0,205.0,390.0,98.0,116.0,138.0,127.0,59.0,127.0,91.0,120.0,118.0,157.0,104.0,178.0,140.0,115.0,133.0,97.0,113.0,134.0,68.0,83.0,209.0,88.0,162.0,94.0,248.0,189.0,572.0,132.0,129.0,84.0,95.0,107.0,157.0,146.0,123.0,154.0,97.0,120.0,82.0,90.0,120.0,91.0,124.0,144.0,124.0,75.0,82.0,308.0,155.0,136.0
LTR22B2,220.0,277.0,179.0,270.0,210.0,193.0,177.0,242.0,269.0,48.0,180.0,199.0,231.0,253.0,261.0,186.0,223.0,301.0,230.0,242.0,196.0,204.0,205.0,240.0,270.0,257.0,271.0,265.0,248.0,197.0,212.0,158.0,222.0,135.0,245.0,172.0,145.0,129.0,268.0,332.0,325.0,227.0,177.0,287.0,182.0,288.0,233.0,161.0,219.0,341.0,306.0,373.0,396.0,254.0,149.0,271.0,137.0,123.0,251.0,276.0,241.0,227.0,180.0,232.0,226.0,294.0
