TE,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
CR1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERV3-16A3_I,16.0,22.0,15.0,15.0,19.0,17.0,10.0,23.0,14.0,0.0,3.0,20.0,15.0,9.0,40.0,32.0,18.0,18.0,14.0,42.0,13.0,7.0,15.0,10.0,21.0,16.0,23.0,20.0,35.0,9.0,6.0,19.0,17.0,15.0,44.0,7.0,25.0,20.0,19.0,58.0,44.0,20.0,37.0,16.0,16.0,28.0,12.0,11.0,17.0,100.0,26.0,32.0,32.0,17.0,22.0,18.0,10.0,5.0,15.0,16.0,22.0,33.0,13.0,31.0,15.0,22.0
FAM,3437140.0,1167030.0,4802480.0,1222040.0,1304960.0,1740080.0,2210920.0,1271830.0,3246840.0,616465.0,1989030.0,1290630.0,2879360.0,3006280.0,1777490.0,499346.0,2167350.0,1461380.0,2805030.0,1805380.0,3060520.0,2059850.0,3695720.0,1741200.0,1069720.0,3495330.0,2481360.0,560029.0,2153470.0,2013880.0,1773700.0,2351240.0,2249630.0,1752640.0,3042150.0,2240290.0,1823430.0,1383080.0,1798530.0,2497610.0,1233650.0,3845740.0,1045050.0,2173440.0,1536040.0,2110040.0,1859860.0,2108910.0,1971710.0,1694290.0,3868050.0,2436360.0,3885120.0,2224400.0,1823080.0,1399100.0,2442260.0,2572200.0,2540280.0,1319500.0,2698760.0,922512.0,2073220.0,2097280.0,3693220.0,2279980.0
FLAM,13011.8,9602.38,12282.4,7744.34,10311.1,7966.55,9295.06,9113.65,12193.8,10064.9,9061.87,15045.7,7221.2,11801.6,10627.7,4864.8,12315.0,10575.1,13222.3,10649.9,13174.2,6580.05,11429.3,14116.8,10988.4,11293.2,14282.3,11064.5,11504.7,10952.4,10215.4,9764.34,7979.87,13517.9,10086.9,11509.2,6213.67,8227.6,11219.6,21060.6,12371.0,18696.3,5786.03,14677.7,9266.08,8851.63,10741.3,8543.05,10655.0,16025.5,13609.0,10239.2,12313.6,9632.63,10487.7,12645.4,8880.69,5292.79,8904.92,8494.21,9968.7,7807.07,6757.7,8361.79,18212.4,10690.8
HERV-Fc1,721.0,603.0,477.0,613.0,303.0,375.0,176.0,473.0,439.0,144.0,229.0,634.0,703.0,405.0,756.0,358.0,285.0,604.0,237.0,352.0,369.0,351.0,258.0,359.0,681.0,583.0,354.0,502.0,847.0,338.0,303.0,361.0,548.0,205.0,673.0,371.0,268.0,200.0,471.0,595.0,733.0,375.0,444.0,315.0,492.0,379.0,359.0,265.0,341.0,606.0,359.0,589.0,820.0,511.0,354.0,469.0,216.0,244.0,846.0,391.0,690.0,288.0,638.0,266.0,941.0,493.0
HERV16,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,6.0,34.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,3.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,19.0,4.0,0.0
HERV1_I,796.0,403.0,403.0,936.0,1185.0,328.0,407.0,692.0,1336.0,185.0,804.0,438.0,538.0,625.0,2031.0,526.0,453.0,848.0,807.0,1017.0,371.0,572.0,1263.0,741.0,479.0,760.0,573.0,958.0,1010.0,687.0,1008.0,475.0,683.0,639.0,471.0,522.0,485.0,610.0,986.0,440.0,692.0,483.0,619.0,555.0,742.0,835.0,582.0,731.0,685.0,1623.0,639.0,1124.0,357.0,721.0,759.0,1121.0,885.0,572.0,527.0,875.0,545.0,795.0,536.0,1172.0,707.0,572.0
HERV3,826.0,658.0,520.0,664.0,417.0,346.0,421.0,544.0,512.0,104.0,393.0,519.0,873.0,1197.0,806.0,541.0,501.0,544.0,600.0,610.0,373.0,466.0,377.0,835.0,702.0,762.0,413.0,652.0,696.0,478.0,500.0,536.0,453.0,520.0,903.0,431.0,456.0,293.0,630.0,809.0,836.0,741.0,502.0,420.0,905.0,527.0,423.0,427.0,485.0,754.0,508.0,695.0,738.0,498.0,414.0,399.0,363.0,253.0,548.0,742.0,819.0,731.0,491.0,318.0,637.0,548.0
HERVI,195.383,223.175,183.589,213.459,146.2,125.368,157.244,153.221,121.253,44.0463,122.107,259.978,165.502,115.142,247.278,339.808,131.1,206.272,154.135,277.523,110.138,110.253,136.09,198.366,166.338,236.472,138.353,214.311,213.431,178.215,166.368,143.235,243.22,164.23,194.551,181.2,214.707,240.213,213.124,313.666,275.577,145.231,430.528,132.184,121.153,139.116,290.649,172.258,191.506,507.469,223.852,191.313,170.282,275.589,264.343,204.204,94.0697,97.0988,149.098,162.268,219.372,154.361,147.326,351.238,243.884,209.331
HERVIP10F,1536.06,1389.34,808.896,1217.99,1259.29,945.522,1152.14,1407.66,1072.11,414.537,1016.22,1528.72,1091.02,1243.59,1593.72,2067.64,1005.94,1197.97,1264.22,1477.05,1436.2,1077.71,947.253,1384.71,1504.66,1582.69,1186.96,1413.45,1374.25,1263.17,1399.99,909.693,1334.97,1134.68,1040.84,1279.85,1254.57,1012.53,1157.56,1403.09,1964.7,1522.67,2488.88,1079.15,1263.95,1022.57,1218.8,1008.4,1214.87,1819.34,1376.86,1225.91,1565.53,1112.44,990.328,1895.42,867.345,845.325,1391.31,1498.82,1188.26,1215.3,975.705,1802.53,1498.42,1351.25
HERVK,3139.06,3039.07,1807.01,4327.03,5435.01,4564.04,2060.09,2772.1,3430.04,870.0,1553.0,4651.06,3203.05,2685.0,9082.36,4032.12,3525.13,4684.0,2360.01,3252.05,2499.09,1649.06,2684.02,4630.09,3671.05,2351.05,2135.01,2840.14,3822.09,2729.0,3082.12,2776.0,2046.02,3115.03,2651.0,1547.0,2847.05,2024.02,3226.05,3238.07,2380.03,2247.0,4660.27,4111.04,3523.03,2389.05,2081.05,1940.03,2797.0,5331.14,3239.1,5669.38,4221.02,2571.07,1999.0,5282.04,1542.02,1270.01,1711.01,4109.17,2654.08,2786.08,2440.06,4157.0,3782.1,2153.02
HERVS71,870.0,589.0,567.0,1032.0,675.0,779.0,524.0,1027.0,1332.0,343.0,800.0,1007.0,640.0,864.0,2183.0,965.0,618.0,991.0,566.0,901.0,496.0,861.0,1076.0,845.0,946.0,786.0,642.0,1021.0,1051.0,728.0,785.0,695.0,633.0,578.0,652.0,594.0,728.0,418.0,596.0,513.0,1034.0,720.0,1352.0,698.0,1085.0,673.0,1170.0,525.0,818.0,1097.0,979.0,931.0,565.0,880.0,559.0,853.0,565.0,490.0,575.0,1028.0,817.0,838.0,801.0,937.0,1043.0,748.0
L1M2A_5,237.811,223.627,154.311,220.369,215.903,259.818,202.864,241.451,263.982,64.7987,221.288,242.967,161.443,248.761,267.866,250.413,226.67,244.951,249.387,317.686,233.225,224.426,230.698,291.662,284.964,286.122,216.114,304.838,286.461,221.95,211.773,176.792,212.111,245.141,221.659,221.127,233.566,241.173,235.313,273.591,390.63,287.068,205.319,305.853,244.919,222.862,269.68,161.206,318.969,391.646,222.709,209.258,277.433,306.732,255.276,292.351,204.153,181.48,292.347,221.325,207.169,206.31,202.135,283.257,232.558,283.591
L1M3B_5,15.0,13.0,11.0,8.0,11.0,11.0,4.0,10.0,6.0,1.0,10.0,11.0,4.0,8.0,20.0,29.0,13.0,14.0,16.1433,20.3348,5.0,6.0,7.0,9.0,14.0,5.0,11.0,8.0,14.0,14.0,9.0,15.0,1.0,3.0,11.0,3.0,17.0,10.0,13.0,22.0,20.0,5.0,19.3452,2.0,11.0,8.0,1.0,3.0,11.0,23.0,3.0,11.0,5.0,9.0,10.0,23.0,3.0,2.0,8.0,13.0,6.0,21.0,7.0,28.0,11.0,8.0
L1M3D_5,43.0,16.0,33.0,32.0,35.0,22.0,38.0,35.0,20.0,23.0,25.0,25.0,15.0,21.0,29.0,45.0,28.0,40.0,46.0,16.0,22.0,23.0,23.0,36.0,40.0,16.0,13.0,55.0,39.0,35.0,43.0,25.0,24.0,33.0,33.0,20.0,34.0,19.0,28.0,26.0,74.0,24.0,49.0,34.0,45.0,29.0,15.0,21.0,52.0,40.0,44.0,30.0,23.0,39.0,25.0,34.0,26.0,15.0,20.0,44.0,20.0,30.0,16.0,52.0,31.0,38.0
L1M6_5end,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1MC4,602.407,608.731,399.301,576.358,759.206,569.589,541.377,732.146,496.15,107.009,487.901,523.226,324.923,628.355,614.032,528.68,537.192,732.183,667.245,628.417,411.857,488.778,449.287,849.475,892.457,515.736,495.125,607.705,507.934,569.054,611.39,349.605,541.745,591.425,527.259,522.62,441.555,515.871,694.705,586.337,1004.75,622.85,501.432,681.584,766.161,478.502,575.603,491.776,711.499,943.768,556.864,589.787,478.036,597.334,528.876,723.941,469.88,385.166,610.386,707.959,460.854,534.931,407.368,790.487,521.016,628.471
L1MC5,112.971,132.458,80.571,119.14,128.703,107.982,94.3418,151.829,121.745,20.8435,69.2295,104.231,68.5338,117.365,131.899,103.887,87.1948,122.167,119.241,124.062,94.759,96.9758,73.6813,130.324,171.939,119.946,86.7006,119.997,107.427,118.875,113.915,77.4663,111.03,93.1247,124.783,119.201,82.1017,119.453,121.252,135.329,235.28,151.885,114.13,127.587,85.4538,107.311,86.7742,82.7104,135.92,192.053,111.888,96.2687,89.2926,128.944,86.3033,152.521,70.5703,55.2298,131.825,140.395,83.3393,109.007,96.0781,169.394,104.354,112.906
L1MCB_5,50.3836,51.5613,40.3143,67.1422,63.3767,39.1582,65.9978,70.141,52.2963,30.4492,45.1631,52.7253,29.0188,60.0935,55.4243,100.766,53.0506,67.6337,72.1365,87.7925,23.2064,44.2063,60.728,100.719,72.3196,51.099,39.4185,37.6503,56.409,60.2806,67.8622,57.4401,48.3038,63.8273,54.4778,28.9025,59.6851,76.1002,47.8508,94.9899,94.2289,68.8683,64.8903,45.474,51.2147,35.4617,63.4798,27.8745,53.785,128.953,49.4327,49.988,35.4439,62.8758,74.399,71.4264,48.0687,29.0781,37.9317,75.5303,34.9474,77.453,40.51,143.382,70.3984,58.714
L1MD1_5,94.0,55.0,51.0,68.0,117.0,84.0,71.0,58.0,128.0,12.0,36.0,41.0,41.0,58.0,99.0,47.0,49.0,68.0,80.0,160.0,73.0,48.0,21.0,89.0,58.0,69.0,42.0,36.0,40.0,67.0,55.0,69.0,56.0,51.0,34.0,36.0,39.0,57.0,55.0,50.0,66.0,60.0,52.0,44.0,76.0,63.0,59.0,21.0,111.0,181.0,100.0,98.0,61.0,80.0,63.0,72.0,29.0,53.0,40.0,72.0,102.0,56.0,67.0,68.0,65.0,29.0
L1ME3D_3end,56.4577,50.5365,51.231,42.13,64.5237,42.2707,42.2125,41.6258,48.2111,18.7921,41.2814,78.4499,34.7987,59.8124,80.6189,68.4252,42.5147,52.7725,55.0425,46.2476,30.6047,39.7528,30.1017,45.9205,81.492,63.9805,53.3745,53.3149,59.1876,29.7332,55.0508,25.6979,42.5572,41.9067,40.736,41.2261,44.9051,39.2422,63.3008,100.343,75.4896,45.7137,85.8536,57.0839,40.3025,41.002,41.0787,19.8738,68.9081,78.1864,51.941,36.0675,31.6471,44.2208,54.872,54.9229,25.6372,37.3551,53.4626,58.9343,33.0157,57.0968,44.9726,81.9176,63.4841,65.0711
L1ME3E_3end,110.445,129.04,123.142,130.826,85.5439,99.2817,80.9614,133.062,107.691,17.9335,60.062,57.5061,103.593,101.777,87.2407,88.7516,120.064,133.548,142.786,120.056,168.812,96.8829,122.268,158.444,104.571,101.321,65.6882,112.682,132.945,114.859,97.7558,90.7741,121.599,165.954,163.253,148.219,88.15,124.884,120.376,80.6442,133.54,117.212,53.5209,107.981,162.344,97.3121,120.471,95.6345,116.371,224.309,134.455,133.838,103.76,295.621,82.7848,136.479,70.5733,86.6183,107.825,99.9384,132.727,96.3658,97.0985,145.502,112.086,118.146
L1ME4,36.0,40.0,26.0,44.0,62.0,30.0,69.0,37.0,48.0,9.0,23.0,60.0,15.0,51.0,60.0,37.0,37.0,66.0,72.0,32.0,26.0,33.0,24.0,59.0,42.0,70.0,42.0,32.0,43.0,44.0,63.0,29.0,41.0,39.0,36.0,33.0,43.0,33.0,45.0,66.0,60.0,39.0,58.0,55.0,45.0,26.0,34.0,58.0,50.0,47.0,64.0,52.0,46.0,30.0,22.0,49.0,44.0,27.0,45.0,65.0,40.0,34.0,27.0,43.0,44.0,46.0
L1ME4A,15.3837,15.0,15.0,11.2702,19.8651,9.21126,15.2971,12.0,15.214,2.0,13.3887,14.0,6.0,8.30587,17.0,25.8447,21.0,11.0,22.0,13.0,4.0,15.7462,16.6853,18.0,15.0,11.6167,5.0,10.3544,9.0,7.0,16.4997,17.0,14.0,18.0,31.0,17.2913,17.0,2.0,26.6218,13.0,21.0,15.2656,27.0,10.3114,12.0,10.0,15.0,17.0,28.3931,12.0,11.5547,11.1233,11.1622,9.0,3.0,19.0,8.0,4.0,4.2079,12.0,11.1587,12.0,10.0,26.2861,14.0,11.0
L1MED_5,2.0,5.0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,5.0,9.0,2.0,7.0,2.0,2.0,1.0,7.0,0.0,2.0,2.0,2.0,4.0,6.0,3.0,4.0,4.0,1.0,4.0,1.0,0.0,4.0,7.0,1.0,5.0,2.0,6.0,5.0,13.0,4.0,4.0,4.0,16.0,1.0,8.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,5.0,0.0,13.0,3.0,4.0
L1MEE_5,2.0,3.0,3.0,5.0,3.0,3.0,0.0,3.0,5.0,0.0,5.0,3.0,1.0,7.0,3.39477,2.0,5.0,4.0,6.0,0.0,1.0,3.0,2.0,4.0,3.0,8.0,3.0,3.0,11.0,2.0,4.15674,4.0,2.0,7.0,0.0,2.0,5.59063,2.0,4.0,4.0,6.0,10.0,0.0,6.0,2.0,8.0,10.0,1.0,5.10559,4.0,7.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,11.0,3.0,8.0,5.0,5.0961,4.0,4.0
L1MEe_5end,16.0,23.0,15.0,25.0,35.0,29.0,18.0,23.0,24.0,5.0,28.0,25.0,14.0,21.0,23.0,29.0,17.0,16.0,36.0,26.0,20.0,25.0,20.0,48.0,24.0,17.0,11.0,20.0,24.0,43.0,36.0,16.0,9.0,27.0,18.0,12.0,24.0,22.0,21.0,23.0,33.0,27.0,15.0,34.0,22.0,12.0,13.0,10.0,26.0,41.0,16.0,14.0,17.0,27.0,21.0,37.0,15.0,14.0,17.0,23.0,18.0,30.0,15.0,52.0,12.0,32.0
L1P4c_5end,21.0,22.2912,8.0,11.0,23.0,23.0631,4.01645,11.0,15.0,3.02827,7.02619,38.9584,14.0,9.0,21.1397,51.3992,15.0,16.0,4.01107,6.01759,7.0,7.0,12.0,15.0,19.0,17.1668,9.0326,17.0,34.0,17.0,9.05127,16.0,12.1233,12.0,17.0,5.0,61.4587,5.0183,13.0402,52.2014,47.1535,27.0,52.1245,13.0759,10.0906,11.0,11.0,15.1492,26.0,35.5038,25.0,19.057,14.0,29.167,11.0,14.0,2.0,13.149,16.1187,20.0,10.0,24.0,7.0,52.5441,24.3121,14.0463
L2,3013.0,1291.0,3393.0,2297.0,1872.0,1204.0,2171.0,1643.0,3730.0,464.0,2792.0,477.0,2704.0,2169.0,1135.0,634.0,2151.0,1010.0,3443.0,2412.0,2270.0,1964.0,2374.0,2007.0,1323.0,3184.0,969.0,1427.0,2378.0,2027.92,2171.0,2025.0,1908.0,1289.0,1589.0,2554.0,2020.0,1905.0,2168.0,892.0,1512.0,2263.0,607.0,2059.0,1235.0,2272.0,2431.0,1813.0,3012.0,2930.0,2343.0,1247.0,2421.0,2604.0,1381.0,2014.0,2365.0,2103.0,1402.0,1437.0,2659.0,876.0,1903.0,1398.0,2086.0,2846.0
L2C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L4,3.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,3.0,4.0,1.0,2.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,4.0,4.0,4.0,2.0
L5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,5.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
LTR06,2.0,2.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,22.0,1.0,13.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,4.0,2.0,2.0,3.0,1.0,6.0,1.0,2.0,11.0,1.0,0.0,0.0,21.0,22.0,16.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,2.0,5.0,3.0,20.0,1.0,1.0
LTR10B,71.3791,63.7352,115.784,88.7765,69.2989,43.1896,65.9989,66.9428,77.9087,11.9126,54.0258,104.075,87.7342,87.1116,139.468,146.427,60.4378,70.2066,121.904,118.637,54.6816,54.8488,56.4571,92.2561,96.8336,78.3913,70.7124,70.4949,85.8516,73.9856,97.2174,61.9239,106.899,66.6852,113.455,42.715,116.993,121.131,96.8093,286.149,91.93,99.3714,205.947,88.7709,57.0597,113.306,58.6885,60.0626,68.8269,164.181,106.878,63.2334,82.7418,111.667,92.3705,102.364,78.3973,63.8063,68.2763,70.5535,58.4183,107.03,60.0892,127.988,89.7408,90.6076
LTR10B1,176.0,150.642,55.0,174.622,92.0363,93.9252,79.9991,179.764,113.249,20.0,110.0,65.3814,103.026,122.525,78.9915,99.8761,86.1172,102.808,121.0,158.116,102.569,117.931,94.0,167.078,125.101,124.17,76.3832,98.0553,120.607,117.699,117.97,92.6114,172.526,65.3511,52.8411,86.6314,83.5386,65.2761,80.868,123.633,188.867,147.58,116.366,80.2717,164.138,186.467,114.0,128.43,94.5906,249.876,162.807,88.7473,98.0471,137.521,134.11,138.509,70.883,93.0,213.404,151.298,136.628,127.964,77.5258,97.4968,114.46,183.644
LTR10D,506.0,448.0,289.0,397.0,502.0,364.0,453.0,408.0,446.0,101.0,407.0,544.0,314.0,431.02,558.0,696.038,327.0,562.0,559.0,461.0,378.0,407.0,319.0,435.0,539.0,494.0,436.0,431.0,531.0,402.0,356.0,318.0,567.0,379.0,371.0,379.0,401.0,296.0,425.0,501.0,671.0,394.0,825.0,358.0,464.0,458.0,482.0,414.0,777.0,654.0,531.0,490.0,368.0,395.0,376.0,606.0,445.0,347.0,307.014,438.0,460.0,363.0,377.0,636.0,438.0,547.0
LTR10E,439.0,505.0,308.0,373.0,356.0,370.0,381.0,409.0,316.0,92.0,286.0,473.0,302.0,396.0,504.0,461.0,316.0,484.0,452.0,463.0,297.0,286.0,265.0,508.0,498.0,415.0,362.0,608.0,522.0,385.0,400.0,284.0,444.0,362.0,408.0,314.0,353.0,336.0,446.0,519.0,632.0,383.0,787.0,292.0,398.0,372.0,369.0,289.0,404.0,701.0,377.0,383.0,317.0,388.0,367.0,435.0,289.0,254.0,403.0,437.0,438.0,461.0,376.0,756.0,392.0,433.0
LTR10G,230.0,238.0,166.0,242.0,215.0,209.0,187.0,244.0,210.0,55.0,174.0,221.0,156.0,201.0,323.0,398.0,239.0,221.0,253.0,253.0,189.0,251.0,167.0,290.0,356.0,271.0,330.0,284.0,269.0,219.0,197.0,172.0,221.0,169.0,213.0,152.0,212.0,202.0,261.0,399.0,356.0,252.0,451.0,220.0,164.0,164.0,238.0,245.0,304.0,363.0,295.0,285.0,204.0,224.0,200.0,249.0,198.0,141.0,205.0,319.0,239.0,227.0,197.0,350.0,245.0,249.0
LTR13A,2004.92,1671.42,1064.13,1558.24,1506.29,1112.84,1433.75,1707.31,1668.03,422.537,1313.24,1740.4,1290.43,1319.95,1913.95,1699.21,1266.69,1517.28,1730.63,2014.98,1077.23,1223.79,1170.2,1741.99,1905.31,1619.33,1894.33,1912.26,2130.83,1279.15,1318.83,1066.49,1312.95,1471.72,1504.89,1123.41,1186.34,1122.53,1588.79,2526.94,2173.05,1406.32,2155.75,1209.41,1596.69,1530.98,1176.08,1084.37,1641.04,2480.25,1516.03,1823.74,1724.97,1487.73,1280.86,1729.69,1079.44,958.63,1360.52,1709.48,1881.91,1653.03,1195.23,1944.24,1805.17,1622.79
LTR16,4.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,16.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,3.0,9.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,5.0,1.0,2.0,5.0,3.0,3.0,6.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0
LTR16A,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,6.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,9.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0
LTR16A2,5.0,12.0,4.0,7.0,7.0,7.0,4.0,11.0,4.0,5.0,3.0,8.0,5.0,13.0,4.0,9.0,9.0,9.0,4.0,10.0,6.0,3.0,1.0,8.0,25.0,10.0,7.0,2.0,8.0,4.0,9.0,6.0,9.0,2.0,12.0,6.0,9.0,15.0,7.0,7.0,11.0,8.0,11.0,8.0,6.0,7.0,10.0,4.0,10.0,22.0,17.0,11.0,4.0,9.0,9.0,18.0,2.0,0.0,11.0,12.0,5.0,8.0,6.0,14.0,1.0,6.0
LTR16B,3.0,3.0,1.0,4.0,7.0,4.0,8.0,6.0,1.0,1.0,3.0,3.0,3.0,2.0,8.0,8.0,6.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,7.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,1.0,0.0,16.0,2.0,4.0,4.0,3.0,15.0,10.0,3.0,1.0,3.0,0.0,6.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,7.0,1.0,1.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,8.0,2.0,1.0
LTR16B1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0
LTR16C,10.0,17.0,4.0,10.0,4.0,6.0,7.0,6.0,18.0,3.0,5.0,14.0,9.0,7.0,14.0,45.0,8.0,15.0,12.0,24.0,13.0,7.0,3.0,9.0,13.0,3.0,15.0,18.0,12.0,8.0,9.0,6.0,11.0,6.0,7.0,2.0,13.0,13.0,7.0,29.0,14.0,9.0,27.0,10.0,8.0,13.0,14.0,13.0,33.0,21.0,6.0,7.0,10.0,6.0,9.0,54.0,5.0,9.0,7.0,13.0,12.0,13.0,13.0,28.0,16.0,5.0
LTR16E,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LTR18A,58.0,35.0,74.0,38.0,61.0,26.0,76.0,35.0,67.0,1.0,41.0,47.0,47.0,46.0,69.0,74.0,24.0,30.0,125.0,57.0,32.0,46.0,33.0,82.0,46.0,59.0,52.0,23.0,47.0,46.0,56.0,59.0,45.0,55.0,94.0,31.0,46.0,40.0,96.0,48.0,46.0,41.0,57.0,33.0,47.0,41.0,37.0,51.0,40.0,74.0,54.0,69.0,52.0,37.0,30.0,55.0,42.0,16.0,21.0,56.0,51.0,32.0,61.0,49.0,77.0,52.0
LTR18B,266.0,255.0,213.0,176.0,210.0,190.0,204.0,271.0,224.0,41.0,125.0,357.0,270.0,178.0,317.0,480.0,142.0,214.0,248.0,351.0,135.0,151.0,143.0,242.0,269.0,231.0,201.0,172.0,277.0,181.0,210.0,173.0,175.0,220.0,271.0,148.0,279.0,190.0,230.0,327.0,287.0,201.0,432.0,192.0,298.0,193.0,212.0,200.0,159.0,479.0,236.0,285.0,254.0,160.0,159.0,240.0,177.0,139.0,162.0,254.0,237.0,258.0,167.0,318.0,297.0,201.0
