STRAND,circRNA_ID,GENE_ID,GENE_TYPE,GENE_NAME,N58,N60,N70,N82,N83,N84,N85,V1048,V108,V1090,V125,V1279,V1297,V1321,V1337,V1394,V1441,V1456,V148,V1505,V1528,V1565,V1591,V1592,V1699,V1708,V1742,V1776,V1788,V18,V1800,V1823,V1834,V1857,V1860,V1874,V1884,V1920,V1921,V2089,V2092,V2110,V2133,V221,V344,V359,V406,V456,V513,V538,V553,V574,V624,V630,V637,V655,V67,V712,V714,V716,V777,V806,V839,V883,V888,V940
-,hsa_circ_0009043,ENSG00000144036,protein_coding,EXOC6B,8.036583991692611,9.280299124475023,10.774525383668458,9.86837010413783,10.681034790799277,9.307226016671486,9.521551135511334,10.221588402586935,9.680268507221745,9.314838462980443,9.357757289920322,9.80704912430341,0.0,10.564281433014854,9.109356824793894,10.17299460707876,10.663958841226158,10.209837450214815,9.534904611182485,7.557837846679792,9.223894377154755,10.30654288893496,9.294075661656597,11.181985150817662,10.753877752882689,10.061124383509036,10.345245922325496,9.821014562025475,9.527390756334126,10.414825177611132,9.8583132163239,8.945104091138699,11.368346103414392,11.594413303703028,10.140960465194935,9.943196818637524,7.956001448347034,9.511306820399072,9.63460609953986,7.659618658654433,0.0,10.173881012375297,0.0,11.57856676357458,9.832370128231702,10.104082349984195,0.0,10.721021908136017,10.291489446783036,9.780608039056588,0.0,10.496064520538543,9.904219213584335,10.668794633743426,0.0,7.832820352041038,8.952381526329267,9.89492777755446,8.628018925341975,10.68918047682904,10.398840630157357,9.102624088492815,9.874607055361956,10.912552771086634,9.527673920691274,8.762882787833961
-,hsa_circ_0087905,ENSG00000106771,protein_coding,TMEM245,9.448183386290216,0.0,9.14821521819641,7.8729931091746845,7.600147526231561,0.0,9.521551135511334,8.055886216758369,8.098818572932657,8.31710200215793,8.773893829136796,8.639135834685495,9.911888668788176,9.015920754487064,9.693448372506557,9.68251479172281,8.118074313858761,9.625483904997095,8.857999134022975,8.140245871439124,8.961342433229479,8.572232957902177,10.462723346020642,9.709157464083683,9.754712988573488,9.062474188804584,9.098842526485521,8.97429307355666,9.620377968788473,9.678563956085886,8.209563260453182,9.359409642690794,9.854786034926715,9.595812307905282,9.55663669124149,8.851747313930307,0.0,8.513282372573418,9.63460609953986,9.11450260422712,0.0,0.0,0.0,0.0,9.543215128764647,9.327410766793747,10.180811590226108,8.98604929028893,7.8372286729953355,8.782247387880377,9.484950760428202,9.759764740190194,8.229455815623297,9.085603508737467,0.0,8.415672004169595,9.536372926793248,7.730296672814382,9.304722726145034,8.744142302148822,8.926807909833338,10.101311346960184,0.0,9.2361265398849,10.678601580914991,8.762882787833961
+,hsa_circ_0046843,ENSG00000101745,protein_coding,ANKRD12,9.617878889170761,10.394526460124743,10.27236817126717,7.8729931091746845,9.916115034577425,8.892947417904727,8.937569759839333,9.053172968887496,10.09486633376401,8.731008175774928,7.777185934393096,8.960340036427954,9.689745827531677,8.793992731644012,9.109356824793894,9.932213703809943,9.11547564017496,9.625483904997095,8.123104863852388,10.136405656748593,10.097266390324299,0.0,9.294075661656597,9.347079746957611,8.586873963262784,9.424444510632329,8.906573281969072,9.236849329731598,9.707732985028459,10.208536878202453,10.646154533046536,0.0,8.634469552556117,0.0,10.140960465194935,8.851747313930307,10.273274004069915,8.927332433917469,9.63460609953986,9.461868063296118,9.887527823676976,8.369644991855829,0.0,8.412410546078785,9.95776913157062,9.105392573680575,8.723553452029543,10.206814998641518,10.639166056613382,9.36611719639052,10.805670337685413,9.981919406150086,10.547533288181064,9.49997699697254,0.0,9.150946692959018,9.121982900309593,9.048142618300513,9.763532050045416,9.934893585116466,10.278639314420358,8.518973135896285,8.46212864355981,9.498762166813114,9.165662191682337,9.177089769246765
-,hsa_circ_0000638,ENSG00000140374,protein_coding,ETFA,10.447150355141494,10.016336338477043,9.77534875411356,9.453847004251998,10.178900547410159,9.476897962538448,9.351871477891015,10.636323798679786,9.417585743127193,10.313705360216352,10.356657412099649,9.80704912430341,9.689745827531677,9.731036873732341,9.523741158614435,10.79404553031809,9.629268297247227,10.325220959354503,9.993805723378358,10.720940835275139,9.80805241598061,9.570336554616878,10.99292347268267,8.862538748630833,10.284713771305613,8.257141609709509,10.004504716815644,9.651288918999095,10.320112531287807,10.315364989008799,10.099082177498305,9.359409642690794,9.3699823031554,0.0,9.55663669124149,10.30042710098911,9.95163732093067,9.248667741476957,8.957622764775927,8.825574264543567,9.081314784238913,8.953152844233854,0.0,9.824799147061308,10.542247973728369,9.689481724163722,10.306238891521065,9.859224581219502,9.832489440450484,10.10220804052358,9.484950760428202,11.26118787539644,10.225846158522325,10.586384603892817,0.0,11.634287354135518,10.272561169841957,10.046779330999891,10.111099635920166,10.104654808504424,9.34110411735331,10.101311346960184,10.196227754482553,10.083059790977206,9.942222686065277,8.179579889904135
+,hsa_circ_0001519,ENSG00000112893,protein_coding,MAN2A1,10.534552406812063,9.280299124475023,10.687114016840166,10.675063385930342,10.29428202531817,9.114906230689074,10.051461751141405,10.3734706623488,11.416002679903412,10.429095379012363,10.356657412099649,10.806243653472313,9.427060761289539,10.961387530744291,10.330255861758504,10.881460574492076,10.9209714967043,10.624570375325726,10.85566533428929,8.875164623251438,9.638328572070067,10.68479159834642,11.099788111087209,10.12376400850339,10.169332930450981,10.5013415529755,10.620687476414226,9.458900118547582,9.42799471803994,9.967750446530044,10.683606154970796,9.680898390626874,10.047236340354859,10.594879789190742,10.430234747980998,11.071684080597535,7.956001448347034,10.925108224412426,10.334347583911851,9.741614909404333,10.539050554697711,10.366369968106577,0.0,10.911419554721391,9.543215128764647,9.105392573680575,8.309653137042018,10.486707480074825,10.532320437211329,10.10220804052358,11.290866856197955,11.080693999086163,10.225846158522325,10.668794633743426,0.0,8.829652919855082,10.535401172433218,11.309017890580886,10.473379806516746,10.02226972265405,11.509297955332395,10.603425359603218,9.197456944763045,11.304691978001948,10.816025081723506,10.982663398582172
+,hsa_circ_0003054,ENSG00000130638,protein_coding,ATXN10,9.033834163731283,9.694756456164743,9.495593564169093,8.869912752409395,9.18014458324865,7.895979034199283,8.937569759839333,9.859363506541525,8.682025859454406,9.314838462980443,9.357757289920322,8.960340036427954,9.427060761289539,8.53160823266306,9.109356824793894,9.794857838428593,9.008760500504225,9.625483904997095,9.342537339732095,9.721795353130213,9.959894563203422,10.628243127927444,8.87980401014655,8.862538748630833,8.908051454149291,8.257141609709509,8.422348464245477,8.6530819061534,7.6258663858341365,9.678563956085886,8.57104991124098,10.358311024344589,0.0,0.0,9.29398538577579,8.116862032694323,8.539025966503592,9.248667741476957,0.0,10.653361905587017,0.0,9.688953662777395,0.0,8.826389069597143,9.95776913157062,9.327410766793747,9.891581152116206,8.402508660362686,8.420086769920033,9.588197267883663,10.221110788668303,8.76142793163439,9.904219213584335,9.085603508737467,11.625963420632512,9.997815227247374,9.121982900309593,10.184158855636712,10.004284771474042,9.635673398281856,9.75558539774442,8.518973135896285,9.197456944763045,8.914796406755553,9.35799322412826,0.0
+,hsa_circ_0004791,ENSG00000102893,protein_coding,PHKB,8.771350142951176,9.502360050043883,8.859273524715162,10.038123598349637,9.402181675223066,8.892947417904727,7.94050913796085,9.637229918520964,9.417585743127193,9.53690723147072,9.095162600536044,9.6373254203225,10.274125907555636,6.2251907119650385,8.525699768516205,9.964602366479083,6.323643007110378,9.211055104292578,9.120515243857357,9.721795353130213,8.961342433229479,8.572232957902177,9.294075661656597,9.709157464083683,10.043915939644357,9.713569334069371,8.906573281969072,9.236849329731598,9.868016038986516,9.316496789549163,8.859866650008486,8.361604372756622,8.634469552556117,0.0,7.975500624019335,9.58746327894162,9.759200358204483,8.927332433917469,8.222590381033658,9.11450260422712,9.66538923215067,9.95169672770957,0.0,7.82956366778016,10.459842722960397,9.327410766793747,8.723553452029543,8.7235838009458,8.834070915075296,9.103519966758297,7.9040093559926605,10.633477227682798,9.227050381328938,8.501968113958611,10.04191356819633,10.149677212085868,7.955290911274612,8.726895684273753,9.304722726145034,9.257705760362995,9.563178725584454,9.68671156092717,9.874607055361956,8.500754959979576,9.165662191682337,8.179579889904135
-,hsa_circ_0003559,ENSG00000103489,protein_coding,XYLT1,9.769698357477171,9.280299124475023,9.388832087042623,10.18998947132888,8.917607491540608,8.892947417904727,8.937569759839333,0.0,8.682025859454406,8.31710200215793,10.093843048921961,8.960340036427954,9.10565651723385,8.380038247859787,8.11196653349749,9.720942736501781,9.39512448359295,9.211055104292578,9.704613503918777,8.875164623251438,8.226305074879036,8.986322567137936,9.294075661656597,9.539447891805773,10.671464737589753,9.424444510632329,9.557556372956643,9.651288918999095,9.620377968788473,8.09711816930656,9.20712440094192,0.0,9.632653269378633,0.0,9.55663669124149,10.030573453768065,8.953093497385382,7.930292722506258,9.804329423712934,9.823983443302541,9.402710113040374,9.688953662777395,0.0,8.412410546078785,8.69676432293885,9.327410766793747,10.306238891521065,0.0,0.0,9.780608039056588,10.221110788668303,8.76142793163439,9.07531475650241,8.088256500966045,10.626419816942615,9.150946692959018,9.857912398478279,9.310722738157985,9.112403505018742,9.394995011345005,9.34110411735331,9.68671156092717,9.460081736857006,8.914796406755553,9.165662191682337,0.0
-,,ENSG00000137073,protein_coding,UBAP2,10.354109842510734,10.016336338477043,9.59499599458409,10.32738071408001,10.178900547410159,9.307226016671486,9.67335792385379,0.0,9.680268507221745,9.899045660750481,9.095162600536044,9.6373254203225,9.427060761289539,9.851195291436111,9.109356824793894,10.44961659824362,10.164755732701153,10.325220959354503,9.85644368708812,10.136405656748593,9.638328572070067,10.842242204276738,8.296371986401109,8.862538748630833,9.754712988573488,10.712709928515872,9.268475145336778,9.651288918999095,10.477537059605428,10.595273086491986,8.57104991124098,10.528113905423613,9.3699823031554,0.0,9.971195171957559,10.228335982191544,10.273274004069915,9.511306820399072,9.804329423712934,10.046148461197589,9.402710113040374,10.173881012375297,0.0,10.14640904707236,9.373531814808764,9.689481724163722,10.528468528019594,10.569113780780913,8.834070915075296,9.36611719639052,10.59934345734531,8.76142793163439,10.604079741401312,8.823100091782917,10.04191356819633,7.832820352041038,10.272561169841957,9.89492777755446,8.307002179764364,10.393923169880138,10.278639314420358,0.0,10.68130319198597,8.914796406755553,9.679481540441826,10.175843095311892
+,hsa_circ_0000615,ENSG00000180357,protein_coding,ZNF609,13.353145058366634,13.526026873903719,13.078722892197131,13.056819682436977,13.626230039281426,13.543472493659838,13.232454839610364,12.05079468392017,12.848629618682985,13.385955127396215,13.385438865311954,13.293867876415552,12.7471014166524,14.52098722654384,13.750703245112092,13.726439683339297,13.259860754699314,13.763311376991101,13.133031914782244,13.042184951272917,13.160236705647732,12.697937815809741,12.718254537643537,13.432456137020305,13.059019523868171,12.896463807749853,13.445066469403105,13.404514258668634,12.34674129936679,12.755013611348941,13.621442643547677,13.33463115211802,13.154554880550577,13.237952197167317,13.198729307851702,13.14156261765476,13.217117726397529,13.367446073346153,13.29114540490971,13.07048610194403,13.488165480261094,13.27231305997842,13.989832864193481,12.681408111581034,12.895106528526176,13.6878427661113,12.392830141038914,12.683860328862478,12.785306923538286,13.101059125610204,13.421666940045602,11.697133646588462,13.215747446582768,13.212380656668596,13.795533347321175,13.69695187980507,13.534550350106304,12.67790315007533,13.185237612665528,13.32587684558342,12.765349938608983,13.54857832111473,12.780165129356407,13.041258288728063,12.895141200021857,13.152033771206245
-,hsa_circ_0007477,ENSG00000138777,protein_coding,PPA2,8.036583991692611,9.502360050043883,9.14821521819641,10.038123598349637,8.917607491540608,8.309501521643949,9.67335792385379,10.636323798679786,0.0,10.188277524257224,0.0,7.642749862055129,9.689745827531677,9.45575978059841,8.846844738496173,9.174243743838787,9.008760500504225,8.62730923079933,8.857999134022975,7.557837846679792,0.0,8.572232957902177,8.296371986401109,9.125056487074737,7.590621136565156,9.424444510632329,8.422348464245477,9.972858148900636,8.791727899280595,10.315364989008799,8.401599009927368,0.0,8.634469552556117,0.0,9.55663669124149,9.643974680283238,8.539025966503592,0.0,9.220173462966631,9.11450260422712,9.887527823676976,9.95169672770957,0.0,0.0,7.962114777577239,9.105392573680575,8.309653137042018,8.98604929028893,0.0,7.785520507663936,8.48696270952631,9.759764740190194,8.229455815623297,9.958865106437095,0.0,9.413558062607768,8.538314474084725,8.726895684273753,9.304722726145034,9.105964512645649,9.215775443526667,9.68671156092717,8.876143052508073,8.914796406755553,8.360190108368045,0.0
+,hsa_circ_0002570,ENSG00000180488,protein_coding,MIGA1,9.033834163731283,9.502360050043883,8.497590735901614,0.0,9.18014458324865,9.114906230689074,9.351871477891015,9.637229918520964,10.264644747846031,9.729309522120593,0.0,8.225304017401863,9.427060761289539,8.380038247859787,7.529609029268633,8.176738777392249,7.896547077924448,0.0,8.123104863852388,9.721795353130213,0.0,8.309956415949484,0.0,8.862538748630833,9.170585240270496,7.843675086264515,9.268475145336778,0.0,9.707732985028459,9.094481437833807,7.726084556771997,8.945104091138699,9.632653269378633,0.0,8.972631750763643,9.52864772342918,10.121400434224405,7.930292722506258,7.640040756136111,9.239816572471392,0.0,8.369644991855829,0.0,0.0,9.181197418438616,9.105392573680575,9.891581152116206,9.208035205303599,9.640070393621219,9.780608039056588,0.0,10.633477227682798,9.811210178541504,8.823100091782917,10.04191356819633,9.413558062607768,8.538314474084725,0.0,8.890445444979472,9.257705760362995,10.278639314420358,0.0,10.196227754482553,0.0,8.360190108368045,8.762882787833961
-,hsa_circ_0003550,ENSG00000071127,protein_coding,WDR1,9.448183386290216,9.694756456164743,8.497590735901614,9.19122398591719,7.600147526231561,9.891429217466197,8.354077696772887,10.958070601285607,0.0,0.0,9.095162600536044,8.639135834685495,8.108272921986705,8.53160823266306,0.0,9.473335726147338,9.008760500504225,8.948507472474928,10.440887332605241,9.87362758349038,9.445942084033765,9.444978175876745,9.615544052664303,8.541385308058304,9.170585240270496,0.0,8.684681819615033,0.0,9.42799471803994,8.831974763955788,8.401599009927368,0.0,9.048599196072768,0.0,9.778755407160583,8.405423424954458,8.539025966503592,0.0,8.222590381033658,9.975827358102336,0.0,9.95169672770957,0.0,9.147681405715671,8.95921913515195,8.521739107819238,8.309653137042018,7.98889163191127,10.002238615429631,9.588197267883663,9.899484833717615,9.759764740190194,9.711789204267944,9.49997699697254,0.0,9.828066592156835,9.758487770810547,7.730296672814382,7.893482317837627,9.257705760362995,8.56508455489204,8.105245993501931,9.460081736857006,0.0,8.681239850959084,10.175843095311892
-,hsa_circ_0075796,ENSG00000124795,protein_coding,DEK,0.0,12.185177474119511,11.91543092500053,12.390656453241082,12.40031475890535,12.371308428091867,11.904627072530195,11.90881085467332,12.263764910767348,0.0,11.629030760479056,12.390668923696262,11.273543251638339,11.5461088282197,12.136810120128741,11.995220058421056,11.62790137776243,0.0,11.288422877828115,12.779184752086183,0.0,12.26916967448802,0.0,11.785844026152667,10.284713771305613,11.500843815138705,11.418664142936622,0.0,0.0,11.792686305357837,11.567726840777521,11.264688644947007,0.0,12.294673564178058,11.362622566647765,11.11230744568854,11.594502470508488,11.831652523474625,11.720680355617203,11.938235757304229,11.079315896149883,11.950603675038174,0.0,12.215828205117232,12.437704429697725,0.0,11.80800176563174,11.922172584130182,12.503580033898848,12.845252079768468,12.390095394335937,0.0,12.37871719144219,0.0,11.04122913611402,0.0,12.037272381761849,0.0,10.947026827704626,12.06303913067353,11.587274418940101,11.5599069622666,12.75592105934331,11.866386877753209,0.0,11.423048357466783
+,hsa_circ_0006258,ENSG00000136021,protein_coding,SCYL2,8.771350142951176,0.0,9.010965937492772,10.774540232325727,8.182629441347284,9.891429217466197,9.810700814467971,10.3734706623488,10.09486633376401,9.729309522120593,7.777185934393096,9.6373254203225,8.108272921986705,9.115270626775825,9.523741158614435,10.403107836042082,10.114174545886705,9.625483904997095,10.621337467546134,9.87362758349038,10.097266390324299,9.444978175876745,10.614624205227967,9.998350672330394,9.170585240270496,9.576237630014026,8.101471306726284,9.236849329731598,9.868016038986516,9.316496789549163,9.306497337174356,0.0,9.632653269378633,10.18015319646096,9.55663669124149,9.698355676808092,9.759200358204483,10.09561020211127,8.957622764775927,9.823983443302541,8.667164791463668,8.953152844233854,0.0,10.524626889675968,9.543215128764647,9.327410766793747,7.726962319322028,9.98462601676429,9.640070393621219,9.780608039056588,9.484950760428202,10.344172417404055,9.227050381328938,9.669680593468227,10.04191356819633,9.828066592156835,8.952381526329267,9.89492777755446,10.473379806516746,9.520347308475456,10.33999146504964,10.685836001593136,8.46212864355981,9.498762166813114,9.816825111466958,9.498519323827107
+,hsa_circ_0006109,ENSG00000204564,protein_coding,C6orf136,10.694914690764973,10.60083442498879,9.93564012420698,8.869912752409395,9.916115034577425,10.627787083830253,10.74282145345455,0.0,11.342029886474227,10.535935837056176,10.231226553565445,9.80704912430341,11.273543251638339,9.59995400951593,10.692576893387306,8.796481083827873,9.69957087509386,10.209837450214815,0.0,10.25178427258796,9.959894563203422,0.0,10.614624205227967,10.625883987809575,0.0,9.954313055617495,0.0,10.110231154156777,9.941939425756418,0.0,10.568202034016126,0.0,9.048599196072768,9.595812307905282,0.0,8.530599687965365,8.953093497385382,0.0,10.09354264181572,0.0,0.0,0.0,0.0,0.0,9.95776913157062,11.162294252170186,10.80840406677327,10.64706631140882,9.15536662813001,10.686732967252365,0.0,9.759764740190194,9.364335030229082,9.958865106437095,11.04122913611402,8.415672004169595,0.0,9.725192178730167,8.307002179764364,10.182588355762244,9.215775443526667,0.0,10.574455569652569,0.0,9.942222686065277,0.0
+,hsa_circ_0006364,ENSG00000197779,protein_coding,ZNF81,8.036583991692611,8.69649625947244,9.14821521819641,10.18998947132888,9.594560198699748,9.114906230689074,0.0,9.637229918520964,0.0,9.53690723147072,8.359954533188159,9.44493911213838,8.108272921986705,8.668757298060381,9.109356824793894,9.473335726147338,8.631088844253101,10.209837450214815,10.9930980778664,8.140245871439124,8.961342433229479,8.572232957902177,9.294075661656597,8.862538748630833,8.908051454149291,7.843675086264515,9.557556372956643,8.6530819061534,9.205951325728687,8.09711816930656,8.859866650008486,0.0,0.0,0.0,10.430234747980998,8.94466153510178,9.759200358204483,7.930292722506258,9.956171155041266,9.239816572471392,0.0,0.0,0.0,9.410291816670979,9.95776913157062,9.689481724163722,9.307377871382531,7.406765883950762,7.8372286729953355,0.0,0.0,9.759764740190194,9.227050381328938,8.501968113958611,10.626419816942615,9.413558062607768,8.952381526329267,9.048142618300513,9.763532050045416,9.635673398281856,9.662587254287448,9.324641562691221,7.879210149488782,8.500754959979576,8.943688391362933,0.0
-,hsa_circ_0007683,ENSG00000064115,protein_coding,TM7SF3,8.036583991692611,9.017728684788226,9.59499599458409,10.18998947132888,9.916115034577425,8.309501521643949,9.159541780710585,9.053172968887496,9.680268507221745,7.734399494761298,7.777185934393096,9.6373254203225,11.19111537183854,8.668757298060381,8.846844738496173,9.758373606903383,10.663958841226158,8.62730923079933,9.342537339732095,8.875164623251438,8.961342433229479,9.155931466784319,9.294075661656597,10.997645253163638,9.584996720520676,9.713569334069371,9.268475145336778,9.458900118547582,10.079309603521903,9.678563956085886,8.72267361237559,10.16582294311007,9.048599196072768,0.0,9.778755407160583,9.467332101727909,0.0,7.930292722506258,9.63460609953986,9.355110221934824,8.667164791463668,8.369644991855829,0.0,8.826389069597143,8.95921913515195,8.521739107819238,10.421628457849113,8.98604929028893,9.41797929202604,9.588197267883663,0.0,9.17563407486459,9.991593487845476,10.306477741230704,10.626419816942615,7.832820352041038,8.760152434193941,10.811752349113773,8.890445444979472,9.520347308475456,9.456410213339316,10.763792416801529,10.68130319198597,9.72086967857284,10.35689352623231,9.498519323827107
-,hsa_circ_0005567,ENSG00000085832,protein_coding,EPS15,8.450247232149405,9.017728684788226,9.77534875411356,10.038123598349637,9.18014458324865,8.892947417904727,8.937569759839333,9.637229918520964,9.90240970340207,10.313705360216352,9.357757289920322,8.225304017401863,10.688872108290218,8.909219906912353,10.330255861758504,10.330406601270386,10.306656904507953,8.948507472474928,7.540727343117486,9.721795353130213,9.223894377154755,9.891885069527975,9.878271907846392,7.545252352636161,9.392619969710957,8.578126297322063,9.90506936046255,8.97429307355666,9.941939425756418,8.510837905224415,9.20712440094192,10.358311024344589,9.632653269378633,10.594879789190742,9.778755407160583,8.752434674586878,10.410671545315708,9.248667741476957,9.442220279524253,9.11450260422712,9.402710113040374,9.367462468958406,0.0,9.410291816670979,10.542247973728369,8.108009456719087,9.721845993130964,9.859224581219502,10.154101032273923,9.588197267883663,10.59934345734531,8.76142793163439,10.07397691726007,10.084275180893208,0.0,9.828066592156835,9.758487770810547,9.048142618300513,9.304722726145034,8.260060662792283,8.081180580540558,10.101311346960184,9.682181505731121,10.497764737037246,8.360190108368045,11.423048357466783
+,hsa_circ_0040823,ENSG00000172530,protein_coding,BANP,11.147192556566763,10.78129737496915,11.17871429892357,10.774540232325727,11.052803839673764,10.89066951770474,10.672474220194633,11.051134679046857,9.680268507221745,10.429095379012363,10.941253100463452,10.443903754502422,10.563420677097143,11.974319213495384,10.844492809959863,10.494672744776004,11.06108025444641,9.795205949829985,12.415865553740943,10.458077373508084,10.338071856151823,12.341305203027837,10.99292347268267,10.239141756517752,10.391546361612942,10.897031336575825,10.95491692749489,10.89817736784725,10.70687009470983,11.314798755600961,11.719682406289051,11.679579546430647,8.051321051274714,10.594879789190742,10.140960465194935,11.09213874236153,9.274439298053046,11.094950781835285,10.881482458866396,11.974752442623364,10.986250941595463,11.45325409144654,12.709851622098697,11.730522684862507,10.179954290519763,10.840523521313676,9.891581152116206,10.569113780780913,11.001535095212525,10.480416742072588,10.221110788668303,10.633477227682798,10.488679762793971,10.498980407025018,0.0,10.527895719510783,11.342339427882505,10.811752349113773,9.888924607950052,11.255937057549941,10.75475066712071,11.322953093625827,10.459057193411931,10.234929872333348,11.163776892464139,11.423048357466783
+,hsa_circ_0000921,ENSG00000105176,protein_coding,URI1,9.255833324293311,0.0,7.280510628656996,7.8729931091746845,8.182629441347284,8.892947417904727,10.598520162967263,0.0,8.682025859454406,9.314838462980443,0.0,8.960340036427954,9.911888668788176,9.015920754487064,9.693448372506557,9.058974610768892,7.634723060643206,9.433099729320334,10.119218688645228,0.0,8.226305074879036,9.307681628916308,9.294075661656597,7.545252352636161,10.169332930450981,9.254781933801166,8.906573281969072,10.972140151018959,9.205951325728687,10.755639590514576,8.401599009927368,8.945104091138699,10.217009833882193,0.0,9.778755407160583,9.403294401839531,0.0,10.09561020211127,9.956171155041266,10.177274334971251,0.0,8.369644991855829,11.487746294344479,8.412410546078785,8.95921913515195,8.842881924330259,9.307377871382531,9.40037532831963,0.0,8.782247387880377,11.542313489435383,10.496064520538543,8.229455815623297,10.306477741230704,10.626419816942615,8.415672004169595,7.955290911274612,8.726895684273753,8.628018925341975,7.526228971045578,9.078514532280519,10.323516136244232,8.876143052508073,7.917782503578286,10.05758709522177,8.762882787833961
-,hsa_circ_0000842,ENSG00000141425,protein_coding,RPRD1A,9.255833324293311,9.280299124475023,8.689736780046632,10.452818021989138,9.18014458324865,9.628698579559611,10.257731348950815,8.639040452656399,9.417585743127193,9.53690723147072,8.359954533188159,9.958891159554407,0.0,9.015920754487064,10.429716825496735,9.602444764535926,9.555363591363408,10.79439383775481,9.85644368708812,8.140245871439124,9.80805241598061,10.569387417355543,10.100445324544761,9.125056487074737,8.908051454149291,9.576237630014026,10.267305022057293,8.6530819061534,9.205951325728687,10.414825177611132,8.57104991124098,0.0,8.051321051274714,0.0,9.971195171957559,10.30042710098911,9.274439298053046,9.511306820399072,8.636419927405726,9.654257390472214,8.667164791463668,9.95169672770957,0.0,9.994547382236574,9.95776913157062,9.327410766793747,0.0,8.7235838009458,0.0,9.36611719639052,9.484950760428202,8.17812670717737,9.811210178541504,8.823100091782917,0.0,8.829652919855082,10.120687664006871,9.048142618300513,10.695627251609821,9.257705760362995,9.925324945226059,8.105245993501931,10.196227754482553,0.0,10.263857461118445,9.76122127372133
+,hsa_circ_0001358,ENSG00000008952,protein_coding,SEC62,10.534552406812063,10.279138555893429,10.38775565536495,9.19122398591719,10.178900547410159,10.306086916870004,9.936097821941651,10.3734706623488,9.90240970340207,10.429095379012363,10.771419810854336,10.806243653472313,10.911139669385987,10.416285797460866,9.982638149109375,10.700990294032223,10.21362343808359,8.21348733362897,8.536848134175676,8.554004434597646,10.097266390324299,7.989164370941719,9.878271907846392,9.125056487074737,9.584996720520676,9.576237630014026,9.682927701607017,10.351038432918292,9.620377968788473,8.09711816930656,10.153481243297177,8.945104091138699,10.631744269589877,9.595812307905282,10.140960465194935,9.52864772342918,10.121400434224405,8.513282372573418,10.54064946109611,9.654257390472214,10.079982499949883,9.367462468958406,0.0,9.632381308213896,10.179954290519763,10.518792107330082,9.044798805835804,9.208035205303599,10.639166056613382,10.949621485590935,8.900994584983275,9.497063126071627,10.07397691726007,10.199650168572337,0.0,9.828066592156835,9.95092463071,9.048142618300513,9.112403505018742,10.634766299995016,9.75558539774442,10.216687534768829,10.044361289464398,10.37232455888833,9.679481540441826,10.175843095311892
+,hsa_circ_0000386,ENSG00000123106,protein_coding,CCDC91,0.0,0.0,10.146943330459765,10.675063385930342,10.29428202531817,10.55383449020583,10.5205693427802,11.443290209377277,11.486366865796594,10.429095379012363,10.771419810854336,10.723828886368013,11.010625395814731,10.564281433014854,10.429716825496735,11.437609177172865,10.164755732701153,11.324658581816465,10.926017587285148,10.87285844909057,10.724832705189426,0.0,10.462723346020642,9.8609881910327,10.753877752882689,11.422868959744996,10.95491692749489,11.235054855790853,10.14338196058215,0.0,11.012734752829543,10.528113905423613,10.747151540220678,11.916248083389936,11.292260632425009,10.30042710098911,11.03832864978833,11.172918579155676,10.803522432588949,10.93860333754101,10.249759393830056,9.95169672770957,0.0,10.631472137000236,11.371899637992719,10.91087538313554,11.421102439438057,11.099336274149543,11.223826985649511,10.779787665561916,11.852559984233256,10.344172417404055,11.073307532124453,0.0,11.625963420632512,10.412499929128272,0.0,11.247642068245383,10.625281418121162,10.578219066512771,10.842164391525893,10.323516136244232,11.57398243207568,10.234929872333348,10.35689352623231,9.177089769246765
+,hsa_circ_0001508,ENSG00000113318,protein_coding,MSH3,9.617878889170761,9.017728684788226,9.14821521819641,9.19122398591719,8.917607491540608,9.476897962538448,9.159541780710585,9.053172968887496,9.680268507221745,0.0,7.777185934393096,8.960340036427954,9.427060761289539,8.53160823266306,8.11196653349749,9.174243743838787,9.629268297247227,10.325220959354503,10.440887332605241,10.25178427258796,9.223894377154755,9.307681628916308,9.294075661656597,8.862538748630833,9.754712988573488,9.838957017441219,9.557556372956643,8.97429307355666,9.620377968788473,7.51478758984439,9.20712440094192,10.680019295134722,10.217009833882193,0.0,8.972631750763643,10.152452135504014,0.0,9.733416799032435,9.220173462966631,9.823983443302541,8.667164791463668,0.0,0.0,10.14640904707236,9.181197418438616,8.521739107819238,9.529444961646435,10.306269288375505,7.8372286729953355,7.785520507663936,7.9040093559926605,0.0,10.07397691726007,9.821506538488435,10.04191356819633,0.0,10.272561169841957,9.048142618300513,8.307002179764364,10.02226972265405,9.078514532280519,9.102624088492815,9.460081736857006,9.498762166813114,8.360190108368045,0.0
